Scientific.Name	row_ids	AphiaID	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	namePublishedInID	scientificName	acceptedNameUsage	parentNameUsage	namePublishedIn	namePublishedInYear	kingdom	phylum	class	order	family	genus	subgenus	specificEpithet	infraspecificEpithet	taxonRank	scientificNameAuthorship	nomenclaturalCode	taxonomicStatus	nomenclaturalStatus	modified	bibliographicCitation	references	license	rightsHolder	datasetName	institutionCode	datasetID.x	identifier	title	format	datasetID.y	subject	Accepted_AphiaID	parent_AphiaID	speciesNOsubgenus	parent_NCBI	accepted_NCBI
CERATONEREIS TUNICATAE	R16684	340387	urn:lsid:marinespecies.org:taxname:340387	urn:lsid:marinespecies.org:taxname:340387	urn:lsid:marinespecies.org:taxname:333217	urn:lsid:marinespecies.org:taxname:129372	NA	Ceratonereis tunicatae	Ceratonereis (Composetia) tunicatae	Ceratonereis	NA	NA	Animalia	Annelida	Polychaeta	Phyllodocida	Nereididae	Ceratonereis	NA	tunicatae	NA	Species	(Hartman, 1936)	ICZN	alternative representation	alternativum	2008-03-26	Read, G.; Fauchald, K. (Ed.) (2024). World Polychaeta Database. Ceratonereis tunicatae (Hartman, 1936). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=340387	https://www.marinespecies.org/aphia.php?p=taxdetails&id=340387	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	333217	129372	Ceratonereis tunicatae	NCBI:txid104735	NA
CERATONEREIS VERSIPEDATA	R03999	157294	urn:lsid:marinespecies.org:taxname:157294	urn:lsid:marinespecies.org:taxname:157294	urn:lsid:marinespecies.org:taxname:1600935	urn:lsid:marinespecies.org:taxname:129372	NA	Ceratonereis versipedata	Composetia versipedata	Ceratonereis	NA	NA	Animalia	Annelida	Polychaeta	Phyllodocida	Nereididae	Ceratonereis	NA	versipedata	NA	Species	(Ehlers, 1887)	ICZN	superseded combination	NA	2022-09-11	Read, G.; Fauchald, K. (Ed.) (2024). World Polychaeta Database. Ceratonereis versipedata (Ehlers, 1887). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=157294	https://www.marinespecies.org/aphia.php?p=taxdetails&id=157294	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1600935	129372	Ceratonereis versipedata	NCBI:txid104735	NA
CERATONEREIS VITTATA	R04000	130373	urn:lsid:marinespecies.org:taxname:130373	urn:lsid:marinespecies.org:taxname:130373	urn:lsid:marinespecies.org:taxname:333221	urn:lsid:marinespecies.org:taxname:129372	NA	Ceratonereis vittata	Ceratonereis (Composetia) vittata	Ceratonereis	Langerhans, P. (1884). Die Wurmfauna von Madeira, IV. <em>Zeitschrift für Wissenschaftliche Zoologie.</em> 40: 247-285, plates15-17.	1884	Animalia	Annelida	Polychaeta	Phyllodocida	Nereididae	Ceratonereis	NA	vittata	NA	Species	Langerhans, 1884	ICZN	alternative representation	alternativum	2008-03-26	Read, G.; Fauchald, K. (Ed.) (2024). World Polychaeta Database. Ceratonereis vittata Langerhans, 1884. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=130373	https://www.marinespecies.org/aphia.php?p=taxdetails&id=130373	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	333221	129372	Ceratonereis vittata	NCBI:txid104735	NA
CERATOSCOPELUS	R07576	125818	urn:lsid:marinespecies.org:taxname:125818	urn:lsid:marinespecies.org:taxname:125818	urn:lsid:marinespecies.org:taxname:125818	urn:lsid:marinespecies.org:taxname:125498	NA	Ceratoscopelus	Ceratoscopelus	Myctophidae	NA	NA	Animalia	Chordata	Teleostei	Myctophiformes	Myctophidae	Ceratoscopelus	NA	NA	NA	Genus	Günther, 1864	ICZN	accepted	NA	2014-11-21	Froese, R. and D. Pauly. Editors. (2024). FishBase. Ceratoscopelus Günther, 1864. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=125818	https://www.marinespecies.org/aphia.php?p=taxdetails&id=125818	NA	NA	NA	NA	NA	NCBI:txid123250	To Genbank	NA	ncbi	NA	125818	125498	NA	NCBI:txid68515	NCBI:txid123250
CERATOSCOPELUS TOWNSENDI	R00507;R07282;R07577;R15068;R19018	272656	urn:lsid:marinespecies.org:taxname:272656	urn:lsid:marinespecies.org:taxname:272656	urn:lsid:marinespecies.org:taxname:272656	urn:lsid:marinespecies.org:taxname:125818	NA	Ceratoscopelus townsendi	Ceratoscopelus townsendi	Ceratoscopelus	NA	NA	Animalia	Chordata	Teleostei	Myctophiformes	Myctophidae	Ceratoscopelus	NA	townsendi	NA	Species	(Eigenmann & Eigenmann, 1889)	ICZN	accepted	NA	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Ceratoscopelus townsendi (Eigenmann & Eigenmann, 1889). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=272656	https://www.marinespecies.org/aphia.php?p=taxdetails&id=272656	NA	NA	NA	NA	NA	NCBI:txid875772	To GenBank (18 nucleotides; 23 proteins)	NA	ncbi	NA	272656	125818	Ceratoscopelus townsendi	NCBI:txid123250	NCBI:txid875772
CERATOSTOMA	R18326;R18328	240766	urn:lsid:marinespecies.org:taxname:240766	urn:lsid:marinespecies.org:taxname:240766	urn:lsid:marinespecies.org:taxname:240766	urn:lsid:marinespecies.org:taxname:225324	NA	Ceratostoma	Ceratostoma	Ocenebrinae	Herrmannsen, A. N. (1846-1852). Indicis Generum Malacozoorum primordia. Fischer, Cassel. Vol. 1: i-xxviii, 1-637 pp. [i-xxviii + 1-104: 1 Sep 1846; 105-232: 1 Dec 1846; 233-360: 1 Mar 1847; 361-488: 18 Apr 1847; 489-616: 25 May 1847; 617-637: 17 Jul 1847]; 2: 1-717, xxix-xlii pp. [1-104: 17 Jul 1847; 105-232: 8 Sep 1847; 233-352: 7 Dec 1847; 353-492: 18 Feb 1848; 493-612: Feb 1849; 613-717 + xxix-xliii: Mar 1849]; Supplementa et corrigenda: i-v, 1-140 pp. [Dec 1852].	1846-1852	Animalia	Mollusca	Gastropoda	Neogastropoda	Muricidae	Ceratostoma	NA	NA	NA	Genus	Herrmannsen, 1846	ICZN	accepted	NA	2023-01-13	MolluscaBase eds. (2024). MolluscaBase. Ceratostoma Herrmannsen, 1846. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=240766	https://www.marinespecies.org/aphia.php?p=taxdetails&id=240766	NA	NA	NA	NA	NA	NCBI:txid693205	To Genbank	NA	ncbi	NA	240766	225324	NA	NA	NCBI:txid693205
CERATOSTOMA FOLIATUM	R11307;R12360;R14461;R18324	240767	urn:lsid:marinespecies.org:taxname:240767	urn:lsid:marinespecies.org:taxname:240767	urn:lsid:marinespecies.org:taxname:240767	urn:lsid:marinespecies.org:taxname:240766	NA	Ceratostoma foliatum	Ceratostoma foliatum	Ceratostoma	NA	NA	Animalia	Mollusca	Gastropoda	Neogastropoda	Muricidae	Ceratostoma	NA	foliatum	NA	Species	(Gmelin, 1791)	ICZN	accepted	NA	2012-01-11	MolluscaBase eds. (2024). MolluscaBase. Ceratostoma foliatum (Gmelin, 1791). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=240767	https://www.marinespecies.org/aphia.php?p=taxdetails&id=240767	NA	NA	NA	NA	NA	NCBI:txid1421108	To GenBank (34 nucleotides; 24 proteins)	NA	ncbi	NA	240767	240766	Ceratostoma foliatum	NCBI:txid693205	NCBI:txid1421108
CERATOSTOMA NUTTALLI	R11467;R12361;R14552;R18325	403965	urn:lsid:marinespecies.org:taxname:403965	urn:lsid:marinespecies.org:taxname:403965	urn:lsid:marinespecies.org:taxname:403965	urn:lsid:marinespecies.org:taxname:240766	NA	Ceratostoma nuttalli	Ceratostoma nuttalli	Ceratostoma	NA	NA	Animalia	Mollusca	Gastropoda	Neogastropoda	Muricidae	Ceratostoma	NA	nuttalli	NA	Species	(Conrad, 1837)	ICZN	accepted	NA	2021-02-10	MolluscaBase eds. (2024). MolluscaBase. Ceratostoma nuttalli (Conrad, 1837). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=403965	https://www.marinespecies.org/aphia.php?p=taxdetails&id=403965	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	403965	240766	Ceratostoma nuttalli	NCBI:txid693205	NA
CERATOTHOA GAUDICHAUDII	R11950	256729	urn:lsid:marinespecies.org:taxname:256729	urn:lsid:marinespecies.org:taxname:256729	urn:lsid:marinespecies.org:taxname:256729	urn:lsid:marinespecies.org:taxname:118407	NA	Ceratothoa gaudichaudii	Ceratothoa gaudichaudii	Ceratothoa	NA	NA	Animalia	Arthropoda	Malacostraca	Isopoda	Cymothoidae	Ceratothoa	NA	gaudichaudii	NA	Species	(H. Milne Edwards, 1840)	ICZN	taxon inquirendum	dubium	2016-04-11	Boyko, C.B.; Bruce, N.L.; Hadfield, K.A.; Merrin, K.L.; Ota, Y.; Poore, G.C.B.; Taiti, S. (Eds) (2024). World Marine, Freshwater and Terrestrial Isopod Crustaceans database. Ceratothoa gaudichaudii (H. Milne Edwards, 1840). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=256729	https://www.marinespecies.org/aphia.php?p=taxdetails&id=256729	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	256729	118407	Ceratothoa gaudichaudii	NCBI:txid432123	NA
CERATOTHOA GILBERTI	R11951	256730	urn:lsid:marinespecies.org:taxname:256730	urn:lsid:marinespecies.org:taxname:256730	urn:lsid:marinespecies.org:taxname:256730	urn:lsid:marinespecies.org:taxname:118407	NA	Ceratothoa gilberti	Ceratothoa gilberti	Ceratothoa	NA	NA	Animalia	Arthropoda	Malacostraca	Isopoda	Cymothoidae	Ceratothoa	NA	gilberti	NA	Species	(Richardson, 1904)	ICZN	accepted	NA	2008-01-03	Boyko, C.B.; Bruce, N.L.; Hadfield, K.A.; Merrin, K.L.; Ota, Y.; Poore, G.C.B.; Taiti, S. (Eds) (2024). World Marine, Freshwater and Terrestrial Isopod Crustaceans database. Ceratothoa gilberti (Richardson, 1904). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=256730	https://www.marinespecies.org/aphia.php?p=taxdetails&id=256730	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	256730	118407	Ceratothoa gilberti	NCBI:txid432123	NA
CERBERILLA	R01104	137634	urn:lsid:marinespecies.org:taxname:137634	urn:lsid:marinespecies.org:taxname:137634	urn:lsid:marinespecies.org:taxname:137634	urn:lsid:marinespecies.org:taxname:192	NA	Cerberilla	Cerberilla	Aeolidiidae	Bergh, L. S. R. (1873). Neue Nacktschnecken der Südsee, malacologische Untersuchungen I. <em>Journal des Museum Godeffroy.</em> 1(2): 65-96 [137-168], pls IX-XII.	1873	Animalia	Mollusca	Gastropoda	Nudibranchia	Aeolidiidae	Cerberilla	NA	NA	NA	Genus	Bergh, 1873	ICZN	accepted	NA	2022-08-13	MolluscaBase eds. (2024). MolluscaBase. Cerberilla Bergh, 1873. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=137634	https://www.marinespecies.org/aphia.php?p=taxdetails&id=137634	NA	NA	NA	NA	NA	NCBI:txid929459	To Genbank	NA	ncbi	NA	137634	192	NA	NCBI:txid195871	NCBI:txid929459
CERBERILLA MOSSLANDICA	R14626	581904	urn:lsid:marinespecies.org:taxname:581904	urn:lsid:marinespecies.org:taxname:581904	urn:lsid:marinespecies.org:taxname:581904	urn:lsid:marinespecies.org:taxname:137634	NA	Cerberilla mosslandica	Cerberilla mosslandica	Cerberilla	McDonald, G. R.; Nybakken, J. W. (1975). <i>Cerberilla mosslandica</i>, a new eolid nudibranch from Monterey Bay, California (Mollusca: Opisthobranchia). <em>The Veliger.</em> 17(4):378-382.	1975	Animalia	Mollusca	Gastropoda	Nudibranchia	Aeolidiidae	Cerberilla	NA	mosslandica	NA	Species	McDonald & Nybakken, 1975	ICZN	accepted	NA	2011-10-08	MolluscaBase eds. (2024). MolluscaBase. Cerberilla mosslandica McDonald & Nybakken, 1975. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=581904	https://www.marinespecies.org/aphia.php?p=taxdetails&id=581904	NA	NA	NA	NA	NA	NCBI:txid2703600	To GenBank (3 nucleotides; 2 proteins)	NA	ncbi	NA	581904	137634	Cerberilla mosslandica	NCBI:txid929459	NCBI:txid2703600
CERCONEOTES CONSTRICTUS	R15646	357751	urn:lsid:marinespecies.org:taxname:357751	urn:lsid:marinespecies.org:taxname:357751	urn:lsid:marinespecies.org:taxname:357751	urn:lsid:marinespecies.org:taxname:149956	NA	Cerconeotes constrictus	Cerconeotes constrictus	Cerconeotes	NA	NA	Animalia	Arthropoda	Copepoda	Harpacticoida	Leptastacidae	Cerconeotes	NA	constrictus	NA	Species	(Lang, 1965)	ICZN	accepted	NA	2008-07-15	Walter, T.C.; Boxshall, G. (2024). World of Copepods Database. Cerconeotes constrictus (Lang, 1965). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=357751	https://www.marinespecies.org/aphia.php?p=taxdetails&id=357751	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	357751	149956	Cerconeotes constrictus	NA	NA
CEREBRATULUS	R01098	122348	urn:lsid:marinespecies.org:taxname:122348	urn:lsid:marinespecies.org:taxname:122348	urn:lsid:marinespecies.org:taxname:122348	urn:lsid:marinespecies.org:taxname:122314	NA	Cerebratulus	Cerebratulus	Lineidae	NA	NA	Animalia	Nemertea	Pilidiophora	Heteronemertea	Lineidae	Cerebratulus	NA	NA	NA	Genus	[Renier], [1804]	ICZN	accepted	NA	2024-05-23	Norenburg, J.; Gibson, R.; Herrera Bachiller, A.; Strand, M. (2024). World Nemertea Database. Cerebratulus [Renier], [1804]. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=122348	https://www.marinespecies.org/aphia.php?p=taxdetails&id=122348	NA	NA	NA	NA	NA	NCBI:txid6220	To Genbank	NA	ncbi	NA	122348	122314	NA	NCBI:txid6222	NCBI:txid6220
CEREBRATULUS ALBIFRONS	R01099;R12362;R13987	147276	urn:lsid:marinespecies.org:taxname:147276	urn:lsid:marinespecies.org:taxname:147276	urn:lsid:marinespecies.org:taxname:147276	urn:lsid:marinespecies.org:taxname:122348	NA	Cerebratulus albifrons	Cerebratulus albifrons	Cerebratulus	Coe, W. R. (1901). Papers from the Harriman Alaska Expedition xx. The Nemerteans. Proceedings of the Washington Academy of Sciences, 3: 1-110	1901	Animalia	Nemertea	Pilidiophora	Heteronemertea	Lineidae	Cerebratulus	NA	albifrons	NA	Species	Coe, 1901	ICZN	accepted	NA	2005-03-04	Norenburg, J.; Gibson, R.; Herrera Bachiller, A.; Strand, M. (2024). World Nemertea Database. Cerebratulus albifrons Coe, 1901. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=147276	https://www.marinespecies.org/aphia.php?p=taxdetails&id=147276	NA	NA	NA	NA	NA	NCBI:txid1763820	To GenBank (7 nucleotides; 3 proteins)	NA	ncbi	NA	147276	122348	Cerebratulus albifrons	NCBI:txid6220	NCBI:txid1763820
CEREBRATULUS CALIFORNIENSIS	R01100;R12363;R13988	147295	urn:lsid:marinespecies.org:taxname:147295	urn:lsid:marinespecies.org:taxname:147295	urn:lsid:marinespecies.org:taxname:147295	urn:lsid:marinespecies.org:taxname:122348	NA	Cerebratulus californiensis	Cerebratulus californiensis	Cerebratulus	Coe, W. R. (1905). Synopsis of North American invertebrates, XXI. The Nemerteans. Pt. 1. American Naturalist, xxxix(No. 463): 425-427	1905	Animalia	Nemertea	Pilidiophora	Heteronemertea	Lineidae	Cerebratulus	NA	californiensis	NA	Species	Coe, 1905	ICZN	accepted	NA	2005-03-04	Norenburg, J.; Gibson, R.; Herrera Bachiller, A.; Strand, M. (2024). World Nemertea Database. Cerebratulus californiensis Coe, 1905. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=147295	https://www.marinespecies.org/aphia.php?p=taxdetails&id=147295	NA	NA	NA	NA	NA	NCBI:txid416956	To GenBank (42 nucleotides; 15 proteins)	NA	ncbi	NA	147295	122348	Cerebratulus californiensis	NCBI:txid6220	NCBI:txid416956
CEREBRATULUS FUSCUS	R04002	122471	urn:lsid:marinespecies.org:taxname:122471	urn:lsid:marinespecies.org:taxname:122471	urn:lsid:marinespecies.org:taxname:122471	urn:lsid:marinespecies.org:taxname:122348	NA	Cerebratulus fuscus	Cerebratulus fuscus	Cerebratulus	NA	NA	Animalia	Nemertea	Pilidiophora	Heteronemertea	Lineidae	Cerebratulus	NA	fuscus	NA	Species	(McIntosh, 1874)	ICZN	accepted	NA	2005-03-04	Norenburg, J.; Gibson, R.; Herrera Bachiller, A.; Strand, M. (2024). World Nemertea Database. Cerebratulus fuscus (McIntosh, 1874). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=122471	https://www.marinespecies.org/aphia.php?p=taxdetails&id=122471	NA	NA	NA	NA	NA	NCBI:txid1809759	To GenBank (19 nucleotides; 19 proteins)	NA	ncbi	NA	122471	122348	Cerebratulus fuscus	NCBI:txid6220	NCBI:txid1809759
CEREBRATULUS HERCULEUS	R13989	147313	urn:lsid:marinespecies.org:taxname:147313	urn:lsid:marinespecies.org:taxname:147313	urn:lsid:marinespecies.org:taxname:147313	urn:lsid:marinespecies.org:taxname:122348	NA	Cerebratulus herculeus	Cerebratulus herculeus	Cerebratulus	Coe, W. R. (1901). Papers from the Harriman Alaska Expedition xx. The Nemerteans. Proceedings of the Washington Academy of Sciences, 3: 1-110	1901	Animalia	Nemertea	Pilidiophora	Heteronemertea	Lineidae	Cerebratulus	NA	herculeus	NA	Species	Coe, 1901	ICZN	accepted	NA	2005-03-04	Norenburg, J.; Gibson, R.; Herrera Bachiller, A.; Strand, M. (2024). World Nemertea Database. Cerebratulus herculeus Coe, 1901. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=147313	https://www.marinespecies.org/aphia.php?p=taxdetails&id=147313	NA	NA	NA	NA	NA	NCBI:txid420623	To GenBank (5 nucleotides; 3 proteins)	NA	ncbi	NA	147313	122348	Cerebratulus herculeus	NCBI:txid6220	NCBI:txid420623
CEREBRATULUS LACTEUS	R04003	147322	urn:lsid:marinespecies.org:taxname:147322	urn:lsid:marinespecies.org:taxname:147322	urn:lsid:marinespecies.org:taxname:147322	urn:lsid:marinespecies.org:taxname:122348	NA	Cerebratulus lacteus	Cerebratulus lacteus	Cerebratulus	NA	NA	Animalia	Nemertea	Pilidiophora	Heteronemertea	Lineidae	Cerebratulus	NA	lacteus	NA	Species	(Leidy, 1851)	ICZN	accepted	NA	2005-03-04	Norenburg, J.; Gibson, R.; Herrera Bachiller, A.; Strand, M. (2024). World Nemertea Database. Cerebratulus lacteus (Leidy, 1851). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=147322	https://www.marinespecies.org/aphia.php?p=taxdetails&id=147322	NA	NA	NA	NA	NA	NCBI:txid6221	To GenBank (122 nucleotides; 130 proteins)	NA	ncbi	NA	147322	122348	Cerebratulus lacteus	NCBI:txid6220	NCBI:txid6221
CEREBRATULUS LINEOLATUS	R01101;R12364	147338	urn:lsid:marinespecies.org:taxname:147338	urn:lsid:marinespecies.org:taxname:147338	urn:lsid:marinespecies.org:taxname:147338	urn:lsid:marinespecies.org:taxname:122348	NA	Cerebratulus lineolatus	Cerebratulus lineolatus	Cerebratulus	Coe, W. R. (1905). Nemerteans of the west and northwest coasts of America. Bulletin of the Museum of Comparative Zoology at Harvard College, 47: 1-318	1905	Animalia	Nemertea	Pilidiophora	Heteronemertea	Lineidae	Cerebratulus	NA	lineolatus	NA	Species	Coe, 1905	ICZN	accepted	NA	2005-03-04	Norenburg, J.; Gibson, R.; Herrera Bachiller, A.; Strand, M. (2024). World Nemertea Database. Cerebratulus lineolatus Coe, 1905. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=147338	https://www.marinespecies.org/aphia.php?p=taxdetails&id=147338	NA	NA	NA	NA	NA	NCBI:txid416817	To GenBank (6 nucleotides; 1 proteins)	NA	ncbi	NA	147338	122348	Cerebratulus lineolatus	NCBI:txid6220	NCBI:txid416817
CEREBRATULUS LONGICEPS	R13990	147339	urn:lsid:marinespecies.org:taxname:147339	urn:lsid:marinespecies.org:taxname:147339	urn:lsid:marinespecies.org:taxname:147339	urn:lsid:marinespecies.org:taxname:122348	NA	Cerebratulus longiceps	Cerebratulus longiceps	Cerebratulus	Coe, W. R. (1901). Papers from the Harriman Alaska Expedition xx. The Nemerteans. Proceedings of the Washington Academy of Sciences, 3: 1-110	1901	Animalia	Nemertea	Pilidiophora	Heteronemertea	Lineidae	Cerebratulus	NA	longiceps	NA	Species	Coe, 1901	ICZN	accepted	NA	2005-03-04	Norenburg, J.; Gibson, R.; Herrera Bachiller, A.; Strand, M. (2024). World Nemertea Database. Cerebratulus longiceps Coe, 1901. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=147339	https://www.marinespecies.org/aphia.php?p=taxdetails&id=147339	NA	NA	NA	NA	NA	NCBI:txid416818	To GenBank (3 nucleotides; 0 proteins)	NA	ncbi	NA	147339	122348	Cerebratulus longiceps	NCBI:txid6220	NCBI:txid416818
CEREBRATULUS MARGINATUS	R01102;R13991	122478	urn:lsid:marinespecies.org:taxname:122478	urn:lsid:marinespecies.org:taxname:122478	urn:lsid:marinespecies.org:taxname:122478	urn:lsid:marinespecies.org:taxname:122348	NA	Cerebratulus marginatus	Cerebratulus marginatus	Cerebratulus	NA	NA	Animalia	Nemertea	Pilidiophora	Heteronemertea	Lineidae	Cerebratulus	NA	marginatus	NA	Species	[Renier], [1804]	ICZN	accepted	NA	2024-05-23	Norenburg, J.; Gibson, R.; Herrera Bachiller, A.; Strand, M. (2024). World Nemertea Database. Cerebratulus marginatus [Renier], [1804]. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=122478	https://www.marinespecies.org/aphia.php?p=taxdetails&id=122478	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	122478	122348	Cerebratulus marginatus	NCBI:txid6220	NA
CEREBRATULUS MONTGOMERYI	R01103	147362	urn:lsid:marinespecies.org:taxname:147362	urn:lsid:marinespecies.org:taxname:147362	urn:lsid:marinespecies.org:taxname:1250975	urn:lsid:marinespecies.org:taxname:122348	NA	Cerebratulus montgomeryi	Kulikovia montgomeryi	Cerebratulus	Coe, W. R. (1901). Papers from the Harriman Alaska Expedition xx. The Nemerteans. Proceedings of the Washington Academy of Sciences, 3: 1-110	1901	Animalia	Nemertea	Pilidiophora	Heteronemertea	Lineidae	Cerebratulus	NA	montgomeryi	NA	Species	Coe, 1901	ICZN	unaccepted	NA	2018-05-02	Norenburg, J.; Gibson, R.; Herrera Bachiller, A.; Strand, M. (2024). World Nemertea Database. Cerebratulus montgomeryi Coe, 1901. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=147362	https://www.marinespecies.org/aphia.php?p=taxdetails&id=147362	NA	NA	NA	NA	NA	NCBI:txid3050937	To GenBank (5 nucleotides; 1 proteins)	NA	ncbi	NA	1250975	122348	Cerebratulus montgomeryi	NCBI:txid6220	NCBI:txid3050937
CEREBRATULUS OCCIDENTALIS	R13992	147367	urn:lsid:marinespecies.org:taxname:147367	urn:lsid:marinespecies.org:taxname:147367	urn:lsid:marinespecies.org:taxname:147367	urn:lsid:marinespecies.org:taxname:122348	NA	Cerebratulus occidentalis	Cerebratulus occidentalis	Cerebratulus	Coe, W. R. (1901). Papers from the Harriman Alaska Expedition xx. The Nemerteans. Proceedings of the Washington Academy of Sciences, 3: 1-110	1901	Animalia	Nemertea	Pilidiophora	Heteronemertea	Lineidae	Cerebratulus	NA	occidentalis	NA	Species	Coe, 1901	ICZN	accepted	NA	2005-03-07	Norenburg, J.; Gibson, R.; Herrera Bachiller, A.; Strand, M. (2024). World Nemertea Database. Cerebratulus occidentalis Coe, 1901. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=147367	https://www.marinespecies.org/aphia.php?p=taxdetails&id=147367	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	147367	122348	Cerebratulus occidentalis	NCBI:txid6220	NA
