Project Requested,scientific_name,Point of Contact for Submission,Email,Common Name,Survey Type,locality
GOM Species List,Munida affinis,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Munida affinis,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Munida affinis,Katherine Silliman,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Munida affinis,Katherine Silliman,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Agononida longipes,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNW  Gulf of Mexico
GOM Species List,Galathea rostrata,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Galathea rostrata,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Galathea rostrata,Katherine Silliman,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Galathea rostrata,Katherine Silliman,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Galathea rostrata,Katherine Silliman,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Galathea rostrata,Katherine Silliman,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Galathea rostrata,Katherine Silliman,ks567@msstate.edu ,,Inventory,SSE  Gulf of Mexico
GOM Species List,Stylocheiron abbreviatum,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Galathea rostrata,Katherine Silliman,ks567@msstate.edu ,,Inventory,SSE  Gulf of Mexico
GOM Species List,Agononida longipes,Katherine Silliman,ks567@msstate.edu ,,Inventory,SSW  Gulf of Mexico
GOM Species List,Agononida longipes,Katherine Silliman,ks567@msstate.edu ,,Inventory,WSW  Gulf of Mexico
GOM Species List,Agononida longipes,Katherine Silliman,ks567@msstate.edu ,,Inventory,WSW  Gulf of Mexico
GOM Species List,Agononida longipes,Katherine Silliman,ks567@msstate.edu ,,Inventory,WSW  Gulf of Mexico
GOM Species List,Agononida longipes,Katherine Silliman,ks567@msstate.edu ,,Inventory,WNW  Gulf of Mexico
GOM Species List,Agononida longipes,Katherine Silliman,ks567@msstate.edu ,,Inventory,WNW  Gulf of Mexico
GOM Species List,Agononida longipes,Katherine Silliman,ks567@msstate.edu ,,Inventory,WNW  Gulf of Mexico
GOM Species List,Agononida longipes,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNW  Gulf of Mexico
GOM Species List,Nematobrachion boopis,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Agononida longipes,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNW  Gulf of Mexico
GOM Species List,Agononida longipes,Katherine Silliman,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Agononida longipes,Katherine Silliman,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Agononida longipes,Katherine Silliman,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Agononida longipes,Katherine Silliman,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Agononida longipes,Katherine Silliman,ks567@msstate.edu ,,Inventory,SSE  Gulf of Mexico
GOM Species List,Agononida longipes,Katherine Silliman,ks567@msstate.edu ,,Inventory,SSE  Gulf of Mexico
GOM Species List,Agononida longipes,Katherine Silliman,ks567@msstate.edu ,,Inventory,SSE  Gulf of Mexico
GOM Species List,Agononida longipes,Katherine Silliman,ks567@msstate.edu ,,Inventory,SSW  Gulf of Mexico
GOM Species List,Agononida longipes,Katherine Silliman,ks567@msstate.edu ,,Inventory,SSW  Gulf of Mexico
GOM Species List,Nematobrachion boopis,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Uroptychus rugosus,Katherine Silliman,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Uroptychus spinosus,Katherine Silliman,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Uroptychus uncifer,Katherine Silliman,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Uroptychus uncifer,Katherine Silliman,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Agononida longipes,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Agononida longipes,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Agononida longipes,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Agononida longipes,Katherine Silliman,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Agononida longipes,Katherine Silliman,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Uroptychus nitidus,Katherine Silliman,ks567@msstate.edu ,,Inventory,WSW  Gulf of Mexico
GOM Species List,Uroptychus nitidus,Katherine Silliman,ks567@msstate.edu ,,Inventory,WSW  Gulf of Mexico
GOM Species List,Uroptychus nitidus,Katherine Silliman,ks567@msstate.edu ,,Inventory,WNW  Gulf of Mexico
GOM Species List,Uroptychus nitidus,Katherine Silliman,ks567@msstate.edu ,,Inventory,WNW  Gulf of Mexico
GOM Species List,Uroptychus nitidus,Katherine Silliman,ks567@msstate.edu ,,Inventory,WNW  Gulf of Mexico
GOM Species List,Uroptychus nitidus,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNW  Gulf of Mexico
GOM Species List,Uroptychus nitidus,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNW  Gulf of Mexico
GOM Species List,Uroptychus nitidus,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNW  Gulf of Mexico
GOM Species List,Uroptychus rugosus,Katherine Silliman,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Uroptychus nitidus,Katherine Silliman,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Uroptychus nitidus,Katherine Silliman,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Nematobrachion boopis,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Uroptychus nitidus,Katherine Silliman,ks567@msstate.edu ,,Inventory,SSE  Gulf of Mexico
GOM Species List,Uroptychus nitidus,Katherine Silliman,ks567@msstate.edu ,,Inventory,SSE  Gulf of Mexico
GOM Species List,Uroptychus nitidus,Katherine Silliman,ks567@msstate.edu ,,Inventory,SSE  Gulf of Mexico
GOM Species List,Uroptychus nitidus,Katherine Silliman,ks567@msstate.edu ,,Inventory,SSW  Gulf of Mexico
GOM Species List,Uroptychus nitidus,Katherine Silliman,ks567@msstate.edu ,,Inventory,SSW  Gulf of Mexico
GOM Species List,Uroptychus nitidus,Katherine Silliman,ks567@msstate.edu ,,Inventory,SSW  Gulf of Mexico
GOM Species List,Uroptychus nitidus,Katherine Silliman,ks567@msstate.edu ,,Inventory,WSW  Gulf of Mexico
GOM Species List,Uroptychus jamaicensis,Katherine Silliman,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Uroptychus jamaicensis,Katherine Silliman,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Uroptychus nitidus,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Nematobrachion boopis,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Uroptychus nitidus,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Uroptychus nitidus,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Uroptychus nitidus,Katherine Silliman,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Uroptychus nitidus,Katherine Silliman,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Uroptychus nitidus,Katherine Silliman,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Uroptychus nitidus,Katherine Silliman,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Chirostylus affinis,Katherine Silliman,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Chirostylus spinifer,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Chirostylus spinifer,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Chirostylus spinifer,Katherine Silliman,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Nematobrachion boopis,Katherine Silliman,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Chirostylus spinifer,Katherine Silliman,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Chirostylus spinifer,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNW  Gulf of Mexico
GOM Species List,Chirostylus spinifer,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNW  Gulf of Mexico
GOM Species List,Uroptychus brevis,Katherine Silliman,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Uroptychus brevis,Katherine Silliman,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Palinurellus gundlachi,Katherine Silliman,ks567@msstate.edu ,,Inventory,WSW  Gulf of Mexico
GOM Species List,Palinurellus gundlachi,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNW  Gulf of Mexico
GOM Species List,Palinurellus gundlachi,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNW  Gulf of Mexico
GOM Species List,Eumunida picta,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Eumunida picta,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Stylocheiron elongatum,Katherine Silliman,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Eumunida picta,Katherine Silliman,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Eumunida picta,Katherine Silliman,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Eumunida picta,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNW  Gulf of Mexico
GOM Species List,Eumunida picta,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNW  Gulf of Mexico
GOM Species List,Scyllarus depressus,Katherine Silliman,ks567@msstate.edu ,,Inventory,WNW  Gulf of Mexico
GOM Species List,Scyllarus depressus,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNW  Gulf of Mexico
GOM Species List,Thysanopoda obtusifrons,Katherine Silliman,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Scyllarus depressus,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNW  Gulf of Mexico
GOM Species List,Scyllarus depressus,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNW  Gulf of Mexico
GOM Species List,Palinurellus gundlachi,Katherine Silliman,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Palinurellus gundlachi,Katherine Silliman,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Palinurellus gundlachi,Katherine Silliman,ks567@msstate.edu ,,Inventory,SSE  Gulf of Mexico
GOM Species List,Palinurellus gundlachi,Katherine Silliman,ks567@msstate.edu ,,Inventory,SSE  Gulf of Mexico
GOM Species List,Palinurellus gundlachi,Katherine Silliman,ks567@msstate.edu ,,Inventory,WSW  Gulf of Mexico
GOM Species List,Scyllarus depressus,Katherine Silliman,ks567@msstate.edu ,,Inventory,SSE  Gulf of Mexico
GOM Species List,Scyllarus depressus,Katherine Silliman,ks567@msstate.edu ,,Inventory,SSW  Gulf of Mexico
GOM Species List,Scyllarus depressus,Katherine Silliman,ks567@msstate.edu ,,Inventory,SSW  Gulf of Mexico
GOM Species List,Scyllarus depressus,Katherine Silliman,ks567@msstate.edu ,,Inventory,SSW  Gulf of Mexico
GOM Species List,Scyllarus depressus,Katherine Silliman,ks567@msstate.edu ,,Inventory,WSW  Gulf of Mexico
GOM Species List,Scyllarus depressus,Katherine Silliman,ks567@msstate.edu ,,Inventory,WSW  Gulf of Mexico
GOM Species List,Scyllarus depressus,Katherine Silliman,ks567@msstate.edu ,,Inventory,WSW  Gulf of Mexico
GOM Species List,Scyllarus depressus,Katherine Silliman,ks567@msstate.edu ,,Inventory,WNW  Gulf of Mexico
GOM Species List,Scyllarus depressus,Katherine Silliman,ks567@msstate.edu ,,Inventory,WNW  Gulf of Mexico
GOM Species List,Scyllarus depressus,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Scyllarus depressus,Katherine Silliman,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Scyllarus depressus,Katherine Silliman,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Scyllarus depressus,Katherine Silliman,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Cumella clavicauda,Katherine Silliman,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Scyllarus depressus,Katherine Silliman,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Scyllarus depressus,Katherine Silliman,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Scyllarus depressus,Katherine Silliman,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Scyllarus depressus,Katherine Silliman,ks567@msstate.edu ,,Inventory,SSE  Gulf of Mexico
GOM Species List,Scyllarus depressus,Katherine Silliman,ks567@msstate.edu ,,Inventory,SSE  Gulf of Mexico
GOM Species List,Scyllarus chacei,Katherine Silliman,ks567@msstate.edu ,,Inventory,WSW  Gulf of Mexico
GOM Species List,Scyllarus chacei,Katherine Silliman,ks567@msstate.edu ,,Inventory,WNW  Gulf of Mexico
GOM Species List,Scyllarus chacei,Katherine Silliman,ks567@msstate.edu ,,Inventory,WNW  Gulf of Mexico
GOM Species List,Scyllarus chacei,Katherine Silliman,ks567@msstate.edu ,,Inventory,WNW  Gulf of Mexico
GOM Species List,Scyllarus chacei,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNW  Gulf of Mexico
GOM Species List,Cumella clavicauda,Katherine Silliman,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Scyllarus chacei,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNW  Gulf of Mexico
GOM Species List,Scyllarus chacei,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNW  Gulf of Mexico
GOM Species List,Scyllarus depressus,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Scyllarus depressus,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Scyllarus chacei,Katherine Silliman,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Scyllarus chacei,Katherine Silliman,ks567@msstate.edu ,,Inventory,SSE  Gulf of Mexico
GOM Species List,Scyllarus chacei,Katherine Silliman,ks567@msstate.edu ,,Inventory,SSE  Gulf of Mexico
GOM Species List,Scyllarus chacei,Katherine Silliman,ks567@msstate.edu ,,Inventory,SSE  Gulf of Mexico
GOM Species List,Scyllarus chacei,Katherine Silliman,ks567@msstate.edu ,,Inventory,SSW  Gulf of Mexico
GOM Species List,Scyllarus chacei,Katherine Silliman,ks567@msstate.edu ,,Inventory,SSW  Gulf of Mexico
GOM Species List,Cumella coralicola,Katherine Silliman,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Scyllarus chacei,Katherine Silliman,ks567@msstate.edu ,,Inventory,SSW  Gulf of Mexico
GOM Species List,Scyllarus chacei,Katherine Silliman,ks567@msstate.edu ,,Inventory,WSW  Gulf of Mexico
GOM Species List,Scyllarus chacei,Katherine Silliman,ks567@msstate.edu ,,Inventory,WSW  Gulf of Mexico
GOM Species List,Scyllarus americanus,Katherine Silliman,ks567@msstate.edu ,,Inventory,WSW  Gulf of Mexico
GOM Species List,Scyllarus chacei,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Scyllarus chacei,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Scyllarus chacei,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Scyllarus chacei,Katherine Silliman,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Scyllarus chacei,Katherine Silliman,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Scyllarus chacei,Katherine Silliman,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Cumella garrityi,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Scyllarus chacei,Katherine Silliman,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Scyllarus chacei,Katherine Silliman,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Scyllarus americanus,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Scyllarus americanus,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Scyllarus americanus,Katherine Silliman,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Scyllarus americanus,Katherine Silliman,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Scyllarus americanus,Katherine Silliman,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Scyllarus americanus,Katherine Silliman,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Scyllarus americanus,Katherine Silliman,ks567@msstate.edu ,,Inventory,SSW  Gulf of Mexico
GOM Species List,Scyllarus americanus,Katherine Silliman,ks567@msstate.edu ,,Inventory,SSW  Gulf of Mexico
GOM Species List,Cumella garrityi,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Scyllarus americanus,Katherine Silliman,ks567@msstate.edu ,,Inventory,WSW  Gulf of Mexico
GOM Species List,Scyllarides nodifer,Katherine Silliman,ks567@msstate.edu ,,Inventory,WSW  Gulf of Mexico
GOM Species List,Scyllarides nodifer,Katherine Silliman,ks567@msstate.edu ,,Inventory,WSW  Gulf of Mexico
GOM Species List,Scyllarides nodifer,Katherine Silliman,ks567@msstate.edu ,,Inventory,WSW  Gulf of Mexico
GOM Species List,Scyllarides nodifer,Katherine Silliman,ks567@msstate.edu ,,Inventory,WNW  Gulf of Mexico
GOM Species List,Scyllarides nodifer,Katherine Silliman,ks567@msstate.edu ,,Inventory,WNW  Gulf of Mexico
GOM Species List,Scyllarides nodifer,Katherine Silliman,ks567@msstate.edu ,,Inventory,WNW  Gulf of Mexico
GOM Species List,Scyllarides nodifer,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNW  Gulf of Mexico
GOM Species List,Scyllarides nodifer,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNW  Gulf of Mexico
GOM Species List,Scyllarides nodifer,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNW  Gulf of Mexico
GOM Species List,Cumella garrityi,Katherine Silliman,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Scyllarides nodifer,Katherine Silliman,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Scyllarides nodifer,Katherine Silliman,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Scyllarides nodifer,Katherine Silliman,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Scyllarides nodifer,Katherine Silliman,ks567@msstate.edu ,,Inventory,SSE  Gulf of Mexico
GOM Species List,Scyllarides nodifer,Katherine Silliman,ks567@msstate.edu ,,Inventory,SSE  Gulf of Mexico
GOM Species List,Scyllarides nodifer,Katherine Silliman,ks567@msstate.edu ,,Inventory,SSE  Gulf of Mexico
GOM Species List,Scyllarides nodifer,Katherine Silliman,ks567@msstate.edu ,,Inventory,SSW  Gulf of Mexico
GOM Species List,Scyllarides nodifer,Katherine Silliman,ks567@msstate.edu ,,Inventory,SSW  Gulf of Mexico
GOM Species List,Scyllarides nodifer,Katherine Silliman,ks567@msstate.edu ,,Inventory,SSW  Gulf of Mexico
GOM Species List,Scyllarides aequinoctialis,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNW  Gulf of Mexico
GOM Species List,Cumella garrityi,Katherine Silliman,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
