Scientific.Name	row_ids	AphiaID	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	namePublishedInID	scientificName	acceptedNameUsage	parentNameUsage	namePublishedIn	namePublishedInYear	kingdom	phylum	class	order	family	genus	subgenus	specificEpithet	infraspecificEpithet	taxonRank	scientificNameAuthorship	nomenclaturalCode	taxonomicStatus	nomenclaturalStatus	modified	bibliographicCitation	references	license	rightsHolder	datasetName	institutionCode	datasetID.x	identifier	title	format	datasetID.y	subject	Accepted_AphiaID	parent_AphiaID	speciesNOsubgenus	parent_NCBI	accepted_NCBI
Bajacalifornia megalops	R000091	126687	urn:lsid:marinespecies.org:taxname:126687	urn:lsid:marinespecies.org:taxname:126687	urn:lsid:marinespecies.org:taxname:126687	urn:lsid:marinespecies.org:taxname:125870	NA	Bajacalifornia megalops	Bajacalifornia megalops	Bajacalifornia	NA	NA	Animalia	Chordata	Teleostei	Alepocephaliformes	Alepocephalidae	Bajacalifornia	NA	megalops	NA	Species	(Lütken, 1898)	ICZN	accepted	NA	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Bajacalifornia megalops (Lütken, 1898). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=126687	https://www.marinespecies.org/aphia.php?p=taxdetails&id=126687	NA	NA	NA	NA	NA	NCBI:txid492034	To GenBank (11 nucleotides; 33 proteins)	NA	ncbi	NA	126687	125870	Bajacalifornia megalops	NA	NCBI:txid492034
Balistes polylepis	R000093	275234	urn:lsid:marinespecies.org:taxname:275234	urn:lsid:marinespecies.org:taxname:275234	urn:lsid:marinespecies.org:taxname:275234	urn:lsid:marinespecies.org:taxname:126228	NA	Balistes polylepis	Balistes polylepis	Balistes	Steindachner, F. (1876). Ichthyologische Beiträge (V). [Subtitles i-v.]. <em>Sitzungsberichte der Kaiserlichen Akademie der Wissenschaften. Mathematisch-Naturwissenschaftliche Classe.</em> v. 74 (1. Abth.): 49-240, Pls. 1-15. [Also as a separate, pp. 1-192, Pls. 1-15. According to 1974 reprint of Ichthyologische Beiträge the date is 1877. Date of separate may be 1876, the date we use.].	1876	Animalia	Chordata	Teleostei	Tetraodontiformes	Balistidae	Balistes	NA	polylepis	NA	Species	Steindachner, 1876	ICZN	accepted	NA	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Balistes polylepis Steindachner, 1876. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=275234	https://www.marinespecies.org/aphia.php?p=taxdetails&id=275234	NA	NA	NA	NA	NA	NCBI:txid303686	To GenBank (40 nucleotides; 44 proteins)	NA	ncbi	NA	275234	126228	Balistes polylepis	NCBI:txid94229	NCBI:txid303686
Barathronus pacificus	R000094	272755	urn:lsid:marinespecies.org:taxname:272755	urn:lsid:marinespecies.org:taxname:272755	urn:lsid:marinespecies.org:taxname:272755	urn:lsid:marinespecies.org:taxname:125843	NA	Barathronus pacificus	Barathronus pacificus	Barathronus	Nielsen, J. G.; Eagle, R. J. (1974). Descriptions of a new species of Barathronus (Pisces, Aphyonidae) and four specimens of Sciadonus sp. from the eastern Pacific. <em>Journal of the Fisheries Research Board of Canada.</em> 31 (6): 1067-1072, 2 pls.	1974	Animalia	Chordata	Teleostei	Ophidiiformes	Aphyonidae	Barathronus	NA	pacificus	NA	Species	Nielsen & Eagle, 1974	ICZN	accepted	NA	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Barathronus pacificus Nielsen & Eagle, 1974. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=272755	https://www.marinespecies.org/aphia.php?p=taxdetails&id=272755	NA	NA	NA	NA	NA	NCBI:txid2590964	To GenBank (1 nucleotides; 1 proteins)	NA	ncbi	NA	272755	125843	Barathronus pacificus	NCBI:txid1367208	NCBI:txid2590964
Barbourisia rufa	R000095	159425	urn:lsid:marinespecies.org:taxname:159425	urn:lsid:marinespecies.org:taxname:159425	urn:lsid:marinespecies.org:taxname:159425	urn:lsid:marinespecies.org:taxname:159420	NA	Barbourisia rufa	Barbourisia rufa	Barbourisia	Parr, A. E. (1945). Barbourisidae, a new family of deep sea fishes. <em>Copeia.</em> (no. 3): 127-129, Pl. 1.	1945	Animalia	Chordata	Teleostei	Beryciformes	Barbourisiidae	Barbourisia	NA	rufa	NA	Species	Parr, 1945	ICZN	accepted	NA	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Barbourisia rufa Parr, 1945. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=159425	https://www.marinespecies.org/aphia.php?p=taxdetails&id=159425	NA	NA	NA	NA	NA	NCBI:txid88660	To GenBank (29 nucleotides; 44 proteins)	NA	ncbi	NA	159425	159420	Barbourisia rufa	NCBI:txid88659	NCBI:txid88660
Bassozetus levistomatus	R000096	272790	urn:lsid:marinespecies.org:taxname:272790	urn:lsid:marinespecies.org:taxname:272790	urn:lsid:marinespecies.org:taxname:272790	urn:lsid:marinespecies.org:taxname:125856	NA	Bassozetus levistomatus	Bassozetus levistomatus	Bassozetus	Machida, Y. (1989). A new deep-sea ophidiid fish, Bassozetus levistomatus, from the Izu-Bonin Trench, Japan. <em>Japanese Journal of Ichthyology.</em> 36 (2): 187-189.	1989	Animalia	Chordata	Teleostei	Ophidiiformes	Ophidiidae	Bassozetus	NA	levistomatus	NA	Species	Machida, 1989	ICZN	accepted	NA	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Bassozetus levistomatus Machida, 1989. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=272790	https://www.marinespecies.org/aphia.php?p=taxdetails&id=272790	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	272790	125856	Bassozetus levistomatus	NCBI:txid181396	NA
Bassozetus nasus	R000097	272792	urn:lsid:marinespecies.org:taxname:272792	urn:lsid:marinespecies.org:taxname:272792	urn:lsid:marinespecies.org:taxname:272792	urn:lsid:marinespecies.org:taxname:125856	NA	Bassozetus nasus	Bassozetus nasus	Bassozetus	Garman, S. (1899). The Fishes. <em>In: Reports on an exploration off the west coasts of Mexico, Central and South America, and off the Galapagos Islands ... by the U. S. Fish Commission steamer "Albatross," during 1891 ... No. XXVI. Memoirs of the Museum of Comparative Zoology v. 24: Text: 1-431, Atlas: Pls. 1-85 + A-N.</em> 	1899	Animalia	Chordata	Teleostei	Ophidiiformes	Ophidiidae	Bassozetus	NA	nasus	NA	Species	Garman, 1899	ICZN	accepted	NA	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Bassozetus nasus Garman, 1899. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=272792	https://www.marinespecies.org/aphia.php?p=taxdetails&id=272792	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	272792	125856	Bassozetus nasus	NCBI:txid181396	NA
Bassozetus zenkevitchi	R000098	272795	urn:lsid:marinespecies.org:taxname:272795	urn:lsid:marinespecies.org:taxname:272795	urn:lsid:marinespecies.org:taxname:272795	urn:lsid:marinespecies.org:taxname:125856	NA	Bassozetus zenkevitchi	Bassozetus zenkevitchi	Bassozetus	Rass, T. S. (1955). Deepsea fishes of the Kurile-Kamchatka trench. <em>Trudy Instituta Okeanologii, Akademija Nauk S.S.S.R.</em> 12: 328-339. [In Russian.].	1955	Animalia	Chordata	Teleostei	Ophidiiformes	Ophidiidae	Bassozetus	NA	zenkevitchi	NA	Species	Rass, 1955	ICZN	accepted	NA	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Bassozetus zenkevitchi Rass, 1955. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=272795	https://www.marinespecies.org/aphia.php?p=taxdetails&id=272795	NA	NA	NA	NA	NA	NCBI:txid181397	To GenBank (4 nucleotides; 27 proteins)	NA	ncbi	NA	272795	125856	Bassozetus zenkevitchi	NCBI:txid181396	NCBI:txid181397
Bathophilus brevis	R000099	127329	urn:lsid:marinespecies.org:taxname:127329	urn:lsid:marinespecies.org:taxname:127329	urn:lsid:marinespecies.org:taxname:127329	urn:lsid:marinespecies.org:taxname:126203	NA	Bathophilus brevis	Bathophilus brevis	Bathophilus	Regan, C. T.; Trewavas E. (1930). The fishes of the families Stomiatidae and Malacosteidae. <em>Danish Dana Expedition 1920-22 in the North Atlantic and the Gulf of Panama, Oceanographical Reports.</em> v. 2 (no. 6): 1-143, Pls. 1-14.	1930	Animalia	Chordata	Teleostei	Stomiiformes	Stomiidae	Bathophilus	NA	brevis	NA	Species	Regan & Trewavas, 1930	ICZN	accepted	NA	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Bathophilus brevis Regan & Trewavas, 1930. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=127329	https://www.marinespecies.org/aphia.php?p=taxdetails&id=127329	NA	NA	NA	NA	NA	NCBI:txid1074457	To GenBank (9 nucleotides; 4 proteins)	NA	ncbi	NA	127329	126203	Bathophilus brevis	NCBI:txid319448	NCBI:txid1074457
Bathophilus filifer	R000100	275045	urn:lsid:marinespecies.org:taxname:275045	urn:lsid:marinespecies.org:taxname:275045	urn:lsid:marinespecies.org:taxname:275045	urn:lsid:marinespecies.org:taxname:126203	NA	Bathophilus filifer	Bathophilus filifer	Bathophilus	NA	NA	Animalia	Chordata	Teleostei	Stomiiformes	Stomiidae	Bathophilus	NA	filifer	NA	Species	(Garman, 1899)	ICZN	accepted	NA	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Bathophilus filifer (Garman, 1899). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=275045	https://www.marinespecies.org/aphia.php?p=taxdetails&id=275045	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	275045	126203	Bathophilus filifer	NCBI:txid319448	NA
Bathophilus flemingi	R000101	275046	urn:lsid:marinespecies.org:taxname:275046	urn:lsid:marinespecies.org:taxname:275046	urn:lsid:marinespecies.org:taxname:275046	urn:lsid:marinespecies.org:taxname:126203	NA	Bathophilus flemingi	Bathophilus flemingi	Bathophilus	Aron, W.; McCrery, P. (1958). A description of a new species of stomiatid from the North Pacific Ocean. <em>Copeia 1958.</em> (3): 180-183.	1958	Animalia	Chordata	Teleostei	Stomiiformes	Stomiidae	Bathophilus	NA	flemingi	NA	Species	Aron & McCrery, 1958	ICZN	accepted	NA	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Bathophilus flemingi Aron & McCrery, 1958. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=275046	https://www.marinespecies.org/aphia.php?p=taxdetails&id=275046	NA	NA	NA	NA	NA	NCBI:txid319449	To GenBank (5 nucleotides; 2 proteins)	NA	ncbi	NA	275046	126203	Bathophilus flemingi	NCBI:txid319448	NCBI:txid319449
Bathyagonus alascanus	R000102	254503	urn:lsid:marinespecies.org:taxname:254503	urn:lsid:marinespecies.org:taxname:254503	urn:lsid:marinespecies.org:taxname:254503	urn:lsid:marinespecies.org:taxname:254303	NA	Bathyagonus alascanus	Bathyagonus alascanus	Bathyagonus	NA	NA	Animalia	Chordata	Teleostei	Perciformes	Agonidae	Bathyagonus	NA	alascanus	NA	Species	(Gilbert, 1896)	ICZN	accepted	NA	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Bathyagonus alascanus (Gilbert, 1896). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=254503	https://www.marinespecies.org/aphia.php?p=taxdetails&id=254503	NA	NA	NA	NA	NA	NCBI:txid433408	To GenBank (14 nucleotides; 11 proteins)	NA	ncbi	NA	254503	254303	Bathyagonus alascanus	NCBI:txid433406	NCBI:txid433408
Bathyagonus infraspinatus	R000103	254504	urn:lsid:marinespecies.org:taxname:254504	urn:lsid:marinespecies.org:taxname:254504	urn:lsid:marinespecies.org:taxname:254504	urn:lsid:marinespecies.org:taxname:254303	NA	Bathyagonus infraspinatus	Bathyagonus infraspinatus	Bathyagonus	NA	NA	Animalia	Chordata	Teleostei	Perciformes	Agonidae	Bathyagonus	NA	infraspinatus	NA	Species	(Gilbert, 1904)	ICZN	accepted	NA	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Bathyagonus infraspinatus (Gilbert, 1904). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=254504	https://www.marinespecies.org/aphia.php?p=taxdetails&id=254504	NA	NA	NA	NA	NA	NCBI:txid557335	To GenBank (12 nucleotides; 22 proteins)	NA	ncbi	NA	254504	254303	Bathyagonus infraspinatus	NCBI:txid433406	NCBI:txid557335
Bathyagonus nigripinnis	R000104	254505	urn:lsid:marinespecies.org:taxname:254505	urn:lsid:marinespecies.org:taxname:254505	urn:lsid:marinespecies.org:taxname:254505	urn:lsid:marinespecies.org:taxname:254303	NA	Bathyagonus nigripinnis	Bathyagonus nigripinnis	Bathyagonus	Gilbert, C. H. (1890). A preliminary report on the fishes collected by the steamer Albatross on the Pacific coast of North America during the year 1889, with descriptions of twelve new genera and ninety-two new species. <em>Proceedings of the United States National Museum.</em> v. 13 (no. 797): 49-126.	1890	Animalia	Chordata	Teleostei	Perciformes	Agonidae	Bathyagonus	NA	nigripinnis	NA	Species	Gilbert, 1890	ICZN	accepted	NA	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Bathyagonus nigripinnis Gilbert, 1890. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=254505	https://www.marinespecies.org/aphia.php?p=taxdetails&id=254505	NA	NA	NA	NA	NA	NCBI:txid433409	To GenBank (22 nucleotides; 15 proteins)	NA	ncbi	NA	254505	254303	Bathyagonus nigripinnis	NCBI:txid433406	NCBI:txid433409
Bathyagonus pentacanthus	R000105	254506	urn:lsid:marinespecies.org:taxname:254506	urn:lsid:marinespecies.org:taxname:254506	urn:lsid:marinespecies.org:taxname:254506	urn:lsid:marinespecies.org:taxname:254303	NA	Bathyagonus pentacanthus	Bathyagonus pentacanthus	Bathyagonus	NA	NA	Animalia	Chordata	Teleostei	Perciformes	Agonidae	Bathyagonus	NA	pentacanthus	NA	Species	(Gilbert, 1890)	ICZN	accepted	NA	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Bathyagonus pentacanthus (Gilbert, 1890). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=254506	https://www.marinespecies.org/aphia.php?p=taxdetails&id=254506	NA	NA	NA	NA	NA	NCBI:txid433407	To GenBank (30 nucleotides; 21 proteins)	NA	ncbi	NA	254506	254303	Bathyagonus pentacanthus	NCBI:txid433406	NCBI:txid433407
Bathygobius ramosus	R000106	277636	urn:lsid:marinespecies.org:taxname:277636	urn:lsid:marinespecies.org:taxname:277636	urn:lsid:marinespecies.org:taxname:277636	urn:lsid:marinespecies.org:taxname:204736	NA	Bathygobius ramosus	Bathygobius ramosus	Bathygobius	Ginsburg, I. (1947). American species and subspecies of Bathygobius, with a demonstration of a suggested modified system of nomenclature. <em>Journal of the Washington Academy of Sciences.</em> 37 (8): 275-284.	1947	Animalia	Chordata	Teleostei	Gobiiformes	Gobiidae	Bathygobius	NA	ramosus	NA	Species	Ginsburg, 1947	ICZN	accepted	NA	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Bathygobius ramosus Ginsburg, 1947. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=277636	https://www.marinespecies.org/aphia.php?p=taxdetails&id=277636	NA	NA	NA	NA	NA	NCBI:txid863441	To GenBank (4 nucleotides; 4 proteins)	NA	ncbi	NA	277636	204736	Bathygobius ramosus	NCBI:txid163631	NCBI:txid863441
Bathylaco nigricans	R000107	126688	urn:lsid:marinespecies.org:taxname:126688	urn:lsid:marinespecies.org:taxname:126688	urn:lsid:marinespecies.org:taxname:126688	urn:lsid:marinespecies.org:taxname:125871	NA	Bathylaco nigricans	Bathylaco nigricans	Bathylaco	Goode, G.B.; Bean, T.H. (1896). Oceanic Ichthyology, a treatise on the deep-sea and pelagic fishes of the world, based chiefly upon the collections made by the steamers Blake, Albatross, and Fish Hawk in the northwestern Atlantic, with an atlas containing 417 figures. <em>Spec. Bull. U. S. Nat. Mus.</em> Text: 2: i-xxxv + 1-26 + 1-553. Atlas: i-xxiii, 1-26. Pls. 123.	1896	Animalia	Chordata	Teleostei	Alepocephaliformes	Alepocephalidae	Bathylaco	NA	nigricans	NA	Species	Goode & Bean, 1896	ICZN	accepted	NA	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Bathylaco nigricans Goode & Bean, 1896. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=126688	https://www.marinespecies.org/aphia.php?p=taxdetails&id=126688	NA	NA	NA	NA	NA	NCBI:txid466962	To GenBank (9 nucleotides; 20 proteins)	NA	ncbi	NA	126688	125871	Bathylaco nigricans	NCBI:txid466961	NCBI:txid466962
Bathylagoides nigrigenys	R000108	712443	urn:lsid:marinespecies.org:taxname:712443	urn:lsid:marinespecies.org:taxname:712443	urn:lsid:marinespecies.org:taxname:712443	urn:lsid:marinespecies.org:taxname:268508	NA	Bathylagoides nigrigenys	Bathylagoides nigrigenys	Bathylagoides	NA	NA	Animalia	Chordata	Teleostei	Argentiniformes	Bathylagidae	Bathylagoides	NA	nigrigenys	NA	Species	(Parr, 1931)	ICZN	accepted	NA	2012-12-21	Froese, R. and D. Pauly. Editors. (2024). FishBase. Bathylagoides nigrigenys (Parr, 1931). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=712443	https://www.marinespecies.org/aphia.php?p=taxdetails&id=712443	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	712443	268508	Bathylagoides nigrigenys	NCBI:txid182446	NA
Bathylagoides wesethi	R000109	712444	urn:lsid:marinespecies.org:taxname:712444	urn:lsid:marinespecies.org:taxname:712444	urn:lsid:marinespecies.org:taxname:712444	urn:lsid:marinespecies.org:taxname:268508	NA	Bathylagoides wesethi	Bathylagoides wesethi	Bathylagoides	NA	NA	Animalia	Chordata	Teleostei	Argentiniformes	Bathylagidae	Bathylagoides	NA	wesethi	NA	Species	(Bolin, 1938)	ICZN	accepted	NA	2012-12-21	Froese, R. and D. Pauly. Editors. (2024). FishBase. Bathylagoides wesethi (Bolin, 1938). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=712444	https://www.marinespecies.org/aphia.php?p=taxdetails&id=712444	NA	NA	NA	NA	NA	NCBI:txid875769	To GenBank (6 nucleotides; 4 proteins)	NA	ncbi	NA	712444	268508	Bathylagoides wesethi	NCBI:txid182446	NCBI:txid875769
Bathylagus pacificus	R000110	272919	urn:lsid:marinespecies.org:taxname:272919	urn:lsid:marinespecies.org:taxname:272919	urn:lsid:marinespecies.org:taxname:272919	urn:lsid:marinespecies.org:taxname:125888	NA	Bathylagus pacificus	Bathylagus pacificus	Bathylagus	Gilbert, C. H. (1890). A preliminary report on the fishes collected by the steamer Albatross on the Pacific coast of North America during the year 1889, with descriptions of twelve new genera and ninety-two new species. <em>Proceedings of the United States National Museum.</em> v. 13 (no. 797): 49-126.	1890	Animalia	Chordata	Teleostei	Argentiniformes	Bathylagidae	Bathylagus	NA	pacificus	NA	Species	Gilbert, 1890	ICZN	accepted	NA	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Bathylagus pacificus Gilbert, 1890. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=272919	https://www.marinespecies.org/aphia.php?p=taxdetails&id=272919	NA	NA	NA	NA	NA	NCBI:txid557336	To GenBank (8 nucleotides; 5 proteins)	NA	ncbi	NA	272919	125888	Bathylagus pacificus	NCBI:txid170192	NCBI:txid557336
Bathylychnops exilis	R000111	126730	urn:lsid:marinespecies.org:taxname:126730	urn:lsid:marinespecies.org:taxname:126730	urn:lsid:marinespecies.org:taxname:126730	urn:lsid:marinespecies.org:taxname:125894	NA	Bathylychnops exilis	Bathylychnops exilis	Bathylychnops	Cohen, D. M. (1958). Bathylychnops exilis, a new genus and species of argentinoid fish from the North Pacific. <em>Stanford Ichthyological Bulletin.</em> 7 (3): 47-52.	1958	Animalia	Chordata	Teleostei	Argentiniformes	Opisthoproctidae	Bathylychnops	NA	exilis	NA	Species	Cohen, 1958	ICZN	accepted	NA	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Bathylychnops exilis Cohen, 1958. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=126730	https://www.marinespecies.org/aphia.php?p=taxdetails&id=126730	NA	NA	NA	NA	NA	NCBI:txid473350	To GenBank (5 nucleotides; 27 proteins)	NA	ncbi	NA	126730	125894	Bathylychnops exilis	NCBI:txid473349	NCBI:txid473350
Bathymaster caeruleofasciatus	R000112	279415	urn:lsid:marinespecies.org:taxname:279415	urn:lsid:marinespecies.org:taxname:279415	urn:lsid:marinespecies.org:taxname:279415	urn:lsid:marinespecies.org:taxname:254304	NA	Bathymaster caeruleofasciatus	Bathymaster caeruleofasciatus	Bathymaster	Gilbert, C. H.; Burke, C. V. (1912). Fishes from Bering Sea and Kamchatka. <em>Bulletin of the Bureau of Fisheries.</em> v. 30 (Doc. 754) (for 1910): 31-96.	1912	Animalia	Chordata	Teleostei	Perciformes	Bathymasteridae	Bathymaster	NA	caeruleofasciatus	NA	Species	Gilbert & Burke, 1912	ICZN	accepted	NA	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Bathymaster caeruleofasciatus Gilbert & Burke, 1912. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=279415	https://www.marinespecies.org/aphia.php?p=taxdetails&id=279415	NA	NA	NA	NA	NA	NCBI:txid1188226	To GenBank (14 nucleotides; 12 proteins)	NA	ncbi	NA	279415	254304	Bathymaster caeruleofasciatus	NCBI:txid274807	NCBI:txid1188226
