EU552681.1	NA;Chordata;Actinopteri;Clupeiformes;Clupeidae;Clupea;Clupea pallasii
KC136521.1	NA;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Kyphosus;Kyphosus vaigiensis
KC136519.1	NA;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Kyphosus;Kyphosus vaigiensis
KC136516.1	NA;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Kyphosus;Kyphosus vaigiensis
KC136512.1	NA;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Kyphosus;Kyphosus bigibbus
KC136511.1	NA;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Kyphosus;Kyphosus pacificus
KC136506.1	NA;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Kyphosus;Kyphosus pacificus
KC136505.1	NA;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Kyphosus;Kyphosus vaigiensis
KC136500.1	NA;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Kyphosus;Kyphosus hawaiiensis
KC136499.1	NA;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Kyphosus;Kyphosus incisor
KC136492.1	NA;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Kyphosus;Kyphosus pacificus
KC136491.1	NA;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Kyphosus;Kyphosus cinerascens
KC136489.1	NA;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Kyphosus;Kyphosus sydneyanus
KC136487.1	NA;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Kyphosus;Kyphosus pacificus
KC136483.1	NA;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Microcanthus;Microcanthus strigatus
KC136481.1	NA;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Kyphosus;Kyphosus sectatrix
KC136479.1	NA;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Kyphosus;Kyphosus pacificus
KC136478.1	NA;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Kyphosus;Kyphosus incisor
KC136474.1	NA;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Kyphosus;Kyphosus vaigiensis
KC136473.1	NA;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Kyphosus;Kyphosus pacificus
KC136468.1	NA;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Kyphosus;Kyphosus pacificus
KC136461.1	NA;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Kyphosus;Kyphosus cinerascens
KC136456.1	NA;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Kyphosus;Kyphosus vaigiensis
KC136454.1	NA;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Kyphosus;Kyphosus pacificus
KC136452.1	NA;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Kyphosus;Kyphosus incisor
KC136448.1	NA;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Kyphosus;Kyphosus sectatrix
KC136446.1	NA;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Kyphosus;Kyphosus pacificus
KC136445.1	NA;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Kyphosus;Kyphosus pacificus
KC136444.1	NA;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Kyphosus;Kyphosus hawaiiensis
KC136442.1	NA;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Kyphosus;Kyphosus pacificus
KC136438.1	NA;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Kyphosus;Kyphosus pacificus
KC136437.1	NA;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Kyphosus;Kyphosus pacificus
KC136436.1	NA;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Kyphosus;Kyphosus sectatrix
KC136433.1	NA;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Kyphosus;Kyphosus pacificus
KC136428.1	NA;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Kyphosus;Kyphosus vaigiensis
KC136423.1	NA;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Kyphosus;Kyphosus analogus
KC136422.1	NA;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Kyphosus;Kyphosus incisor
KC136421.1	NA;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Kyphosus;Kyphosus pacificus
KC136418.1	NA;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Kyphosus;Kyphosus incisor
KC136416.1	NA;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Kyphosus;Kyphosus pacificus
KC136414.1	NA;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Kyphosus;Kyphosus pacificus
KC136413.1	NA;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Kyphosus;Kyphosus bigibbus
KC136411.1	NA;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Kyphosus;Kyphosus pacificus
KC136409.1	NA;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Kyphosus;Kyphosus analogus
KC136407.1	NA;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Kyphosus;Kyphosus pacificus
KC136404.1	NA;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Kyphosus;Kyphosus vaigiensis
KC136402.1	NA;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Kyphosus;Kyphosus vaigiensis
KC136400.1	NA;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Kyphosus;Kyphosus elegans
KC136399.1	NA;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Kyphosus;Kyphosus sectatrix
KC136398.1	NA;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Kyphosus;Kyphosus vaigiensis
KC136393.1	NA;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Kyphosus;Kyphosus pacificus
KC136391.1	NA;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Kyphosus;Kyphosus incisor
KC136385.1	NA;Chordata;Actinopteri;Centrarchiformes;Kuhliidae;Kuhlia;Kuhlia mugil
KC136384.1	NA;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Kyphosus;Kyphosus analogus
KC136383.1	NA;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Kyphosus;Kyphosus pacificus
KC136382.1	NA;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Kyphosus;Kyphosus incisor
KC136377.1	NA;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Kyphosus;Kyphosus vaigiensis
KC136376.1	NA;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Kyphosus;Kyphosus elegans
KC136375.1	NA;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Kyphosus;Kyphosus vaigiensis
KC136374.1	NA;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Kyphosus;Kyphosus pacificus
KC136373.1	NA;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Kyphosus;Kyphosus pacificus
KC136372.1	NA;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Kyphosus;Kyphosus sectatrix
KC136369.1	NA;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Kyphosus;Kyphosus pacificus
KC136368.1	NA;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Kyphosus;Kyphosus hawaiiensis
KC136366.1	NA;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Kyphosus;Kyphosus pacificus
KC136364.1	NA;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Kyphosus;Kyphosus bigibbus
KC136363.1	NA;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Kyphosus;Kyphosus pacificus
KC136362.1	NA;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Kyphosus;Kyphosus vaigiensis
KM386619.1	NA;Chordata;Actinopteri;Perciformes;Serranidae;Epinephelus;Epinephelus lanceolatus
NC_025517.1	NA;Chordata;Actinopteri;Lutjaniformes;Haemulidae;Plectorhinchus;Plectorhinchus lineatus
NC_025307.1	NA;Chordata;Actinopteri;NA;Sciaenidae;Nibea;Nibea coibor
MW742317.1	NA;Chordata;Actinopteri;Perciformes;Serranidae;Epinephelus;Epinephelus moara x Epinephelus lanceolatus
LC685941.1	NA;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Microcanthus;Microcanthus strigatus
KM086728.1	NA;Chordata;Actinopteri;Perciformes;Serranidae;Epinephelus;Epinephelus bruneus
NC_024847.1	NA;Chordata;Actinopteri;Centrarchiformes;Percichthyidae;Bostockia;Bostockia porosa
NC_024846.1	NA;Chordata;Actinopteri;Centrarchiformes;Percichthyidae;Percilia;Percilia irwini
LC672481.1	NA;Chordata;Actinopteri;Perciformes;Anarhichadidae;Anarhichas;Anarhichas orientalis
LC672474.1	NA;Chordata;Actinopteri;Perciformes;Neosebastidae;Neosebastes;Neosebastes entaxis
LC672473.1	NA;Chordata;Actinopteri;Perciformes;Neosebastidae;Neosebastes;Neosebastes entaxis
NC_060630.1	NA;Chordata;Actinopteri;Perciformes;Stichaeidae;Anisarchus;Anisarchus medius
KM057967.1	NA;Chordata;Actinopteri;Perciformes;Jordaniidae;Jordania;Jordania zonope
KM057945.1	NA;Chordata;Actinopteri;Perciformes;Cottidae;Asprocottus;Asprocottus pulcher
KM057940.1	NA;Chordata;Actinopteri;Perciformes;Agonidae;Agonopsis;Agonopsis vulsa
KJ451389.1	NA;Chordata;Actinopteri;Perciformes;Serranidae;Epinephelus;Epinephelus lanceolatus
LC650570.1	NA;Chordata;Actinopteri;Perciformes;Stichaeidae;Dictyosoma;Dictyosoma burgeri
LC649134.1	NA;Chordata;Actinopteri;Perciformes;Serranidae;Pogonoperca;Pogonoperca punctata
KC593373.1	NA;Chordata;Actinopteri;Perciformes;Serranidae;Epinephelus;Epinephelus epistictus
MW856840.1	NA;Chordata;Actinopteri;Perciformes;Cottidae;Cottus;Cottus bairdii
MW894645.1	NA;Chordata;Actinopteri;Perciformes;Cottidae;Cottus;Cottus koreanus
NC_021462.1	NA;Chordata;Actinopteri;Perciformes;Serranidae;Epinephelus;Epinephelus epistictus
KC136560.1	NA;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Kyphosus;Kyphosus sydneyanus
KC136556.1	NA;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Kyphosus;Kyphosus gladius
KC136545.1	NA;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Kyphosus;Kyphosus bigibbus
KC136542.1	NA;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Kyphosus;Kyphosus bigibbus
KC136539.1	NA;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Kyphosus;Kyphosus bigibbus
KC136537.1	NA;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Kyphosus;Kyphosus sydneyanus
KC136532.1	NA;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Kyphosus;Kyphosus gladius
KC136527.1	NA;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Kyphosus;Kyphosus bigibbus
KC136523.1	NA;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Kyphosus;Kyphosus bigibbus
KC136522.1	NA;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Kyphosus;Kyphosus sydneyanus
KC136520.1	NA;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Kyphosus;Kyphosus bigibbus
KC136514.1	NA;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Kyphosus;Kyphosus sydneyanus
KC136509.1	NA;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Kyphosus;Kyphosus sydneyanus
KC136508.1	NA;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Kyphosus;Kyphosus bigibbus
KC136504.1	NA;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Kyphosus;Kyphosus bigibbus
KC136503.1	NA;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Kyphosus;Kyphosus bigibbus
KC136502.1	NA;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Kyphosus;Kyphosus sydneyanus
KC136497.1	NA;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Kyphosus;Kyphosus sydneyanus
KC136496.1	NA;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Kyphosus;Kyphosus bigibbus
KC136493.1	NA;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Kyphosus;Kyphosus bigibbus
KC136490.1	NA;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Kyphosus;Kyphosus gladius
KC136488.1	NA;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Kyphosus;Kyphosus bigibbus
KC136484.1	NA;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Kyphosus;Kyphosus gladius
KC136480.1	NA;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Kyphosus;Kyphosus bigibbus
KC136470.1	NA;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Kyphosus;Kyphosus bigibbus
KC136464.1	NA;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Kyphosus;Kyphosus bigibbus
KC136463.1	NA;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Kyphosus;Kyphosus bigibbus
KC136460.1	NA;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Kyphosus;Kyphosus gladius
KC136455.1	NA;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Kyphosus;Kyphosus sydneyanus
KC136453.1	NA;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Kyphosus;Kyphosus sydneyanus
KC136450.1	NA;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Kyphosus;Kyphosus bigibbus
KC136447.1	NA;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Kyphosus;Kyphosus sydneyanus
KC136441.1	NA;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Kyphosus;Kyphosus bigibbus
KC136439.1	NA;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Kyphosus;Kyphosus sydneyanus
KC136435.1	NA;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Kyphosus;Kyphosus bigibbus
KC136430.1	NA;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Kyphosus;Kyphosus sydneyanus
KC136427.1	NA;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Kyphosus;Kyphosus bigibbus
KC136426.1	NA;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Kyphosus;Kyphosus sydneyanus
KC136417.1	NA;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Kyphosus;Kyphosus sydneyanus
KC136415.1	NA;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Kyphosus;Kyphosus sydneyanus
KC136412.1	NA;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Kyphosus;Kyphosus gladius
KC136406.1	NA;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Kyphosus;Kyphosus bigibbus
KC136405.1	NA;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Kyphosus;Kyphosus sydneyanus
KC136403.1	NA;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Kyphosus;Kyphosus sydneyanus
KC136394.1	NA;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Kyphosus;Kyphosus bigibbus
KC136390.1	NA;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Kyphosus;Kyphosus sydneyanus
KC136387.1	NA;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Kyphosus;Kyphosus sydneyanus
KC136386.1	NA;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Kyphosus;Kyphosus bigibbus
KC136381.1	NA;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Kyphosus;Kyphosus sydneyanus
KC136380.1	NA;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Kyphosus;Kyphosus bigibbus
KC136379.1	NA;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Kyphosus;Kyphosus gladius
KC136378.1	NA;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Kyphosus;Kyphosus bigibbus
KC136365.1	NA;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Kyphosus;Kyphosus bigibbus
KC136361.1	NA;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Kyphosus;Kyphosus sydneyanus
LC421716.2	NA;Chordata;Actinopteri;Perciformes;Stichaeidae;Dictyosoma;Dictyosoma burgeri
LC278060.2	NA;Chordata;Actinopteri;Perciformes;Stichaeidae;Dictyosoma;Dictyosoma burgeri
MT909822.1	NA;Chordata;Actinopteri;Perciformes;Cottidae;Microcottus;Microcottus sellaris
NC_020046.1	NA;Chordata;Actinopteri;Perciformes;Serranidae;Epinephelus;Epinephelus fuscoguttatus
NC_018815.1	NA;Chordata;Actinopteri;Cichliformes;Cichlidae;Tropheus;Tropheus moorii
MW399062.1	NA;Chordata;Actinopteri;NA;Ambassidae;Parambassis;Parambassis dayi
NC_016987.1	NA;Chordata;Actinopteri;NA;Sciaenidae;Chrysochir;Chrysochir aurea
NC_017891.1	NA;Chordata;Actinopteri;Perciformes;Serranidae;Epinephelus;Epinephelus moara
JQ518289.1	NA;Chordata;Actinopteri;Perciformes;Serranidae;Epinephelus;Epinephelus bruneus
LC589582.1	NA;Chordata;Actinopteri;Centrarchiformes;Kuhliidae;Kuhlia;Kuhlia mugil
LC589572.1	NA;Chordata;Actinopteri;Centrarchiformes;Kuhliidae;Kuhlia;Kuhlia mugil
HQ616661.1	NA;Chordata;Actinopteri;Perciformes;Serranidae;Epinephelus;Epinephelus lanceolatus
HQ660062.1	NA;Chordata;Actinopteri;Perciformes;Serranidae;Epinephelus;Epinephelus lanceolatus
AB578864.1	NA;Chordata;Actinopteri;Beloniformes;Adrianichthyidae;Oryzias;Oryzias javanicus
NC_013820.1	NA;Chordata;Actinopteri;Perciformes;Serranidae;Epinephelus;Epinephelus bruneus
NC_013182.1	NA;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Microcanthus;Microcanthus strigatus
NC_013142.1	NA;Chordata;Actinopteri;Centrarchiformes;Kuhliidae;Kuhlia;Kuhlia mugil
NC_013138.1	NA;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Kyphosus;Kyphosus cinerascens
EU108807.1	NA;Chordata;Actinopteri;Tetraodontiformes;Balistidae;Rhinecanthus;Rhinecanthus rectangulus
EU108806.1	NA;Chordata;Actinopteri;Tetraodontiformes;Balistidae;Rhinecanthus;Rhinecanthus lunula
EU108803.1	NA;Chordata;Actinopteri;Tetraodontiformes;Balistidae;Melichthys;Melichthys vidua
NC_011937.1	NA;Chordata;Actinopteri;Tetraodontiformes;Balistidae;Melichthys;Melichthys vidua
NC_011715.1	NA;Chordata;Actinopteri;Perciformes;Serranidae;Epinephelus;Epinephelus lanceolatus
NC_011178.1	NA;Chordata;Actinopteri;Atheriniformes;Isonidae;Iso;Iso hawaiiensis
EF616895.1	NA;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Kyphosus;Kyphosus vaigiensis
EF616892.1	NA;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Microcanthus;Microcanthus strigatus
AY949431.1	NA;Chordata;Actinopteri;Perciformes;Serranidae;Epinephelus;Epinephelus polyphekadion
AY949399.1	NA;Chordata;Actinopteri;Perciformes;Serranidae;Epinephelus;Epinephelus bruneus
AY949397.1	NA;Chordata;Actinopteri;Perciformes;Serranidae;Hyporthodus;Hyporthodus cifuentesi
AY949390.1	NA;Chordata;Actinopteri;Perciformes;Serranidae;Epinephelus;Epinephelus malabaricus
AY949353.1	NA;Chordata;Actinopteri;Perciformes;Serranidae;Pogonoperca;Pogonoperca punctata
AY949344.1	NA;Chordata;Actinopteri;Perciformes;Serranidae;Epinephelus;Epinephelus ongus
NC_009063.1	NA;Chordata;Actinopteri;Cichliformes;Cichlidae;Tropheus;Tropheus duboisi
NC_009058.1	NA;Chordata;Actinopteri;Cichliformes;Cichlidae;Astronotus;Astronotus ocellatus
AY372789.1	NA;Chordata;Actinopteri;Perciformes;Percidae;Etheostoma;Etheostoma smithi
AY264100.1	NA;Chordata;Actinopteri;Siluriformes;Doradidae;Hemidoras;Hemidoras stuebelii
AY264092.1	NA;Chordata;Actinopteri;Siluriformes;Doradidae;Nemadoras;Nemadoras hemipeltis
AY264091.1	NA;Chordata;Actinopteri;Siluriformes;Doradidae;Tenellus;Tenellus trimaculatus
AB188190.1	NA;Chordata;Actinopteri;Perciformes;Cottidae;Cottus;Cottus cognatus
AY279626.1	NA;Chordata;Actinopteri;Labriformes;Labridae;Novaculoides;Novaculoides macrolepidotus
AY279561.1	NA;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Kyphosus;Kyphosus vaigiensis
AY279560.1	NA;Chordata;Actinopteri;Perciformes;Serranidae;Epinephelus;Epinephelus polyphekadion
AF150007.1	NA;Chordata;Actinopteri;Tetraodontiformes;Balistidae;Melichthys;Melichthys niger
AY700247.1	NA;Chordata;Actinopteri;Tetraodontiformes;Balistidae;Rhinecanthus;Rhinecanthus aculeatus
AY700245.1	NA;Chordata;Actinopteri;Tetraodontiformes;Balistidae;Rhinecanthus;Rhinecanthus assasi
AY700243.1	NA;Chordata;Actinopteri;Tetraodontiformes;Balistidae;Melichthys;Melichthys niger
U90406.1	NA;Chordata;Actinopteri;Perciformes;Stichaeidae;Plectobranchus;Plectobranchus evides
U90405.1	NA;Chordata;Actinopteri;Perciformes;Stichaeidae;Dictyosoma;Dictyosoma burgeri
NC_049128.1	NA;Chordata;Actinopteri;Beloniformes;Adrianichthyidae;Oryzias;Oryzias celebensis
MH923344.1	NA;Chordata;Actinopteri;Cichliformes;Cichlidae;Etroplus;Etroplus suratensis
MH923341.1	NA;Chordata;Actinopteri;Cichliformes;Cichlidae;Etroplus;Etroplus suratensis
LC856679.1	NA;Chordata;Actinopteri;Tetraodontiformes;Monacanthidae;Aluterus;Aluterus monoceros
OZ209242.1	NA;Chordata;Actinopteri;Beryciformes;Melamphaidae;Poromitra;Poromitra crassiceps
MH918123.1	NA;Chordata;Actinopteri;Esociformes;Esocidae;Esox;Esox lucius
PP737535.1	NA;Chordata;Actinopteri;Siluriformes;Callichthyidae;Dianema;Dianema longibarbis
AP018348.1	NA;Chordata;Actinopteri;Gobiiformes;Trichonotidae;Trichonotus;Trichonotus filamentosus
KY767672.1	NA;Chordata;Actinopteri;Siluriformes;Clariidae;Clarias;Clarias batrachus
NC_036070.1	NA;Chordata;Actinopteri;Gobiiformes;Gobiidae;Mugilogobius;Mugilogobius myxodermus
PP790961.1	NA;Chordata;Actinopteri;Siluriformes;Callichthyidae;Dianema;Dianema urostriatum
KY815307.1	NA;Chordata;Actinopteri;Labriformes;Labridae;Iniistius;Iniistius pentadactylus
KY815306.1	NA;Chordata;Actinopteri;Labriformes;Labridae;Iniistius;Iniistius pavo
LC790103.1	NA;Chordata;Actinopteri;Beryciformes;Melamphaidae;Poromitra;Poromitra cristiceps
OR575621.1	NA;Chordata;Actinopteri;Beryciformes;Melamphaidae;Scopeloberyx;Scopeloberyx opisthopterus
OP035102.1	NA;Chordata;Actinopteri;Labriformes;Labridae;Iniistius;Iniistius pavo
NC_083000.1	NA;Chordata;Actinopteri;Lophiiformes;Ogcocephalidae;Ogcocephalus;Ogcocephalus parvus
OR482491.1	NA;Chordata;Actinopteri;Tetraodontiformes;Monacanthidae;Aluterus;Aluterus monoceros
NC_027268.1	NA;Chordata;Actinopteri;Tetraodontiformes;Monacanthidae;Aluterus;Aluterus monoceros
ON889498.1	NA;Chordata;Actinopteri;Ophidiiformes;Ophidiidae;Brotula;Brotula multibarbata
LC654213.1	NA;Chordata;Actinopteri;Labriformes;Labridae;Iniistius;Iniistius celebicus
HM114380.1	NA;Chordata;Actinopteri;Siluriformes;Callichthyidae;Dianema;Dianema urostriatum
NC_016721.1	NA;Chordata;Actinopteri;Clupeiformes;Clupeidae;Clupeichthys;Clupeichthys goniognathus
AB498070.1	NA;Chordata;Actinopteri;Beloniformes;Adrianichthyidae;Oryzias;Oryzias celebensis
FJ445403.1	NA;Chordata;Actinopteri;Cyprinodontiformes;Fundulidae;Fundulus;Fundulus heteroclitus
AY372773.1	NA;Chordata;Actinopteri;Perciformes;Percidae;Etheostoma;Etheostoma caeruleum
AY264130.1	NA;Chordata;Actinopteri;Siluriformes;Callichthyidae;Dianema;Dianema longibarbis
NC_006919.1	NA;Chordata;Actinopteri;Clupeiformes;Clupeidae;Sundasalanx;Sundasalanx mekongensis
AF257248.1	NA;Chordata;Actinopteri;Beloniformes;Adrianichthyidae;Oryzias;Oryzias latipes
KT600949.1	NA;Chordata;Actinopteri;Tetraodontiformes;Monacanthidae;Cantherhines;Cantherhines pullus
KT600946.1	NA;Chordata;Actinopteri;Tetraodontiformes;Monacanthidae;Cantherhines;Cantherhines fronticinctus
KT600937.1	NA;Chordata;Actinopteri;Tetraodontiformes;Balistidae;Balistapus;Balistapus undulatus
KT600933.1	NA;Chordata;Actinopteri;Tetraodontiformes;Monacanthidae;Aluterus;Aluterus scriptus
KR478100.1	NA;Chordata;Actinopteri;Siluriformes;Loricariidae;Pseudoloricaria;Pseudoloricaria laeviuscula
KR478099.1	NA;Chordata;Actinopteri;Siluriformes;Loricariidae;Pseudoloricaria;Pseudoloricaria laeviuscula
ON889109.1	NA;Chordata;Actinopteri;Tetraodontiformes;Monacanthidae;Cantherhines;Cantherhines pardalis
JF273447.1	NA;Chordata;Actinopteri;Syngnathiformes;Syngnathidae;Hippichthys;Hippichthys penicillus
MT363637.1	NA;Chordata;Actinopteri;Perciformes;Hexagrammidae;Hexagrammos;Hexagrammos agrammus
MT025499.1	NA;Chordata;Actinopteri;Lutjaniformes;Haemulidae;Plectorhinchus;Plectorhinchus gaterinus
MF572017.1	NA;Chordata;Actinopteri;NA;Sillaginidae;Sillago;Sillago flindersi
MF572012.1	NA;Chordata;Actinopteri;NA;Sillaginidae;Sillago;Sillago aeolus
AP006794.1	NA;Chordata;Actinopteri;Perciformes;Serranidae;Grammistes;Grammistes sexlineatus
AP006786.1	NA;Chordata;Actinopteri;Perciformes;Hexagrammidae;Hexagrammos;Hexagrammos otakii
MN844095.1	NA;Chordata;Actinopteri;Perciformes;Zoarcidae;Zoarces;Zoarces viviparus
NC_044717.1	NA;Chordata;Actinopteri;NA;Sciaenidae;Pseudotolithus;Pseudotolithus elongatus
NC_042416.1	NA;Chordata;Actinopteri;Perciformes;Serranidae;Epinephelus;Epinephelus fuscoguttatus x Epinephelus tukula
LC782346.1	NA;Chordata;Actinopteri;Centrarchiformes;Centrarchidae;Lepomis;Lepomis megalotis
PP492973.1	NA;Chordata;Actinopteri;NA;Siganidae;Siganus;Siganus fuscescens
PP492972.1	NA;Chordata;Actinopteri;NA;Siganidae;Siganus;Siganus fuscescens
PP492927.1	NA;Chordata;Actinopteri;NA;Siganidae;Siganus;Siganus guttatus
