Project Request,Scientific name,Point of Contact for Submission,Email,Common Name,Survey Type,species_code
NMFS AFSC GAP Survey,Velella velella,Emily Markowtiz,emily.markowitz@noaa.gov,by-the-wind sailor,Encountered,40060
NMFS AFSC GAP Survey,Neoturris breviconis,Emily Markowtiz,emily.markowitz@noaa.gov,blob-top jelly,Encountered,40061
NMFS AFSC GAP Survey,Scyphozoa,Emily Markowtiz,emily.markowitz@noaa.gov,jellyfish unid.,Encountered,40500
NMFS AFSC GAP Survey,Chrysaora sp.,Emily Markowtiz,emily.markowitz@noaa.gov,chrysaora jelly,Encountered,40501
NMFS AFSC GAP Survey,Periphylla sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,40502
NMFS AFSC GAP Survey,Periphylla periphylla,Emily Markowtiz,emily.markowitz@noaa.gov,helmet jelly,Encountered,40503
NMFS AFSC GAP Survey,Chrysaora melanaster,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,40504
NMFS AFSC GAP Survey,Phacellophora camtschatica,Emily Markowtiz,emily.markowitz@noaa.gov,egg yolk jelly,Encountered,40505
NMFS AFSC GAP Survey,Aequorea sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,40506
NMFS AFSC GAP Survey,Bolinopsis sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,40507
NMFS AFSC GAP Survey,Polyorchis sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,40508
NMFS AFSC GAP Survey,Phacellophora sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,40509
NMFS AFSC GAP Survey,Atolla sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,40510
NMFS AFSC GAP Survey,Aurelia sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,40511
NMFS AFSC GAP Survey,Aurelia labiata,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,40512
NMFS AFSC GAP Survey,Aurelia aurita,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,40513
NMFS AFSC GAP Survey,Chrysaora fuscescens,Emily Markowtiz,emily.markowitz@noaa.gov,sea nettle,Encountered,40515
NMFS AFSC GAP Survey,Staurostoma mertensii,Emily Markowtiz,emily.markowitz@noaa.gov,whitecross jelly,Encountered,40519
NMFS AFSC GAP Survey,Aurelia limbata,Emily Markowtiz,emily.markowitz@noaa.gov,brown rimmed jelly,Encountered,40520
NMFS AFSC GAP Survey,Balticina sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,42006
NMFS AFSC GAP Survey,Protoptilum sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,42007
NMFS AFSC GAP Survey,Balticina sp. A (Stone 2015),Emily Markowtiz,emily.markowitz@noaa.gov,maroon sea whip,Encountered,42009
NMFS AFSC GAP Survey,Balticina finmarchica,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,42010
NMFS AFSC GAP Survey,Balticina willemoesi,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,42012
NMFS AFSC GAP Survey,Balticina californica,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,42013
NMFS AFSC GAP Survey,Umbellula lindahli,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,42014
NMFS AFSC GAP Survey,Umbellula sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,42015
NMFS AFSC GAP Survey,Ptilosarcus sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,42016
NMFS AFSC GAP Survey,Ptilosarcus gurneyi,Emily Markowtiz,emily.markowitz@noaa.gov,orange sea pen,Encountered,42017
NMFS AFSC GAP Survey,Pennatulidae,Emily Markowtiz,emily.markowitz@noaa.gov,pennatulid sea pens,Encountered,42018
NMFS AFSC GAP Survey,Pennatula phosphorea,Emily Markowtiz,emily.markowitz@noaa.gov,deep-sea sea pen,Encountered,42019
NMFS AFSC GAP Survey,Anthoptilum grandiflorum,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,42020
NMFS AFSC GAP Survey,Anthoptilum murrayi,Emily Markowtiz,emily.markowitz@noaa.gov,Murray sea pen,Encountered,42021
NMFS AFSC GAP Survey,Actiniaria,Emily Markowtiz,emily.markowitz@noaa.gov,sea anemone unid.,Encountered,43000
NMFS AFSC GAP Survey,Actinauge verrillii,Emily Markowtiz,emily.markowitz@noaa.gov,reticulate anemone,Encountered,43001
NMFS AFSC GAP Survey,Actinostola faeculenta,Emily Markowtiz,emily.markowitz@noaa.gov,rough purple sea anemone,Encountered,43002
NMFS AFSC GAP Survey,Actinoscyphia sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,43003
NMFS AFSC GAP Survey,Paraphelliactis pabista,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,43004
NMFS AFSC GAP Survey,Actinernus sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,43005
NMFS AFSC GAP Survey,NA,Emily Markowtiz,emily.markowitz@noaa.gov,purple striated sea anemone,Encountered,43006
NMFS AFSC GAP Survey,NA,Emily Markowtiz,emily.markowitz@noaa.gov,red striated sea anemone,Encountered,43007
NMFS AFSC GAP Survey,Ptychodactis patula,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,43008
NMFS AFSC GAP Survey,Corallimorphus sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,43009
NMFS AFSC GAP Survey,Cyanea sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,40560
NMFS AFSC GAP Survey,Cyanea capillata,Emily Markowtiz,emily.markowitz@noaa.gov,lion's mane jelly,Encountered,40561
NMFS AFSC GAP Survey,Anthozoa,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,41000
NMFS AFSC GAP Survey,Octocorallia,Emily Markowtiz,emily.markowitz@noaa.gov,soft coral unid.,Encountered,41099
NMFS AFSC GAP Survey,Alcyonium sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,41102
NMFS AFSC GAP Survey,Alcyonium sp. A (Clark 2006),Emily Markowtiz,emily.markowitz@noaa.gov,pink orange mushroom coral,Encountered,41104
NMFS AFSC GAP Survey,Alcyonium sp. B (Clark 2006),Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,41105
NMFS AFSC GAP Survey,Cavernularia vansyoci,Emily Markowtiz,emily.markowitz@noaa.gov,Bob mushroom coral,Encountered,41106
NMFS AFSC GAP Survey,Gersemia sp.,Emily Markowtiz,emily.markowitz@noaa.gov,sea raspberry,Encountered,41201
NMFS AFSC GAP Survey,Gersemia fruticosa,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,41220
NMFS AFSC GAP Survey,Gersemia rubiformis,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,41221
NMFS AFSC GAP Survey,Gersemia lambi,Emily Markowtiz,emily.markowitz@noaa.gov,Lamb sea raspberry,Encountered,41222
NMFS AFSC GAP Survey,Anthomastus sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,41300
NMFS AFSC GAP Survey,Anthomastus sp. A,Emily Markowtiz,emily.markowitz@noaa.gov,red mushroom coral,Encountered,41331
NMFS AFSC GAP Survey,Anthomastus sp. B,Emily Markowtiz,emily.markowitz@noaa.gov,gray mushroom coral,Encountered,41332
NMFS AFSC GAP Survey,Heteropolypus sp. cf. japonicus (Bayer et al.),Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,41333
NMFS AFSC GAP Survey,Ideogorgia sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,41510
NMFS AFSC GAP Survey,Primnoidae,Emily Markowtiz,emily.markowitz@noaa.gov,primnoid coral unid.,Encountered,41519
NMFS AFSC GAP Survey,Primnoa sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,41520
NMFS AFSC GAP Survey,Primnoa pacifica,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,41521
NMFS AFSC GAP Survey,Primnoa pacifica var. willeyi,Emily Markowtiz,emily.markowitz@noaa.gov,red tree coral,Encountered,41522
NMFS AFSC GAP Survey,Primnoa resedaeformis,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,41523
NMFS AFSC GAP Survey,Antipatharia,Emily Markowtiz,emily.markowitz@noaa.gov,black coral,Encountered,41525
NMFS AFSC GAP Survey,Antipathes sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,41526
NMFS AFSC GAP Survey,Chrysopathes speciosa,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,41530
NMFS AFSC GAP Survey,Chrysopathes sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,41531
NMFS AFSC GAP Survey,Bathypathes sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,41540
NMFS AFSC GAP Survey,Bathypathes patula,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,41541
NMFS AFSC GAP Survey,Parantipathes sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,41550
NMFS AFSC GAP Survey,Lillipathes lillei,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,41551
NMFS AFSC GAP Survey,Lillipathes sp. A (Clark 2006),Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,41552
NMFS AFSC GAP Survey,Lillipathes sp. B (Clark 2006),Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,41553
NMFS AFSC GAP Survey,Swiftia sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,41570
NMFS AFSC GAP Survey,Callistephanus pacificus,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,41571
NMFS AFSC GAP Survey,Callistephanus simplex,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,41572
NMFS AFSC GAP Survey,Calcigorgia beringi,Emily Markowtiz,emily.markowitz@noaa.gov,Bering red sea fan,Encountered,41573
NMFS AFSC GAP Survey,Alaskagorgia sp. 1 (Stone),Emily Markowtiz,emily.markowitz@noaa.gov,yellow sea fan,Encountered,41576
NMFS AFSC GAP Survey,Paragorgia sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,41580
NMFS AFSC GAP Survey,Coralliidae,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,41581
NMFS AFSC GAP Survey,Paragorgia arborea,Emily Markowtiz,emily.markowitz@noaa.gov,Kamchatka coral,Encountered,41582
NMFS AFSC GAP Survey,Paragorgia arborea var. pacifica,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,41583
NMFS AFSC GAP Survey,Plexauridae,Emily Markowtiz,emily.markowitz@noaa.gov,plexaurid corals,Encountered,41584
NMFS AFSC GAP Survey,Euplexaura sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,41585
NMFS AFSC GAP Survey,Chromoplexaura marki,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,41586
NMFS AFSC GAP Survey,Alaskagorgia sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,41590
NMFS AFSC GAP Survey,Alaskagorgia aleutiana,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,41591
NMFS AFSC GAP Survey,Cryogorgia koolsae,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,41595
NMFS AFSC GAP Survey,Callogorgia sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,41600
NMFS AFSC GAP Survey,Callogorgia kinoshitai,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,41601
NMFS AFSC GAP Survey,Parastenella sp. A (Clark 2006),Emily Markowtiz,emily.markowitz@noaa.gov,sugar coral,Encountered,41605
NMFS AFSC GAP Survey,Calcigorgia sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,41700
NMFS AFSC GAP Survey,Calcigorgia spiculifera,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,41701
NMFS AFSC GAP Survey,Clavularia sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,41750
NMFS AFSC GAP Survey,Clavularia sp. cf. evagorgiacrustans (Bayer et al.),Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,41751
NMFS AFSC GAP Survey,Clavularia incrustans,Emily Markowtiz,emily.markowitz@noaa.gov,encrusting coral,Encountered,41752
NMFS AFSC GAP Survey,Pennatuloidea,Emily Markowtiz,emily.markowitz@noaa.gov,sea whip or sea pen unid.,Encountered,42000
NMFS AFSC GAP Survey,Virgularia sp.,Emily Markowtiz,emily.markowitz@noaa.gov,smoothstem seawhip,Encountered,42001
NMFS AFSC GAP Survey,Stylatula elongata,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,42002
NMFS AFSC GAP Survey,Virgulariidae,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,42003
NMFS AFSC GAP Survey,Stylatula sp.,Emily Markowtiz,emily.markowitz@noaa.gov,slender seawhips,Encountered,42004
NMFS AFSC GAP Survey,Stylatula gracilis,Emily Markowtiz,emily.markowitz@noaa.gov,roughstem seawhip,Encountered,42005
NMFS AFSC GAP Survey,Adelosebastes latens,Emily Markowtiz,emily.markowitz@noaa.gov,Aleutian scorpionfish,Encountered,30035
NMFS AFSC GAP Survey,Sebastes sp.,Emily Markowtiz,emily.markowitz@noaa.gov,white spotted red rockfish unid.,Encountered,30040
NMFS AFSC GAP Survey,Sebastes umbrosus,Emily Markowtiz,emily.markowitz@noaa.gov,honeycomb rockfish,Encountered,30045
NMFS AFSC GAP Survey,NA,Emily Markowtiz,emily.markowitz@noaa.gov,rougheye and blackspotted rockfish unid.,Encountered,30050
NMFS AFSC GAP Survey,Sebastes aleutianus,Emily Markowtiz,emily.markowitz@noaa.gov,rougheye rockfish,Encountered,30051
NMFS AFSC GAP Survey,Sebastes melanostictus,Emily Markowtiz,emily.markowitz@noaa.gov,blackspotted rockfish,Encountered,30052
NMFS AFSC GAP Survey,Sebastes alutus,Emily Markowtiz,emily.markowitz@noaa.gov,Pacific ocean perch,Encountered,30060
NMFS AFSC GAP Survey,Sebastes atrovirens,Emily Markowtiz,emily.markowitz@noaa.gov,kelp rockfish,Encountered,30070
NMFS AFSC GAP Survey,Sebastes auriculatus,Emily Markowtiz,emily.markowitz@noaa.gov,brown rockfish,Encountered,30080
NMFS AFSC GAP Survey,Sebastes aurora,Emily Markowtiz,emily.markowitz@noaa.gov,aurora rockfish,Encountered,30090
NMFS AFSC GAP Survey,Sebastes brevispinis,Emily Markowtiz,emily.markowitz@noaa.gov,silvergray rockfish,Encountered,30100
NMFS AFSC GAP Survey,Sebastes carnatus,Emily Markowtiz,emily.markowitz@noaa.gov,gopher rockfish,Encountered,30110
NMFS AFSC GAP Survey,Sebastes caurinus,Emily Markowtiz,emily.markowitz@noaa.gov,copper rockfish,Encountered,30120
NMFS AFSC GAP Survey,Sebastes chlorostictus,Emily Markowtiz,emily.markowitz@noaa.gov,greenspotted rockfish,Encountered,30130
NMFS AFSC GAP Survey,NA,Emily Markowtiz,emily.markowitz@noaa.gov,dusky and dark rockfishes unid.,Encountered,30150
NMFS AFSC GAP Survey,Sebastes ciliatus,Emily Markowtiz,emily.markowitz@noaa.gov,dark rockfish,Encountered,30151
NMFS AFSC GAP Survey,Sebastes variabilis,Emily Markowtiz,emily.markowitz@noaa.gov,dusky rockfish,Encountered,30152
NMFS AFSC GAP Survey,Sebastes chrysomelas,Emily Markowtiz,emily.markowitz@noaa.gov,black and yellow rockfish,Encountered,30155
NMFS AFSC GAP Survey,Sebastes constellatus,Emily Markowtiz,emily.markowitz@noaa.gov,starry rockfish,Encountered,30160
NMFS AFSC GAP Survey,Sebastes crameri,Emily Markowtiz,emily.markowitz@noaa.gov,darkblotched rockfish,Encountered,30170
NMFS AFSC GAP Survey,Sebastes dallii,Emily Markowtiz,emily.markowitz@noaa.gov,calico rockfish,Encountered,30180
NMFS AFSC GAP Survey,Sebastes diaconus,Emily Markowtiz,emily.markowitz@noaa.gov,deacon rockfish,Encountered,30185
NMFS AFSC GAP Survey,Sebastes diploproa,Emily Markowtiz,emily.markowitz@noaa.gov,splitnose rockfish,Encountered,30190
NMFS AFSC GAP Survey,Sebastes elongatus,Emily Markowtiz,emily.markowitz@noaa.gov,greenstriped rockfish,Encountered,30200
NMFS AFSC GAP Survey,Sebastes emphaeus,Emily Markowtiz,emily.markowitz@noaa.gov,Puget Sound rockfish,Encountered,30210
NMFS AFSC GAP Survey,Sebastes entomelas,Emily Markowtiz,emily.markowitz@noaa.gov,widow rockfish,Encountered,30220
NMFS AFSC GAP Survey,Sebastes eos,Emily Markowtiz,emily.markowitz@noaa.gov,pink rockfish,Encountered,30230
NMFS AFSC GAP Survey,Sebastes flavidus,Emily Markowtiz,emily.markowitz@noaa.gov,yellowtail rockfish,Encountered,30240
NMFS AFSC GAP Survey,Sebastes gilli,Emily Markowtiz,emily.markowitz@noaa.gov,bronzespotted rockfish,Encountered,30250
NMFS AFSC GAP Survey,Sebastes glaucus,Emily Markowtiz,emily.markowitz@noaa.gov,gray rockfish,Encountered,30255
NMFS AFSC GAP Survey,Sebastes goodei,Emily Markowtiz,emily.markowitz@noaa.gov,chilipepper,Encountered,30260
NMFS AFSC GAP Survey,Sebastes helvomaculatus,Emily Markowtiz,emily.markowitz@noaa.gov,rosethorn rockfish,Encountered,30270
NMFS AFSC GAP Survey,Sebastes hopkinsi,Emily Markowtiz,emily.markowitz@noaa.gov,squarespot rockfish,Encountered,30280
NMFS AFSC GAP Survey,Sebastes jordani,Emily Markowtiz,emily.markowitz@noaa.gov,shortbelly rockfish,Encountered,30290
NMFS AFSC GAP Survey,Sebastes lentiginosus,Emily Markowtiz,emily.markowitz@noaa.gov,freckled rockfish,Encountered,30295
NMFS AFSC GAP Survey,Sebastes levis,Emily Markowtiz,emily.markowitz@noaa.gov,cowcod,Encountered,30300
NMFS AFSC GAP Survey,Sebastes macdonaldi,Emily Markowtiz,emily.markowitz@noaa.gov,Mexican rockfish,Encountered,30315
NMFS AFSC GAP Survey,Sebastes maliger,Emily Markowtiz,emily.markowitz@noaa.gov,quillback rockfish,Encountered,30320
NMFS AFSC GAP Survey,Sebastes melanops,Emily Markowtiz,emily.markowitz@noaa.gov,black rockfish,Encountered,30330
NMFS AFSC GAP Survey,Sebastes melanostomus,Emily Markowtiz,emily.markowitz@noaa.gov,blackgill rockfish,Encountered,30340
NMFS AFSC GAP Survey,Metridium sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,43010
NMFS AFSC GAP Survey,Metridium senile,Emily Markowtiz,emily.markowitz@noaa.gov,clonal plumose anemone,Encountered,43020
NMFS AFSC GAP Survey,Metridium farcimen,Emily Markowtiz,emily.markowitz@noaa.gov,gigantic anemone,Encountered,43021
NMFS AFSC GAP Survey,Stomphia didemon,Emily Markowtiz,emily.markowitz@noaa.gov,cowardly anemone,Encountered,43029
NMFS AFSC GAP Survey,Stomphia sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,43030
NMFS AFSC GAP Survey,Stomphia coccinea,Emily Markowtiz,emily.markowitz@noaa.gov,swimming anemone,Encountered,43032
NMFS AFSC GAP Survey,Urticina sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,43040
NMFS AFSC GAP Survey,Urticina coriacea,Emily Markowtiz,emily.markowitz@noaa.gov,leathery anemone,Encountered,43041
NMFS AFSC GAP Survey,Urticina crassicornis,Emily Markowtiz,emily.markowitz@noaa.gov,mottled anemone,Encountered,43042
NMFS AFSC GAP Survey,Urticina eques,Emily Markowtiz,emily.markowitz@noaa.gov,spotted red anemone,Encountered,43043
NMFS AFSC GAP Survey,Urticina columbiana,Emily Markowtiz,emily.markowitz@noaa.gov,crusty red anemone,Encountered,43044
NMFS AFSC GAP Survey,Zoanthidae sp. A,Emily Markowtiz,emily.markowitz@noaa.gov,hot dog zoanthid,Encountered,43045
NMFS AFSC GAP Survey,Oceanactis diomedeae,Emily Markowtiz,emily.markowitz@noaa.gov,grape anemone,Encountered,43050
NMFS AFSC GAP Survey,Oceanactis sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,43051
NMFS AFSC GAP Survey,Actiniidae,Emily Markowtiz,emily.markowitz@noaa.gov,actinid sea anemones unid.,Encountered,43080
NMFS AFSC GAP Survey,Cribrinopsis sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,43081
NMFS AFSC GAP Survey,Cribrinopsis fernaldi,Emily Markowtiz,emily.markowitz@noaa.gov,chevron-tentacled anemone,Encountered,43082
NMFS AFSC GAP Survey,Liponema brevicorne,Emily Markowtiz,emily.markowitz@noaa.gov,tentacle-shedding anemone,Encountered,43090
NMFS AFSC GAP Survey,Actinostolidae,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,43100
NMFS AFSC GAP Survey,Actinostola sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,43110
NMFS AFSC GAP Survey,Actinostola sp. A (Clark 2006),Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,43111
NMFS AFSC GAP Survey,Actinostola sp. B (Clark 2006),Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,43112
NMFS AFSC GAP Survey,Actinostola groenlandica,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,43113
NMFS AFSC GAP Survey,Sicyonis sp. A (Clark 2006),Emily Markowtiz,emily.markowitz@noaa.gov,orange actinistolid,Encountered,43115
NMFS AFSC GAP Survey,Ptychodactis aleutiensis,Emily Markowtiz,emily.markowitz@noaa.gov,tumbling anemone,Encountered,43121
NMFS AFSC GAP Survey,Hormathiidae,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,43200
NMFS AFSC GAP Survey,NA,Emily Markowtiz,emily.markowitz@noaa.gov,pink hormathiid anemone,Encountered,43201
NMFS AFSC GAP Survey,Epizoanthus scotinus,Emily Markowtiz,emily.markowitz@noaa.gov,orange zooanthid,Encountered,43224
NMFS AFSC GAP Survey,Zoanthus sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,43225
NMFS AFSC GAP Survey,Scleractinia,Emily Markowtiz,emily.markowitz@noaa.gov,stony coral unid.,Encountered,44000
NMFS AFSC GAP Survey,Caryophylliidae,Emily Markowtiz,emily.markowitz@noaa.gov,cup corals,Encountered,44004
NMFS AFSC GAP Survey,Flabellum sp. A (Clark 2006),Emily Markowtiz,emily.markowitz@noaa.gov,tan trumpet coral,Encountered,44005
NMFS AFSC GAP Survey,Flabellidae,Emily Markowtiz,emily.markowitz@noaa.gov,flabellid trumpet corals,Encountered,44009
NMFS AFSC GAP Survey,Javania borealis,Emily Markowtiz,emily.markowitz@noaa.gov,Aleutian trumpet coral,Encountered,44010
NMFS AFSC GAP Survey,Javania cailleti,Emily Markowtiz,emily.markowitz@noaa.gov,slender trumpet coral,Encountered,44011
NMFS AFSC GAP Survey,Javania sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,44012
NMFS AFSC GAP Survey,Desmophyllum dianthus,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,44017
NMFS AFSC GAP Survey,Crispatotrochus foxi,Emily Markowtiz,emily.markowitz@noaa.gov,cup coral,Encountered,44019
NMFS AFSC GAP Survey,Caryophyllia sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,44020
NMFS AFSC GAP Survey,Caryophyllia sp. A,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,44021
NMFS AFSC GAP Survey,Caryophyllia arnoldi,Emily Markowtiz,emily.markowitz@noaa.gov,brown cup coral,Encountered,44022
NMFS AFSC GAP Survey,Caryophyllia alaskensis,Emily Markowtiz,emily.markowitz@noaa.gov,Alaska cup coral,Encountered,44023
NMFS AFSC GAP Survey,Stylasteridae,Emily Markowtiz,emily.markowitz@noaa.gov,stylasterid corals,Encountered,44028
