Project Requested,scientific_name,Point of Contact for Submission,Email,Common Name,Survey Type,Phylum,Subphylum,Superclass,Class,Subclass,Infraclass,Superorder,Order,Suborder,Infraorder,Superfamily,Family,Subfamily,Tribe,Genus,Subgenus,species,Describer,Taxon
SCAMMIT List,SILICEA,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,SILICEA,,,,,,,,,,,,,,,,,,SILICEA
SCAMMIT List,Carcinonemertes sp,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,NEMERTEA,,,Enopla,Hoplonemertea,,,Monostilifera,Eumonostilifera,,,Carcinonemertidae,,,Carcinonemertes,,sp,,Carcinonemertes sp
SCAMMIT List,Emplectonematidae,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,NEMERTEA,,,Enopla,Hoplonemertea,,,Monostilifera,Eumonostilifera,,,Emplectonematidae,,,,,,,Emplectonematidae
SCAMMIT List,Cryptonemertes sp,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,NEMERTEA,,,Enopla,Hoplonemertea,,,Monostilifera,Eumonostilifera,,,Emplectonematidae,,,Cryptonemertes,,,,Cryptonemertes sp
SCAMMIT List,Cryptonemertes actinophila,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,NEMERTEA,,,Enopla,Hoplonemertea,,,Monostilifera,Eumonostilifera,,,Emplectonematidae,,,Cryptonemertes,,actinophila,(Bürger 1904),Cryptonemertes actinophila
SCAMMIT List,Dichonemertes sp,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,NEMERTEA,,,Enopla,Hoplonemertea,,,Monostilifera,Eumonostilifera,,,Emplectonematidae,,,Dichonemertes,,,,Dichonemertes sp
SCAMMIT List,Dichonemertes hartmanae,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,NEMERTEA,,,Enopla,Hoplonemertea,,,Monostilifera,Eumonostilifera,,,Emplectonematidae,,,Dichonemertes,,hartmanae,Coe 1938,Dichonemertes hartmanae
SCAMMIT List,Emplectonema sp,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,NEMERTEA,,,Enopla,Hoplonemertea,,,Monostilifera,Eumonostilifera,,,Emplectonematidae,,,Emplectonema,,,,Emplectonema sp
SCAMMIT List,Emplectonema gracile,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,NEMERTEA,,,Enopla,Hoplonemertea,,,Monostilifera,Eumonostilifera,,,Emplectonematidae,,,Emplectonema,,gracile,(Johnston 1837),Emplectonema gracile
SCAMMIT List,Nemertopsis sp,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,NEMERTEA,,,Enopla,Hoplonemertea,,,Monostilifera,Eumonostilifera,,,Emplectonematidae,,,Nemertopsis,,,,Nemertopsis sp
SCAMMIT List,Nemertopsis gracilis,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,NEMERTEA,,,Enopla,Hoplonemertea,,,Monostilifera,Eumonostilifera,,,Emplectonematidae,,,Nemertopsis,,gracilis,Coe 1904,Nemertopsis gracilis
SCAMMIT List,Paranemertes sp,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,NEMERTEA,,,Enopla,Hoplonemertea,,,Monostilifera,Eumonostilifera,,,Emplectonematidae,,,Paranemertes,,,,Paranemertes sp
SCAMMIT List,Paranemertes californica,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,NEMERTEA,,,Enopla,Hoplonemertea,,,Monostilifera,Eumonostilifera,,,Emplectonematidae,,,Paranemertes,,californica,Coe 1904,Paranemertes californica
SCAMMIT List,Paranemertes peregrina Cmplx,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,NEMERTEA,,,Enopla,Hoplonemertea,,,Monostilifera,Eumonostilifera,,,Emplectonematidae,,,Paranemertes,,peregrina Cmplx,,Paranemertes peregrina Cmplx
SCAMMIT List,Paranemertes sp B,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,NEMERTEA,,,Enopla,Hoplonemertea,,,Monostilifera,Eumonostilifera,,,Emplectonematidae,,,Paranemertes,,sp B,SCAMIT 2007 §,Paranemertes sp B
SCAMMIT List,Ototyphlonemertidae,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,NEMERTEA,,,Enopla,Hoplonemertea,,,Monostilifera,Eumonostilifera,,,Ototyphlonemertidae,,,,,,,Ototyphlonemertidae
SCAMMIT List,Ototyphlonemertes sp,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,NEMERTEA,,,Enopla,Hoplonemertea,,,Monostilifera,Eumonostilifera,,,Ototyphlonemertidae,,,Ototyphlonemertes,,,,Ototyphlonemertes sp
SCAMMIT List,Ototyphlonemertes spiralis,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,NEMERTEA,,,Enopla,Hoplonemertea,,,Monostilifera,Eumonostilifera,,,Ototyphlonemertidae,,,Ototyphlonemertes,,spiralis,Coe 1940,Ototyphlonemertes spiralis
SCAMMIT List,Prosorhochmidae,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,NEMERTEA,,,Enopla,Hoplonemertea,,,Monostilifera,Eumonostilifera,,,Prosorhochmidae,,,,,,,Prosorhochmidae
SCAMMIT List,Prosorhochmus sp,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,NEMERTEA,,,Enopla,Hoplonemertea,,,Monostilifera,Eumonostilifera,,,Prosorhochmidae,,,Prosorhochmus,,,,Prosorhochmus sp
SCAMMIT List,Prosorhochmus albidus,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,NEMERTEA,,,Enopla,Hoplonemertea,,,Monostilifera,Eumonostilifera,,,Prosorhochmidae,,,Prosorhochmus,,albidus,(Coe 1905),Prosorhochmus albidus
SCAMMIT List,Oerstediidae,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,NEMERTEA,,,Enopla,Hoplonemertea,,,Monostilifera,Eumonostilifera,,,Oerstediidae,,,,,,,Oerstediidae
SCAMMIT List,Oerstedia sp,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,NEMERTEA,,,Enopla,Hoplonemertea,,,Monostilifera,Eumonostilifera,,,Oerstediidae,,,Oerstedia,,,,Oerstedia sp
SCAMMIT List,Oerstedia dorsalis Cmplx,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,NEMERTEA,,,Enopla,Hoplonemertea,,,Monostilifera,Eumonostilifera,,,Oerstediidae,,,Oerstedia,,dorsalis Cmplx,,Oerstedia dorsalis Cmplx
SCAMMIT List,Amphiporidae,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,NEMERTEA,,,Enopla,Hoplonemertea,,,Monostilifera,Eumonostilifera,,,Amphiporidae,,,,,,,Amphiporidae
SCAMMIT List,Amphiporidae sp,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,NEMERTEA,,,Enopla,Hoplonemertea,,,Monostilifera,Eumonostilifera,,,Amphiporidae,,,Amphiporidae,,,,Amphiporidae sp
SCAMMIT List,Amphiporidae sp B,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,NEMERTEA,,,Enopla,Hoplonemertea,,,Monostilifera,Eumonostilifera,,,Amphiporidae,,,Amphiporidae,,sp B,MEC 1989 §,Amphiporidae sp B
SCAMMIT List,Amphiporus sp,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,NEMERTEA,,,Enopla,Hoplonemertea,,,Monostilifera,Eumonostilifera,,,Amphiporidae,,,Amphiporus,,,,Amphiporus sp
SCAMMIT List,Amphiporus bimaculatus,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,NEMERTEA,,,Enopla,Hoplonemertea,,,Monostilifera,Eumonostilifera,,,Amphiporidae,,,Amphiporus,,bimaculatus,Coe 1901,Amphiporus bimaculatus
SCAMMIT List,Amphiporus californicus,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,NEMERTEA,,,Enopla,Hoplonemertea,,,Monostilifera,Eumonostilifera,,,Amphiporidae,,,Amphiporus,,californicus,Coe 1905,Amphiporus californicus
SCAMMIT List,Amphiporus cruentatus,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,NEMERTEA,,,Enopla,Hoplonemertea,,,Monostilifera,Eumonostilifera,,,Amphiporidae,,,Amphiporus,,cruentatus,Verrill 1879,Amphiporus cruentatus
SCAMMIT List,Amphiporus flavescens,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,NEMERTEA,,,Enopla,Hoplonemertea,,,Monostilifera,Eumonostilifera,,,Amphiporidae,,,Amphiporus,,flavescens,Coe 1905,Amphiporus flavescens
SCAMMIT List,Amphiporus formidabilis,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,NEMERTEA,,,Enopla,Hoplonemertea,,,Monostilifera,Eumonostilifera,,,Amphiporidae,,,Amphiporus,,formidabilis,Griffin 1898,Amphiporus formidabilis
SCAMMIT List,Amphiporus imparispinosus,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,NEMERTEA,,,Enopla,Hoplonemertea,,,Monostilifera,Eumonostilifera,,,Amphiporidae,,,Amphiporus,,imparispinosus,Griffin 1898,Amphiporus imparispinosus
SCAMMIT List,Amphiporus sp A,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,NEMERTEA,,,Enopla,Hoplonemertea,,,Monostilifera,Eumonostilifera,,,Amphiporidae,,,Amphiporus,,sp A,Phillips 1988 §,Amphiporus sp A
SCAMMIT List,Amphiporus sp B,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,NEMERTEA,,,Enopla,Hoplonemertea,,,Monostilifera,Eumonostilifera,,,Amphiporidae,,,Amphiporus,,sp B,Phillips 1989 §,Amphiporus sp B
SCAMMIT List,Zygonemertes sp,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,NEMERTEA,,,Enopla,Hoplonemertea,,,Monostilifera,Eumonostilifera,,,Amphiporidae,,,Zygonemertes,,,,Zygonemertes sp
SCAMMIT List,Zygonemertes virescens,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,NEMERTEA,,,Enopla,Hoplonemertea,,,Monostilifera,Eumonostilifera,,,Amphiporidae,,,Zygonemertes,,virescens,(Verrill 1879),Zygonemertes virescens
SCAMMIT List,Tetrastemmatidae,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,NEMERTEA,,,Enopla,Hoplonemertea,,,Monostilifera,Eumonostilifera,,,Tetrastemmatidae,,,,,,,Tetrastemmatidae
SCAMMIT List,Amphinemertes sp,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,NEMERTEA,,,Enopla,Hoplonemertea,,,Monostilifera,Eumonostilifera,,,Tetrastemmatidae,,,Amphinemertes,,,,Amphinemertes sp
SCAMMIT List,Amphinemertes caeca,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,NEMERTEA,,,Enopla,Hoplonemertea,,,Monostilifera,Eumonostilifera,,,Tetrastemmatidae,,,Amphinemertes,,caeca,(Coe 1901),Amphinemertes caeca
SCAMMIT List,Quasitetrastemma sp,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,NEMERTEA,,,Enopla,Hoplonemertea,,,Monostilifera,Eumonostilifera,,,Tetrastemmatidae,,,Quasitetrastemma,,,,Quasitetrastemma sp
SCAMMIT List,Quasitetrastemma nigrifrons,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,NEMERTEA,,,Enopla,Hoplonemertea,,,Monostilifera,Eumonostilifera,,,Tetrastemmatidae,,,Quasitetrastemma,,nigrifrons,(Coe 1904),Quasitetrastemma nigrifrons
SCAMMIT List,Tetrastemma sp,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,NEMERTEA,,,Enopla,Hoplonemertea,,,Monostilifera,Eumonostilifera,,,Tetrastemmatidae,,,Tetrastemma,,,,Tetrastemma sp
SCAMMIT List,Tetrastemma bilineatum,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,NEMERTEA,,,Enopla,Hoplonemertea,,,Monostilifera,Eumonostilifera,,,Tetrastemmatidae,,,Tetrastemma,,bilineatum,Coe 1904,Tetrastemma bilineatum
SCAMMIT List,Tetrastemma candidum,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,NEMERTEA,,,Enopla,Hoplonemertea,,,Monostilifera,Eumonostilifera,,,Tetrastemmatidae,,,Tetrastemma,,candidum,(O. F. Müller 1774),Tetrastemma candidum
SCAMMIT List,Tetrastemma quadrilineatum,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,NEMERTEA,,,Enopla,Hoplonemertea,,,Monostilifera,Eumonostilifera,,,Tetrastemmatidae,,,Tetrastemma,,quadrilineatum,Coe 1904,Tetrastemma quadrilineatum
SCAMMIT List,Tetrastemma reticulatum,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,NEMERTEA,,,Enopla,Hoplonemertea,,,Monostilifera,Eumonostilifera,,,Tetrastemmatidae,,,Tetrastemma,,reticulatum,Coe 1904,Tetrastemma reticulatum
SCAMMIT List,Tetrastemma sexlineatum,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,NEMERTEA,,,Enopla,Hoplonemertea,,,Monostilifera,Eumonostilifera,,,Tetrastemmatidae,,,Tetrastemma,,sexlineatum,Coe 1940,Tetrastemma sexlineatum
SCAMMIT List,Tetrastemma signifer,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,NEMERTEA,,,Enopla,Hoplonemertea,,,Monostilifera,Eumonostilifera,,,Tetrastemmatidae,,,Tetrastemma,,signifer,Coe 1904,Tetrastemma signifer
SCAMMIT List,Tetrastemma sp HYP 1,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,NEMERTEA,,,Enopla,Hoplonemertea,,,Monostilifera,Eumonostilifera,,,Tetrastemmatidae,,,Tetrastemma,,sp HYP 1,SCAMIT 2007 §,Tetrastemma sp HYP 1
SCAMMIT List,Monostilifera suborder uncertain,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,NEMERTEA,,,Enopla,Hoplonemertea,,,Monostilifera,uncertain,,,,,,,,,,Monostilifera suborder uncertain
SCAMMIT List,Monostilifera family uncertain,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,NEMERTEA,,,Enopla,Hoplonemertea,,,Monostilifera,uncertain,,,uncertain,,,,,,,Monostilifera family uncertain
SCAMMIT List,Hoplonemertea sp,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,NEMERTEA,,,Enopla,Hoplonemertea,,,Monostilifera,uncertain,,,uncertain,,,Hoplonemertea,,,,Hoplonemertea sp
SCAMMIT List,Hoplonemertea sp A Paquette 1988 §,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,NEMERTEA,,,Enopla,Hoplonemertea,,,Monostilifera,uncertain,,,uncertain,,,Hoplonemertea,,sp A,Paquette 1988 §,Hoplonemertea sp A Paquette 1988 §
SCAMMIT List,Hoplonemertea sp A SCAMIT 2007 §,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,NEMERTEA,,,Enopla,Hoplonemertea,,,Monostilifera,uncertain,,,uncertain,,,Hoplonemertea,,sp A,SCAMIT 2007 §,Hoplonemertea sp A SCAMIT 2007 §
SCAMMIT List,Hoplonemertea sp B,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,NEMERTEA,,,Enopla,Hoplonemertea,,,Monostilifera,uncertain,,,uncertain,,,Hoplonemertea,,sp B,SCAMIT 2011 §,Hoplonemertea sp B
SCAMMIT List,Hoplonemertea sp C,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,NEMERTEA,,,Enopla,Hoplonemertea,,,Monostilifera,uncertain,,,uncertain,,,Hoplonemertea,,sp C,SCAMIT 2011 §,Hoplonemertea sp C
SCAMMIT List,Hoplonemertea order uncertain,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,NEMERTEA,,,Enopla,Hoplonemertea,,,uncertain,,,,,,,,,,,Hoplonemertea order uncertain
SCAMMIT List,Hoplonemertea suborder uncertain,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,NEMERTEA,,,Enopla,Hoplonemertea,,,uncertain,uncertain,,,,,,,,,,Hoplonemertea suborder uncertain
SCAMMIT List,Hoplonemertea family uncertain,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,NEMERTEA,,,Enopla,Hoplonemertea,,,uncertain,uncertain,,,uncertain,,,,,,,Hoplonemertea family uncertain
SCAMMIT List,Enopla sp,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,NEMERTEA,,,Enopla,Hoplonemertea,,,uncertain,uncertain,,,uncertain,,,Enopla,,,,Enopla sp
SCAMMIT List,Enopla sp A,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,NEMERTEA,,,Enopla,Hoplonemertea,,,uncertain,uncertain,,,uncertain,,,Enopla,,sp A,SCAMIT 1995 §,Enopla sp A
SCAMMIT List,Enopla sp B,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,NEMERTEA,,,Enopla,Hoplonemertea,,,uncertain,uncertain,,,uncertain,,,Enopla,,sp B,SCAMIT 1995 §,Enopla sp B
SCAMMIT List,ENTOPROCTA,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ENTOPROCTA,,,,,,,,,,,,,,,,,,ENTOPROCTA
SCAMMIT List,Solitaria,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ENTOPROCTA,,,,,,,Solitaria,,,,,,,,,,,Solitaria
SCAMMIT List,Loxosomatidae,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ENTOPROCTA,,,,,,,Solitaria,,,,Loxosomatidae,,,,,,,Loxosomatidae
SCAMMIT List,Loxomespilon,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ENTOPROCTA,,,,,,,Solitaria,,,,Loxosomatidae,,,Loxomespilon,,,,Loxomespilon
SCAMMIT List,Loxomespilon sp,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ENTOPROCTA,,,,,,,Solitaria,,,,Loxosomatidae,,,Loxomespilon,,sp,,Loxomespilon sp
SCAMMIT List,Loxosomella,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ENTOPROCTA,,,,,,,Solitaria,,,,Loxosomatidae,,,Loxosomella,,,,Loxosomella
SCAMMIT List,Loxosomella sp,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ENTOPROCTA,,,,,,,Solitaria,,,,Loxosomatidae,,,Loxosomella,,sp,,Loxosomella sp
SCAMMIT List,Coloniales,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ENTOPROCTA,,,,,,,Coloniales,,,,,,,,,,,Coloniales
SCAMMIT List,Stolonata,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ENTOPROCTA,,,,,,,Coloniales,Stolonata,,,,,,,,,,Stolonata
SCAMMIT List,Barentsiidae,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ENTOPROCTA,,,,,,,Coloniales,Stolonata,,,Barentsiidae,,,,,,,Barentsiidae
SCAMMIT List,Barentsia sp,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ENTOPROCTA,,,,,,,Coloniales,Stolonata,,,Barentsiidae,,,Barentsia,,,,Barentsia sp
SCAMMIT List,Barentsia benedeni,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ENTOPROCTA,,,,,,,Coloniales,Stolonata,,,Barentsiidae,,,Barentsia,,benedeni,(Foettinger 1887),Barentsia benedeni
SCAMMIT List,Barentsia discreta,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ENTOPROCTA,,,,,,,Coloniales,Stolonata,,,Barentsiidae,,,Barentsia,,discreta,(Busk 1886),Barentsia discreta
SCAMMIT List,Barentsia parva,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ENTOPROCTA,,,,,,,Coloniales,Stolonata,,,Barentsiidae,,,Barentsia,,parva,(O'Donoghue & O'Donoghue 1923),Barentsia parva
SCAMMIT List,Barentsia ramosa,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ENTOPROCTA,,,,,,,Coloniales,Stolonata,,,Barentsiidae,,,Barentsia,,ramosa,(Robertson 1900),Barentsia ramosa
SCAMMIT List,MOLLUSCA,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,MOLLUSCA,,,,,,,,,,,,,,,,,,MOLLUSCA
SCAMMIT List,Aculifera,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,MOLLUSCA,Aculifera,,,,,,,,,,,,,,,,,Aculifera
