Project Requested,scientific_name,Point of Contact for Submission,Email,Common Name,Survey Type,Family,ScientificNameAuthorship,Notes,TaxonId
InvertEBase Marine Invertebrates of California,Fissidentalium erosum,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DENTALIIDAE,"Shimek & Moreno, 1996",,139231
InvertEBase Marine Invertebrates of California,Fissidentalium megathyris,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DENTALIIDAE,"(Dall, 1890)",,8764
InvertEBase Marine Invertebrates of California,Graptacme semipolita,Dean Pentcheff,pentcheff@gmail.com ,half-smooth tuskshell,Inventory,DENTALIIDAE,"(Broderip and G. B. Sowerby I, 1829)",,8760
InvertEBase Marine Invertebrates of California,Graptacme semistriata,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DENTALIIDAE,"(W. Turton, 1819)",,118664
InvertEBase Marine Invertebrates of California,Graptacme splendida,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DENTALIIDAE,"(G. B. Sowerby I, 1832)",,134410
InvertEBase Marine Invertebrates of California,Paradentalium hexagonum,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DENTALIIDAE,"(Gould, 1859)",,118657
InvertEBase Marine Invertebrates of California,Paradentalium pseudosexagonum,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DENTALIIDAE,"(Deshayes, 1826)",,140611
InvertEBase Marine Invertebrates of California,Manania gwilliami,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DEPASTRIDAE,"Larson and Fautin, 1989",,34793
InvertEBase Marine Invertebrates of California,Manania handi,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DEPASTRIDAE,"Larson and Fautin, 1989",,34794
InvertEBase Marine Invertebrates of California,Biemna rhadia,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DESMACELLIDAE,"de Laubenfels, 1930",,103767
InvertEBase Marine Invertebrates of California,Beudanticeras alamoense,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DESMOCERATIDAE,Anderson 1958,,116655
InvertEBase Marine Invertebrates of California,Desmopterus pacificus,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DESMOPTERIDAE,"Essenberg, 1919",,6838
InvertEBase Marine Invertebrates of California,Eugerdella pugilator,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DESMOSOMATIDAE,"Hessler, 1970",,67201
InvertEBase Marine Invertebrates of California,Momedossa symmetrica,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DESMOSOMATIDAE,"(Schultz, 1966)",,63405
InvertEBase Marine Invertebrates of California,Guernea reduncans,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DEXAMINIDAE,"(J. L. Barnard, 1958)",,58909
InvertEBase Marine Invertebrates of California,Polycheria antarctica,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DEXAMINIDAE,"(Stebbing, 1875)",,241699
InvertEBase Marine Invertebrates of California,Polycheria osborni,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DEXAMINIDAE,"Calman, 1898",,58910
InvertEBase Marine Invertebrates of California,Astropyga pulvinata,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DIADEMATIDAE,"(Lamarck, 1816)",,116390
InvertEBase Marine Invertebrates of California,Centrostephanus coronatus,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DIADEMATIDAE,"(Verill, 1867)",,26930
InvertEBase Marine Invertebrates of California,Diadema mexicanum,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DIADEMATIDAE,"A. Agassiz, 1863",,118711
InvertEBase Marine Invertebrates of California,Diadumene franciscana,Dean Pentcheff,pentcheff@gmail.com ,San Francisco anemone,Inventory,DIADUMENIDAE,"Hand, 1956",,35057
InvertEBase Marine Invertebrates of California,Diadumene leucolena,Dean Pentcheff,pentcheff@gmail.com ,white anemone,Inventory,DIADUMENIDAE,"(Verrill, 1866)",,35051
InvertEBase Marine Invertebrates of California,Diadumene lighti,Dean Pentcheff,pentcheff@gmail.com ,light anemone,Inventory,DIADUMENIDAE,"Hand, 1956",,35058
InvertEBase Marine Invertebrates of California,Diaperoecia californica,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DIAPEROECIIDAE,"(D'orbigny, 1852)",,113450
InvertEBase Marine Invertebrates of California,Nevianipora floridana,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DIAPEROECIIDAE,"(Osburn, 1940)",,253708
InvertEBase Marine Invertebrates of California,Diaphana californica,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DIAPHANIDAE,"Dall, 1919",,14612
InvertEBase Marine Invertebrates of California,Diaphana minuta,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DIAPHANIDAE,"Brown, 1827",,14606
InvertEBase Marine Invertebrates of California,Aglaodiaptomus forbesi,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DIAPTOMIDAE,"(Light, 1938)",,51235
InvertEBase Marine Invertebrates of California,Aglaodiaptomus lintoni,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DIAPTOMIDAE,"(S. A. Forbes, 1893)",,51238
InvertEBase Marine Invertebrates of California,Arctodiaptomus dorsalis,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DIAPTOMIDAE,"(Marsh, 1907)",,49882
InvertEBase Marine Invertebrates of California,Diaptomus caducus,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DIAPTOMIDAE,Light,,54984
InvertEBase Marine Invertebrates of California,Diaptomus connexus,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DIAPTOMIDAE,"Light, 1938",,54978
InvertEBase Marine Invertebrates of California,Diaptomus eiseni,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DIAPTOMIDAE,Lilljerborg,,54989
InvertEBase Marine Invertebrates of California,Diaptomus forbesi,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DIAPTOMIDAE,Light,,54988
InvertEBase Marine Invertebrates of California,Diaptomus franciscanus,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DIAPTOMIDAE,Lilljeborg,,54956
InvertEBase Marine Invertebrates of California,Diaptomus hirsutus,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DIAPTOMIDAE,Wilson,,54982
InvertEBase Marine Invertebrates of California,Diaptomus nevadensis,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DIAPTOMIDAE,Light,,54990
InvertEBase Marine Invertebrates of California,Diaptomus novamexicanus,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DIAPTOMIDAE,"Herrick, 1895",,54957
InvertEBase Marine Invertebrates of California,Diaptomus pallidus,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DIAPTOMIDAE,Herrick,,54961
InvertEBase Marine Invertebrates of California,Diaptomus shoshone,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DIAPTOMIDAE,Forbes,,54985
InvertEBase Marine Invertebrates of California,Diaptomus siciloides,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DIAPTOMIDAE,"Lilljeborg, 1889",,54963
InvertEBase Marine Invertebrates of California,Diaptomus signicauda,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DIAPTOMIDAE,Lilljerborg,,54994
InvertEBase Marine Invertebrates of California,Diaptomus tyrrelli,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DIAPTOMIDAE,Poppe,,54972
InvertEBase Marine Invertebrates of California,Hesperodiaptomus californiensis,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DIAPTOMIDAE,"Scanlin and J. W. Reid, 1996",,51256
InvertEBase Marine Invertebrates of California,Hesperodiaptomus eiseni,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DIAPTOMIDAE,"(Lilljeborg in Guerne and Richard, 1889)",,51257
InvertEBase Marine Invertebrates of California,Hesperodiaptomus franciscanus,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DIAPTOMIDAE,"(Lilljeborg in Guerne and Richard, 1889)",,51258
InvertEBase Marine Invertebrates of California,Leptodiaptomus siciloides,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DIAPTOMIDAE,"(Lilljeborg in Guerne and Richard, 1889)",,55010
InvertEBase Marine Invertebrates of California,Leptodiaptomus tyrrelli,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DIAPTOMIDAE,"(Poppe, 1888)",,51280
InvertEBase Marine Invertebrates of California,Skistodiaptomus pallidus,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DIAPTOMIDAE,"(Herrick, 1879)",,51292
InvertEBase Marine Invertebrates of California,Diastoma melanioides,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DIASTOMIDAE,"(Reeve, 1849)",,131713
InvertEBase Marine Invertebrates of California,Anchicolurus occidentalis,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DIASTYLIDAE,"(Calman, 1912)",,39373
InvertEBase Marine Invertebrates of California,Colurostylis occidentalis,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DIASTYLIDAE,,,41470
InvertEBase Marine Invertebrates of California,Diastylis californica,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DIASTYLIDAE,"Zimmer, 1936",,41458
InvertEBase Marine Invertebrates of California,Diastylis crenellata,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DIASTYLIDAE,"Watling and McCann, 1997",,39375
InvertEBase Marine Invertebrates of California,Diastylis paraspinulosa,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DIASTYLIDAE,"Zimmer, 1926",,41441
InvertEBase Marine Invertebrates of California,Diastylis pellucida,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DIASTYLIDAE,"J. F. L. Hart, 1930",,41440
InvertEBase Marine Invertebrates of California,Diastylis quadriplicata,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DIASTYLIDAE,"Watling and McCann, 1997",,39377
InvertEBase Marine Invertebrates of California,Diastylis santamariensis,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DIASTYLIDAE,"Watling and McCann, 1997",,39378
InvertEBase Marine Invertebrates of California,Diastylis sentosa,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DIASTYLIDAE,"Watling and McCann, 1997",,39379
InvertEBase Marine Invertebrates of California,Diastylopsis dawsoni,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DIASTYLIDAE,"S. I. Smith, 1880",,41462
InvertEBase Marine Invertebrates of California,Diastylopsis tenuis,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DIASTYLIDAE,"Zimmer, 1936",,41463
InvertEBase Marine Invertebrates of California,Leptostylis abditis,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DIASTYLIDAE,"Watling and McCann, 1997",,39382
InvertEBase Marine Invertebrates of California,Leptostylis calva,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DIASTYLIDAE,"Watling and McCann, 1997",,39383
InvertEBase Marine Invertebrates of California,Leptostylis villosa,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DIASTYLIDAE,"G. O. Sars, 1869",,41466
InvertEBase Marine Invertebrates of California,Oxyurostylis pacifica,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DIASTYLIDAE,"Zimmer, 1936",,41506
InvertEBase Marine Invertebrates of California,Anthosoma crassum,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DICHELESTHIIDAE,"(Abildgaard, 1794)",,57688
InvertEBase Marine Invertebrates of California,Choricotyle exilis,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DICLIDOPHORIDAE,,,107115
InvertEBase Marine Invertebrates of California,Spongionella pulchella,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DICTYODENDRILLIDAE,,,101939
InvertEBase Marine Invertebrates of California,Dicyemennea brevicephala,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DICYEMIDAE,"McConnaughey, 1941",,247652
InvertEBase Marine Invertebrates of California,Dicyemennea californica,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DICYEMIDAE,"McConnaughey, 1941",,247653
InvertEBase Marine Invertebrates of California,Dicyemennea nouveli,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DICYEMIDAE,"McConnaughey, 1959",,247659
InvertEBase Marine Invertebrates of California,Didemnum carnulentum,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DIDEMNIDAE,"Ritter and Forsyth, 1917",,100172
InvertEBase Marine Invertebrates of California,Didemnum lahillei,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DIDEMNIDAE,"Hartmeyer, 1909",,100636
InvertEBase Marine Invertebrates of California,Didemnum vexillum,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DIDEMNIDAE,"Kott, 2002",,247680
InvertEBase Marine Invertebrates of California,Diplosoma listerianum,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DIDEMNIDAE,,,100212
InvertEBase Marine Invertebrates of California,Diplosoma macdonaldi,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DIDEMNIDAE,"Herdman, 1886",,100211
InvertEBase Marine Invertebrates of California,Lissoclinum fragile,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DIDEMNIDAE,"(Van Name, 1902)",,100207
InvertEBase Marine Invertebrates of California,Trididemnum opacum,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DIDEMNIDAE,"(Ritter, 1907)",,100189
InvertEBase Marine Invertebrates of California,Malika limosa,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DILEPIDIDAE,"(Fuhrmann, 1907)",,247752
InvertEBase Marine Invertebrates of California,Paricterotaenia ransomi,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DILEPIDIDAE,"(Linton, 1927)",,243148
InvertEBase Marine Invertebrates of California,Dimya californiana,Dean Pentcheff,pentcheff@gmail.com ,California dimyid,Inventory,DIMYIDAE,"S. S. Berry, 1936",,15839
InvertEBase Marine Invertebrates of California,Dinonemertes mollis,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DINONEMERTIDAE,"sensu Coe, 1926",,247789
InvertEBase Marine Invertebrates of California,Tubonemertes wheeleri,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DINONEMERTIDAE,"(Coe, 1936)",,167512
InvertEBase Marine Invertebrates of California,Dioctophyme renale,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DIOCTOPHYMATIDAE,"(Goeze, 1782)",,247800
InvertEBase Marine Invertebrates of California,Dardanus magdalenensis,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DIOGENIDAE,"Ayón Parente & Hendrickx, 2009",,246870
InvertEBase Marine Invertebrates of California,Dardanus megistos,Dean Pentcheff,pentcheff@gmail.com ,whitespotted hermit,Inventory,DIOGENIDAE,"(J. F. W. Herbst, 1804)",,74910
InvertEBase Marine Invertebrates of California,Dardanus sinistripes,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DIOGENIDAE,"(Stimpson, 1859)",,118560
InvertEBase Marine Invertebrates of California,Isocheles pilosus,Dean Pentcheff,pentcheff@gmail.com ,moon snail hermit,Inventory,DIOGENIDAE,"(Holmes, 1900)",,76850
InvertEBase Marine Invertebrates of California,Paguristes bakeri,Dean Pentcheff,pentcheff@gmail.com ,digger hermit,Inventory,DIOGENIDAE,"Holmes, 1900",,76831
InvertEBase Marine Invertebrates of California,Paguristes parvus,Dean Pentcheff,pentcheff@gmail.com ,island hermit,Inventory,DIOGENIDAE,"Holmes, 1900",,76832
InvertEBase Marine Invertebrates of California,Paguristes turgidus,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DIOGENIDAE,"(Stimpson, 1856)",,76811
InvertEBase Marine Invertebrates of California,Paguristes ulreyi,Dean Pentcheff,pentcheff@gmail.com ,furry hermit,Inventory,DIOGENIDAE,"Schmitt, 1921",,76810
InvertEBase Marine Invertebrates of California,Amphiascopsis cinctus,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DIOSACCIDAE,"(Claus, 1866)",,56537
InvertEBase Marine Invertebrates of California,Amphiascus minutus,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DIOSACCIDAE,"(Claus, 1863)",,56539
InvertEBase Marine Invertebrates of California,Amphiascus tenuiremis,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DIOSACCIDAE,"(Brady and D. Robertson, 1875)",,56563
InvertEBase Marine Invertebrates of California,Amphiascus undosus,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DIOSACCIDAE,"Lang, 1965",,56540
InvertEBase Marine Invertebrates of California,Diosaccus spinatus,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DIOSACCIDAE,"Campbell, 1929",,56524
InvertEBase Marine Invertebrates of California,Stenhelia diegensis,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DIOSACCIDAE,"Thistle and Coull, 1979",,52093
InvertEBase Marine Invertebrates of California,Stenhelia longipilosa,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DIOSACCIDAE,"Lang, 1965",,56691
InvertEBase Marine Invertebrates of California,Typhlamphiascus pectinifer,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DIOSACCIDAE,"Lang, 1965",,56702
InvertEBase Marine Invertebrates of California,Chelophyes appendiculata,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DIPHYIDAE,"(Eschscholtz, 1829)",,34653
InvertEBase Marine Invertebrates of California,Diphyes dispar,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DIPHYIDAE,"Chamisso and Eysenhardt, 1821",,34682
InvertEBase Marine Invertebrates of California,Eudoxoides spiralis,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DIPHYIDAE,"(H. B. Bigelow, 1911)",,34686
InvertEBase Marine Invertebrates of California,Gilia reticulata,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DIPHYIDAE,"(Totton, 1954)",,35859
InvertEBase Marine Invertebrates of California,Lensia conoidea,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DIPHYIDAE,"(Keferstein and Ehlers, 1860)",,34659
InvertEBase Marine Invertebrates of California,Lensia hostile,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DIPHYIDAE,"Totton, 1941",,34671
InvertEBase Marine Invertebrates of California,Muggiaea atlantica,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DIPHYIDAE,"Cunningham, 1892",,34675
InvertEBase Marine Invertebrates of California,Sulculeolaria quadrivalvis,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DIPHYIDAE,"Blainville, 1834",,34689
InvertEBase Marine Invertebrates of California,Dibothriocephalus latus,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DIPHYLLOBOTHRIIDAE,"(Linnaeus, 1758) Lühe, 1899",,133214
InvertEBase Marine Invertebrates of California,Diphyllobothrium sprakeri,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DIPHYLLOBOTHRIIDAE,"Hernández-Orts, Kuzmina, Gomez-Puerta & Kuchta, 2021",,247892
InvertEBase Marine Invertebrates of California,Ligula intestinalis,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DIPHYLLOBOTHRIIDAE,"(Linnaeus, 1758) Gmelin, 1790",,165466
InvertEBase Marine Invertebrates of California,Diplangus macrovitellus,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DIPLANGIDAE,"(Winter, 1954) Winter, 1960",,247902
InvertEBase Marine Invertebrates of California,Diplangus mexicanus,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DIPLANGIDAE,"Bravo-Hollis & Manter, 1957",,247903
InvertEBase Marine Invertebrates of California,Diplangus triradiatus,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DIPLANGIDAE,"Manter & Van Cleave, 1951",,247907
InvertEBase Marine Invertebrates of California,Rhamnocercus rhamnocercus,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DIPLECTANIDAE,,,107047
InvertEBase Marine Invertebrates of California,Diplostomum spathaceum,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DIPLOSTOMATIDAE,,,107315
InvertEBase Marine Invertebrates of California,Ornithodiplostomum ptychocheilus,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DIPLOSTOMATIDAE,,,107323
InvertEBase Marine Invertebrates of California,Dipylidium caninum,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DIPYLIDIIDAE,"(Linnaeus, 1758)",,248124
InvertEBase Marine Invertebrates of California,Aphotopontius forcipatus,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DIRIVULTIDAE,"Humes, 1987",,51830
InvertEBase Marine Invertebrates of California,Dirona albolineata,Dean Pentcheff,pentcheff@gmail.com ,white-line dirona,Inventory,DIRONIDAE,"MacFarland, 1905",,15174
InvertEBase Marine Invertebrates of California,Dirona picta,Dean Pentcheff,pentcheff@gmail.com ,painted dirona,Inventory,DIRONIDAE,"MacFarland, 1905",,15176
InvertEBase Marine Invertebrates of California,Discus catskillensis,Dean Pentcheff,pentcheff@gmail.com ,angular disc,Inventory,DISCIDAE,"(Pilsbry, 1896)",,7568
InvertEBase Marine Invertebrates of California,Discus rotundatus,Dean Pentcheff,pentcheff@gmail.com ,rotund disc,Inventory,DISCIDAE,"(Muller, 1774)",,7575
InvertEBase Marine Invertebrates of California,Discus ruderatus,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DISCIDAE,"(W. Hartmann, 1821)",,118809
InvertEBase Marine Invertebrates of California,Discus selenitoides,Dean Pentcheff,pentcheff@gmail.com ,file disc,Inventory,DISCIDAE,"(Pilsbry, 1890)",,2941
InvertEBase Marine Invertebrates of California,Discus shimekii,Dean Pentcheff,pentcheff@gmail.com ,striate disc,Inventory,DISCIDAE,"(Pilsbry, 1890)",,2942
InvertEBase Marine Invertebrates of California,Discus whitneyi,Dean Pentcheff,pentcheff@gmail.com ,forest disc,Inventory,DISCIDAE,"(Newcomb, 1864)",,2943
InvertEBase Marine Invertebrates of California,Discus whitneyi whitneyi,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DISCIDAE,,,133484
