Family,ScientificName,ScientificNameAuthorship,CommonName,Notes,TaxonId
RETIMOHNIIDAE,"Retimohnia vernalis","(Dall, 1913)",,,11964
RETUSIDAE,"Retusa carpenteri","(Hanley, 1859)",,,275651
RETUSIDAE,"Retusa montereyensis","A. G. Smith and M. Gordon, 1948","Monterey barrel-bubble",,14655
RETUSIDAE,"Retusa xystrum","Dall, 1919","polished barrel-bubble",,14656
RHABDIASIDAE,"Rhabdias ranae","Walton, 1929",,,183895
RHABDIDAE,"Rhabdus dalli","(Pilsbry and Sharp, 1897)",,,8775
RHABDIDAE,"Rhabdus rectius","(Carpenter, 1864)","straight tuskshell",,8774
RHINCALANIDAE,"Rhincalanus nasutus","Giesbrecht, 1888",,,54575
RHIZANGIIDAE,"Astrangia californica","Durham and Barnard, 1952",,,32663
RHIZANGIIDAE,"Astrangia dentata","Verrill, 1866",,,32666
RHIZANGIIDAE,"Astrangia haimei","Verrill, 1866",,,32667
RHIZANGIIDAE,"Astrangia lajollaensis","Durham, 1947",,,32248
RHIZANGIIDAE,"Astrangia poculata","(Ellis and Solander, 1786)",,,32242
RHIZORIDAE,"Volvulella californica","Dall, 1919","California spindle-bubble",,14669
RHIZORIDAE,"Volvulella cylindrica","(Carpenter, 1864)","cylindrical spindle-bubble",,14665
RHIZORIDAE,"Volvulella panamica","Dall, 1919","Panamic spindle-bubble",,14670
RHODALIIDAE,"Dromalia alexandri","H. B. Bigelow, 1911",,,34744
RHODALIIDAE,"Stephalia dilata","(Bigelow, 1911)",,,236518
RHOPALONEMATIDAE,"Aglantha digitale","(O. F. Müller, 1776)","pink helmet",,33664
RHOPALONEMATIDAE,"Aglaura hemistoma","Péron and Lesueur, 1810",,,31167
RHOPALONEMATIDAE,"Colobonema sericeum","Vanhöffen, 1902","silky medusa",,31179
RHOPALONEMATIDAE,"Colobonema typicum","(Maas, 1897)",,,31180
RHOPALONEMATIDAE,"Pantachogon haeckeli","Maas, 1893",,,31209
RHOPALONEMATIDAE,"Rhopalonema velatum","Gegenbaur, 1856",,,31187
RHOPALONEMATIDAE,"Tetrorchis erythrogaster","Bigelow, 1909",,,31193
RHOPALONEMATIDAE,"Vampyrocrossota childressi","Thuesen, 1993",,,33666
RHYNCHOMOLGIDAE,"Acanthomolgus eminulus","Humes and Lewbel, 1977",,,51761
RHYNCHOMOLGIDAE,"Acanthomolgus pollicaris","Humes and Lewbel, 1977",,,51762
RHYNCHOMOLGIDAE,"Doridicola confinis","(Humes, 1982)",,,51765
RHYNCHOMOLGIDAE,"Doridicola pertinax","(Humes, 1982)",,,51766
RHYNCHOMOLGIDAE,"Doridicola sunnivae","(Humes, 1982)",,,51767
RHYNCHOMOLGIDAE,"Doridicola turmalis","(Humes, 1982)",,,51768
RIFTIIDAE,"Riftia pachyptila","Jones, 1981",,,84307
RINGICULIDAE,"Microglyphis brevicula","(Dall, 1902)","short baby-bubble",,14502
RISSOELLIDAE,"Cythnia albida","Carpenter, 1864",,,5447
RISSOELLIDAE,"Rissoella anguliferens","(de Folin, 1870)",,,233162
RISSOELLIDAE,"Rissoella hertleini","A. G. Smith and M. Gordon, 1948","Monterey risso",,4416
RISSOELLIDAE,"Rissoella tumens","(Carpenter, 1857)",,,158402
RISSOIDAE,"Alvania aequisculpta","Keep, 1887",,,4094
RISSOIDAE,"Alvania almo","Bartsch, 1911",,,4098
RISSOIDAE,"Alvania carpenteri","(Weinkauff, 1885)",,,4051
RISSOIDAE,"Alvania compacta","(Carpenter, 1864)",,,4054
RISSOIDAE,"Alvania cosmia","Bartsch, 1911",,,4096
RISSOIDAE,"Alvania dalli","Bartsch, 1927",,,4057
RISSOIDAE,"Alvania dinora","Bartsch, 1917",,,4059
RISSOIDAE,"Alvania halia","Bartsch, 1911",,,123236
RISSOIDAE,"Alvania keenae","Gordon, 1939",,,4101
RISSOIDAE,"Alvania microglypta","Haas, 1943","fine-cut alvania",,4097
RISSOIDAE,"Alvania montereyensis","Bartsch, 1911",,,4061
RISSOIDAE,"Alvania oldroydae","Bartsch, 1911",,,4093
RISSOIDAE,"Alvania pedroana","Bartsch, 1911",,,4107
RISSOIDAE,"Alvania purpurea","Dall, 1871",,,4091
RISSOIDAE,"Alvania rosana","Bartsch, 1911","Santa Rosa alvania",,4092
RISSOIDAE,"Alvania trachisma","Bartsch, 1911",,,4116
RISSOIDAE,"Cingula montereyensis","Bartsch, 1912",,,4129
RISSOIDAE,"Cingula orvieta","(Dall, 1919)",,,243805
RISSOIDAE,"Cingula outis","(Tomlin, 1931)",,,172495
RISSOIDAE,"Manzonia aequisculpta","(Keep, 1887)",,,4258
RISSOIDAE,"Manzonia almo","(Bartsch, 1911)",,,4259
RISSOIDAE,"Manzonia cosmia","(Bartsch, 1911)","cosmic alvania",,4260
RISSOIDAE,"Manzonia purpurea","(Dall, 1871)","purple alvania",,4261
RISSOIDAE,"Onoba alaskana","(Dall, 1886)",,,4237
RISSOIDAE,"Onoba carpenteri","(Weinkauff, 1885)",,,4240
RISSOINIDAE,"Rissoina californica","Bartsch, 1915",,,4186
RISSOINIDAE,"Rissoina coronadoensis","Bartsch, 1915",,,275663
RISSOINIDAE,"Rissoina excolpa","Bartsch, 1915",,,275277
RISSOINIDAE,"Rissoina expansa","Carpenter, 1865",,,4164
RISSOINIDAE,"Rissoina hannai","A. G. Smith and Gordon, 1948",,,4168
RISSOINIDAE,"Rissoina keenae","A. G. Smith and M. Gordon, 1948",,,4167
RISSOINIDAE,"Rissoina mexicana","Bartsch, 1915",,,4157
ROBERTSONIDRIDAE,"Robertsonidra oligopus","(Robertson, 1908)",,,168272
ROSSELLIDAE,"Acanthascus platei","Schulze, 1899",,,104975
ROSSELLIDAE,"Aphorme horrida","Schulze, 1899",,,237357
ROSSELLIDAE,"Bathydorus laniger","Kahn, Geller, Reiswig & Smith Jr., 2013",,,116595
ROSSELLIDAE,"Caulophacus adakensis","Reiswig & Stone, 2013",,,174089
ROSSELLIDAE,"Caulophacus schulzei",,,,104959
ROSSELLIDAE,"Hyalascus farallonesensis","Reiswig, 2018",,,259285
ROSSELLIDAE,"Rhabdocalyptus asper","Schulze, 1899",,,104967
ROSSELLIDAE,"Rhabdocalyptus dawsoni","(Lambe, 1892)",,,104965
ROSSELLIDAE,"Staurocalyptus dowlingi",,,,104970
ROSSELLIDAE,"Staurocalyptus fasciculatus","Schulze, 1899",,,104971
ROSSELLIDAE,"Staurocalyptus solidus","Schulze, 1899",,,104972
RUNCINIDAE,"Runcina ferruginea","Kress, 1977",,,10780
RUTIDERMATIDAE,"Rutiderma apex","Kornicker and Harrison-Nelson, 1997",,,53168
RUTIDERMATIDAE,"Rutiderma chessi","Kornicker and B. Myers, 1981",,,53169
RUTIDERMATIDAE,"Rutiderma judayi","McKenzie, 1965",,,53171
RUTIDERMATIDAE,"Rutiderma lomae","(Juday, 1907)",,,53819
RUTIDERMATIDAE,"Rutiderma rostratum","Juday, 1907",,,53174
RUTIDERMATIDAE,"Rutiderma rotundum","Poulsen, 1965",,,53175
SABELLARIIDAE,"Idanthyrsus ornamentatus",,,,86869
SABELLARIIDAE,"Neosabellaria cementarium","(Moore, 1906)",,,149722
SABELLARIIDAE,"Phragmatopoma californica","Kinberg, 1867",,,86878
SABELLARIIDAE,"Sabellaria cementarium",,,,86871
SABELLARIIDAE,"Sabellaria gracilis",,,,86875
SABELLARIIDAE,"Sabellaria spinulosa",,,,86873
SABELLIDAE,"Acromegalomma circumspectum","(Moore, 1923)",,,240165
SABELLIDAE,"Acromegalomma coloratum","(Chamberlin, 1919)",,,149663
SABELLIDAE,"Acromegalomma pigmentum","(Reish, 1963)",,,250974
SABELLIDAE,"Acromegalomma splendidum","(Moore, 1905)",,,171986
SABELLIDAE,"Bispira elegans","(Bush, 1905)",,,162843
SABELLIDAE,"Bispira pacifica","(Berkeley & Berkeley, 1954)",,,173322
SABELLIDAE,"Bispira turneri","Hartman, 1969",,,149681
SABELLIDAE,"Bispira volutacornis",,,,87209
SABELLIDAE,"Branchiomma bairdi","(McIntosh, 1885)",,,153651
SABELLIDAE,"Chone ecaudata",,,,87150
SABELLIDAE,"Chone gracilis",,,,87146
SABELLIDAE,"Chone infundibuliformis","Kroeyer, 1856",,,87147
SABELLIDAE,"Chone minuta",,,,87158
SABELLIDAE,"Chone mollis",,,,87156
SABELLIDAE,"Dialychone albocincta","(Banse, 1971)",,,247437
SABELLIDAE,"Dialychone veleronis","(Banse, 1972)",,,247439
SABELLIDAE,"Euchone hancocki",,,,87167
SABELLIDAE,"Euchone limnicola",,,,87170
SABELLIDAE,"Eudistylia catharinae","Banse, 1979",,,138214
SABELLIDAE,"Eudistylia polymorpha",,,,87174
SABELLIDAE,"Eudistylia vancouveri",,,,87176
SABELLIDAE,"Fabricia limnicola",,,,87218
SABELLIDAE,"Fabricia sabella",(Ehrenberg),,,87214
SABELLIDAE,"Fabriciola berkeleyi","Banse, 1956",,,87234
SABELLIDAE,"Fabrisabella similis","Fauchald, 1972",,,257675
SABELLIDAE,"Manayunkia speciosa","Leidy, 1859",,,87223
SABELLIDAE,"Megalomma circumspectum",,,,87184
SABELLIDAE,"Megalomma splendida",,,,87177
SABELLIDAE,"Myxicola aesthetica",,,,87186
SABELLIDAE,"Myxicola infundibulum","(Renier, 1804)",,,87187
SABELLIDAE,"Paradialychone ecaudata","(Moore, 1903)",,,149734
SABELLIDAE,"Parasabella media","Bush, 1905",,,118584
SABELLIDAE,"Parasabella pallida","Moore, 1923",,,247051
SABELLIDAE,"Parasabella rugosa","(Moore, 1904)",,,118824
SABELLIDAE,"Potamilla intermedia",,,,87193
SABELLIDAE,"Potamilla neglecta",(Sars),,,87188
SABELLIDAE,"Potamilla occelata",,,,87195
SABELLIDAE,"Potamilla reniformis",(Leuckart),,,87197
SABELLIDAE,"Pseudopotamilla debilis","Bush, 1905",,,168021
SABELLIDAE,"Pseudopotamilla socialis","Hartman, 1944",,,158018
SABELLIDAE,"Sabella crassicornis",Sars,,,87199
SABELLIDAE,"Schizobranchia insignis",,,,87208
SACCOCIRRIDAE,"Saccocirrus sonomacus","Martin, 1977",,,162848
SACCULINIDAE,"Heterosaccus californicus","Boschma, 1933",,,57847
SACCULINIDAE,"Sacculina carcini","Thompson, 1836",,,57848
SAGDIDAE,"Lacteoluna selenina","(Gould, 1848)","moonlight mudcloak",,7801
SAGITTIDAE,"Caecosagitta macrocephala","(Fowler, 1904)",,,166046
SAGITTIDAE,"Decipisagitta decipiens","(Fowler, 1905)",,,166037
SAGITTIDAE,"Mesosagitta minima","(Grassi, 1881)",,,166049
SAGITTIDAE,"Pseudosagitta lyra","(Krohn, 1853)",,,166043
SAGITTIDAE,"Sagitta bipunctata","Quoy & Gaimard, 1827",,,162849
SAGITTIDAE,"Solidosagitta planctonis","(Steinhaus, 1896)",,,166052
SALPIDAE,"Cyclosalpa affinis",,,,99668
SALPIDAE,"Cyclosalpa bakeri",,,,99669
SALPIDAE,"Iasis zonaria",,,,99671
SALPIDAE,"Salpa fusiformis",,,,99672
SALPIDAE,"Salpa maxima",,,,99673
SALPIDAE,"Thalia democratica",,,,99676
SALPIDAE,"Thetys vagina","Tilesius, 1802",,,99677
SANGUINICOLIDAE,"Cardicola nonamo","Bullard, 2010",,,241557
SANTIIDAE,"Santia hirsuta","(Menzies, 1951)",,,67298
SAPPHIRINIDAE,"Sapphirina angusta","Dana, 1849",,,57406
SARSIELLIDAE,"Eusarsiella pseudospinosa","(Baker, 1977)",,,53186
SAVIGNYELLIDAE,"Savignyella lafontii","(Audouin, 1826)",,,158512
SCALIBREGMATIDAE,"Hyboscolex pacificus",,,,86628
SCALIBREGMATIDAE,"Scalibregma californicum","Blake, 2000",,,149755
SCALIBREGMATIDAE,"Scalibregma inflatum","Rathke, 1843",,,86618
SCALPELLIDAE,"Barbascalpellum sanctaebarbarae","(Pilsbry, 1907)",,,65285
SCALPELLIDAE,"Gymnoscalpellum larvale","(Pilsbry, 1907)",,,66180
SCALPELLIDAE,"Hamatoscalpellum californicum","(Pilsbry, 1907)",,,62237
SCALPELLIDAE,"Mesoscalpellum sanctaebarbarae","(Pilsbry, 1907)",,,66167
SCALPELLIDAE,"Neoscalpellum phantasma","(Pilsbry, 1907)",,,66185
SCALPELLIDAE,"Scalpellum californicum",,,,66130
SCALPELLIDAE,"Teloscalpellum sanctipetrense","(Pilsbry, 1907)",,,65300
SCALPELLIDAE,"Verum proximum","(Pilsbry, 1907)",,,65307
SCAPHANDRIDAE,"Scaphander interruptus","Dall, 1889",,,162872
SCAPHANDRIDAE,"Scaphander lignarius","(Linnaeus, 1767)",,,14566
SCAPHANDRIDAE,"Scaphander punctostriatus","(Mighels and C. B. Adams, 1842)","giant canoe-bubble",,14564
SCHISTOSOMATIDAE,"Austrobilharzia penneri","Short & Holliman, 1961",,,238775
SCHIZASTERIDAE,"Brisaster latifrons","(A. Agassiz, 1898)",,,27198
SCHIZASTERIDAE,"Brisaster moseleyi","(A. Agassiz, 1881)",,,116771
SCHIZASTERIDAE,"Schizaster morlini","Grant & Hertlein, 1956",,,162882
SCHIZOPATHIDAE,"Alternatipathes alternata","(Brook, 1889)",,,235435
SCHIZOPATHIDAE,"Alternatipathes bipinnata","(Opresko, 2005)",,,235436
SCHIZOPLACIDAE,"Schizoplax brandtii","(Middendorff, 1847)",,,19968
SCHIZOPORELLIDAE,"Arthropoma cecilii","(Audouin, 1826)",,,112009
SCHIZOPORELLIDAE,"Hippodiplosia insculpta",,,,111999
SCHIZOPORELLIDAE,"Hippodiplosia obesa","(Waters, 1900)",,,112004
SCHIZOPORELLIDAE,"Hippomonavella parvicapitata","(Canu & Bassler, 1930)",,,146531
SCHIZOPORELLIDAE,"Schizomavella acuta","Osburn, 1952",,,168363
SCHIZOPORELLIDAE,"Schizomavella auriculata","(Hassall, 1842)",,,111995
SCHIZOPORELLIDAE,"Schizomavella auriculata ochracea","(Hincks, 1880)",,,112932
SCHIZOPORELLIDAE,"Schizoporella biaperta","(Michelin, 1841)",,,111974
SCHIZOPORELLIDAE,"Schizoporella cornuta",,,,111973
SCHIZOPORELLIDAE,"Schizoporella errata",Waters,,,111975
SCHIZOPORELLIDAE,"Schizoporella longirostris","Hincks, 1886",,,112481
SCHIZOPORELLIDAE,"Schizoporella unicornis","(Johnston, 1874)",,,111970
SCHIZOPORELLIDAE,"Smittoidea prolifica","Osburn, 1952",,,112296
SCINIDAE,"Scina borealis","(G. O. Sars, 1882)",,,75650
SCINIDAE,"Scina crassicornis","(J. C. Fabricius, 1775)",,,70428
SCINIDAE,"Scina curilensis","Vinogradov, 1956",,,75651
SCINIDAE,"Scina curvidactyla","Chevreux, 1914",,,75663
SCINIDAE,"Scina hawaiensis","G. Brusca, 1979",,,168395
SCINIDAE,"Scina incerta","Chevreux, 1900",,,75652
SCINIDAE,"Scina rattrayi","Stebbing, 1895",,,75657
SCINIDAE,"Scina spinosa",,,,75653
SCINIDAE,"Scina tullbergi","(Bovallius, 1885)",,,75659
SCINIDAE,"Scina wolterecki","Wagler, 1926",,,75656
SCISSURELLIDAE,"Coronadoa simonsae","Bartsch, 1946",,,117941
SCISSURELLIDAE,"Scissurella lyra","S. S. Berry, 1947",,,11988
SCISSURELLIDAE,"Sinezona rimuloides","(Carpenter, 1865)","rim scissurelle",,11996
SCISSURELLIDAE,"Sukashitrochus atkinsoni","(Tenison-Woods, 1877)",,,142682
SCLERODACTYLIDAE,"Eupentacta quinquesemita","(Selenka, 1867)",,,26482
SCLERODACTYLIDAE,"Pachythyone rubra","(H. L. Clark, 1901)",,,26480
SCOLECITRICHIDAE,"Scopalatum vorax","(Esterly, 1911)",,,51377
SCOLECITRICHIDAE,"Scottocalanus persecans","(Giesbrecht, 1895)",,,54894
SCRUPARIIDAE,"Scruparia ambigua",D'orbigny,,,113493
SCRUPARIIDAE,"Scruparia chelata","(Linnaeus, 1758)",,,113494
SCRUPOCELLARIIDAE,"Caberea boryi","Audouin, 1826",,,113687
SCRUPOCELLARIIDAE,"Caberea ellisii","(Fleming, 1818)",,,113686
SCRUPOCELLARIIDAE,"Scrupocellaria californica","Trask, 1857",,,113682
SCRUPOCELLARIIDAE,"Scrupocellaria diegensis",,,,113681
SCRUPOCELLARIIDAE,"Tricellaria erecta",,,,113692
SCRUPOCELLARIIDAE,"Tricellaria occidentalis",,,,113693
SCRUPOCELLARIIDAE,"Tricellaria praescuta",,,,113695
SCRUPOCELLARIIDAE,"Tricellaria ternata","(Ellis and Solander, 1786)",,,113688
SCYLLARIDAE,"Evibacus princeps","Smith, 1869","shield fan lobster",,78644
SCYPHACIDAE,"Armadilloniscus coronacapitalis","Menzies, 1950",,,75514
SCYPHACIDAE,"Armadilloniscus holmesi","Arcangeli, 1933",,,75513
SCYPHACIDAE,"Armadilloniscus lindahli","(H. Richardson, 1905)",,,75516
SCYPHACIDAE,"Detonella papillicornis","(H. Richardson, 1904)",,,75511
SEGUENZIIDAE,"Seguenzia caliana","Dall, 1919",,,12616
SEGUENZIIDAE,"Seguenzia certoma","Dall, 1919",,,12613
SEGUENZIIDAE,"Seguenzia giovia","Dall, 1919","California seguenzia",,12614
SEMELIDAE,"Abra aequalis","(Say, 1822)","Atlantic abra",,20844
SEMELIDAE,"Abra californica","Knudsen, 1970",,,20851
SEMELIDAE,"Cumingia californica","Conrad, 1837","California semele",,20857
SEMELIDAE,"Cumingia lamellosa","G. B. Sowerby I, 1833",,,118130
SEMELIDAE,"Ervilia castanea","(Montagu, 1803)",,,18883
SEMELIDAE,"Leptomya ecuadoriana","Soot-Ryen, 1957",,,135724
SEMELIDAE,"Semele bicolor","(C. B. Adams, 1852)",,,142813
SEMELIDAE,"Semele californica","(Reeve, 1853)",,,161745
SEMELIDAE,"Semele decisa","(Conrad, 1837)","clipped semele",,20839
SEMELIDAE,"Semele flavescens","(Gould, 1851)",,,142821
SEMELIDAE,"Semele incongrua","Carpenter, 1864",,,20841
SEMELIDAE,"Semele pallida","(G. B. Sowerby I, 1833)",,,158633
SEMELIDAE,"Semele pilsbryi","Olsson, 1961",,,121748
SEMELIDAE,"Semele pulchra","(G. B. Sowerby I, 1832)","beautiful semele",,20842
SEMELIDAE,"Semele radiata","(Say, 1826)",,,142829
SEMELIDAE,"Semele rubropicta","Dall, 1871","rose-painted semele",,20835
SEMELIDAE,"Semele rupicola","Dall, 1915","rock semele",,20840
SEMELIDAE,"Semele rupium","(G. B. Sowerby I, 1833)",,,151291
SEMELIDAE,"Semele venusta","(Reeve, 1853)","sharp-rib semele",,19384
SEMELIDAE,"Semele verrucosa","Mörch, 1860",,,158631
SEMELIDAE,"Semelina campbellorum","Coan, 2003",,,206808
SEMELIDAE,"Theora lubrica","Gould, 1861","Asian semele",,20859
SEMNODERIDAE,"Semnoderes pacificus","Higgins, 1967",,,177382
SEPIIDAE,"Sepia lycidas","Gray, 1849",,,23082
SEPIOLIDAE,"Rossia pacifica","Berry, 1911","eastern pacific bobtail",,23723
SEPIOLIDAE,"Rossia pacifica diegensis","Berry, 1912",,,24371
SERGESTIDAE,"Petalidium suspiriosum","Burkenroad, 1937",,,67841
SERGESTIDAE,"Sergestes atlanticus","H. Milne Edwards, 1830",,,67813
SERGESTIDAE,"Sergestes consobrinus","Milne, 1968",,,67814
SERGESTIDAE,"Sergestes similis","Hansen, 1903",,,67810
SEROLIDAE,"Heteroserolis carinata","(Lockington, 1877)",,,48652
SERPULIDAE,"Apomatus geniculatus","(Moore & Bush, 1904)",,,230093
SERPULIDAE,"Circeis armoricana","Saint-Joseph, 1894",,,84212
SERPULIDAE,"Circeis spirillum","(Linnaeus, 1758)",,,84210
SERPULIDAE,"Crucigera websteri",,,,87271
SERPULIDAE,"Crucigera zygophora",,,,87270
SERPULIDAE,"Dexiospira spirillum",(Linnaeus),,,87296
SERPULIDAE,"Ficopomatus enigmaticus","(Fauvel, 1923)",,,87354
SERPULIDAE,"Hydroides elegans","(Haswell, 1883)",,,87318
SERPULIDAE,"Hydroides gracilis","(Bush, 1905)",,,138614
SERPULIDAE,"Laeospira borealis","(Daudin, 1800)",,,168570
SERPULIDAE,"Paradexiospira vitrea","(Fabricius, 1780)",,,87273
SERPULIDAE,"Protolaeospira eximia","(Bush, 1905)",,,149745
SERPULIDAE,"Protoleodora asperata","(Bush, 1905)",,,168558
SERPULIDAE,"Protula atypha","Bush, 1904",,,87323
SERPULIDAE,"Protula superba",,,,87322
SERPULIDAE,"Pseudochitinopoma occidentalis","Bush, 1909",,,87352
SERPULIDAE,"Pseudovermilia conchata",,,,87345
SERPULIDAE,"Salmacina dysteri","(Huxley, 1855)",,,87342
SERPULIDAE,"Salmacina tribranchiata","(Moore, 1923)",,,87343
SERPULIDAE,"Serpula columbiana","Johnson, 1901",,,149756
SERPULIDAE,"Serpula vermicularis","Linnaeus, 1767",,,87274
SERPULIDAE,"Spirobranchus giganteus","(Pallas, 1766)",,,87324
SERPULIDAE,"Spirobranchus incrassatus","Krøyer in Mörch, 1863",,,168554
SERPULIDAE,"Spirobranchus spinosus","Moore, 1923",,,149761
SERPULIDAE,"Spirorbis lucidus",,,,168566
SERPULIDAE,"Vermiliopsis infundibulum","(Philippi, 1844)",,,87334
SERPULIDAE,"Vermiliopsis multiannulata",,,,87336
SERTULARIIDAE,"Abietinaria abietina","(Linnaeus, 1758)","sea fir",,30348
SERTULARIIDAE,"Abietinaria amphora","Nutting, 1904",,,30370
SERTULARIIDAE,"Abietinaria anguina","(Trask, 1857)",,,30371
SERTULARIIDAE,"Abietinaria costata","(Nutting, 1901)",,,30377
SERTULARIIDAE,"Abietinaria filicula","(Ellis & Solander, 1786)",,,30354
SERTULARIIDAE,"Abietinaria greenei","(Murray, 1860)",,,30373
SERTULARIIDAE,"Abietinaria pacifica","Stechow, 1923",,,30374
SERTULARIIDAE,"Abietinaria traski","(Torrey, 1902)",,,30375
SERTULARIIDAE,"Abietinaria variabilis","(Clark, 1877)",,,30350
SERTULARIIDAE,"Amphisbetia furcata","(Trask, 1857)",,,30463
SERTULARIIDAE,"Dynamena cornicina","McCrady, 1859",,,30416
SERTULARIIDAE,"Dynamena disticha","(Bosc, 1802)",,,30424
SERTULARIIDAE,"Fraseroscyphus hozawai","(Stechow, 1931)",,,162922
SERTULARIIDAE,"Hydrallmania distans","Nutting, 1899",,,30441
SERTULARIIDAE,"Selaginopsis triserialis","Mereschkowsky, 1878",,,30513
SERTULARIIDAE,"Sertularella conica","Allman, 1877",,,30273
SERTULARIIDAE,"Sertularella fusiformis","(Hincks, 1861)",,,30284
SERTULARIIDAE,"Sertularella pedrensis","Torrey, 1904",,,30278
SERTULARIIDAE,"Sertularella tricuspidata","(Alder, 1859)",,,30267
SERTULARIIDAE,"Sertularella turgida","(Trask, 1857)",,,30271
SERTULARIIDAE,"Sertularia anguina","Linnaeus, 1758",,,111555
SERTULARIIDAE,"Sertularia argentea","Linnaeus, 1758","squirrel's tail hydroid",,30318
SERTULARIIDAE,"Sertularia desmoides","Torrey, 1902",,,30333
SERTULARIIDAE,"Sertularia furcata","Trask, 1857",,,30335
SERTULARIIDAE,"Sertularia nana",,,,30322
SERTULARIIDAE,"Sertularia pumila","Linnaeus, 1758",,,30319
SERTULARIIDAE,"Sertularia similis","Clark, 1877",,,30307
SERTULARIIDAE,"Symplectoscyphus dentiferus","(Torrey, 1902)",,,162920
SERTULARIIDAE,"Symplectoscyphus pedrensis","(Torrey, 1904)",,,30479
SERTULARIIDAE,"Symplectoscyphus pinnatus","(Clark, 1877)",,,30480
SERTULARIIDAE,"Symplectoscyphus turgidus","(Trask, 1857)",,,30484
SERTULARIIDAE,"Thuiaria desmoides","(Torrey, 1902)",,,33657
SESARMIDAE,"Armases cinereum","(Bosc, 1802)","squareback marsh crab",,74510
SIBOGLINIDAE,"Osedax frankpressi","Rouse, Goffredi & Vrijenhoek, 2004",,,162213
SIBOGLINIDAE,"Osedax rubiplumus","Rouse, Goffredi & Vrijenhoek, 2004",,,162214
SICYONIIDAE,"Sicyonia ingentis","(Burkenroad, 1938)","rock shrimp",,67916
SICYONIIDAE,"Sicyonia penicillata","Lockington, 1879","target rock shrimp",,67919
SIDERASTREIDAE,"Siderastrea radcliffi","Faustino, 1931",,,162928
SIGALIONIDAE,"Leanira alba","Moore, 1910",,,171611
SIGALIONIDAE,"Neoleanira areolata",,,,84920
SIGALIONIDAE,"Pelogenia fimbriata","(Hartman, 1939)",,,175956
SIGALIONIDAE,"Sigalion spinosus","(Hartman, 1939)",,,162931
SIGALIONIDAE,"Sthenelais berkeleyi",,,,84923
SIGALIONIDAE,"Sthenelais fusca",,,,84929
SIGALIONIDAE,"Sthenelais tertiaglabra",,,,84928
SIGALIONIDAE,"Sthenelais verruculosa",,,,84930
SIGALIONIDAE,"Sthenelanella atypica",,,,84964
SIGALIONIDAE,"Sthenelanella uniformis",,,,84963
SIGALIONIDAE,"Thalenessa spinosa",,,,84941
SINUOLINEIDAE,"Myxodavisia anoplopoma","(Moser & Noble, 1975)",,,246915
SINUOLINEIDAE,"Myxodavisia pectoralis","(Moser & Noble, 1975)",,,246917
SINUOLINEIDAE,"Myxodavisia reginae","(Love & Moser, 1976)",,,246919
SIPHONARIIDAE,"Siphonaria aequilorata","Reeve, 1856",,,180739
SIPHONARIIDAE,"Siphonaria brannani","Stearns, 1872",,,6844
SIPHONARIIDAE,"Siphonaria costata","G. B. Sowerby I, 1835",,,158771
SIPHONARIIDAE,"Siphonaria gigas","G. B. Sowerby I, 1825",,,121804
SIPHONARIIDAE,"Siphonaria lecanium","Philippi, 1846",,,151300
SIPHONARIIDAE,"Siphonaria maura","G. B. Sowerby I, 1835",,,121806
SIPHONARIIDAE,"Siphonaria picta","d'Orbigny, 1839",,,179315
SIPHONARIIDAE,"Williamia peltoides","(Carpenter, 1864)","shield false limpet",,6847
SIPUNCULIDAE,"Siphonosoma ingens","(Fisher, 1947)",,,162943
SIPUNCULIDAE,"Sipunculus nudus","Linnaeus, 1766",,,158797
SIPUNCULIDAE,"Xenosiphon branchiatus","(Fischer, 1894)",,,177315
SKENEIDAE,"Dikoleps nitens","(Philippi, 1844)",,,131726
SKENEIDAE,"Parviturbo acuticostatus","(Carpenter, 1864)","sharp-rib cyclostreme",,12388
SKENEIDAE,"Parviturbo fenestratus","(Chaster, 1896)",,,140763
SKENEIDAE,"Skenea californica","(Bartsch, 1907)","California skenea",,12379
SKENEIDAE,"Skenea carmelensis","A. G. Smith and M. Gordon, 1948","Carmel skenea",,12382
SKENEIDAE,"Skenea coronadoensis","(Arnold, 1903)","Coronado skenea",,12381
SMITTINIDAE,"Pleurocodonellina longirostrata","(Hincks, 1883)",,,167789
SOLARIELLIDAE,"Chonospeira nuda","(Dall, 1896)",,,179549
SOLARIELLIDAE,"Minolia peramabilis","Carpenter, 1864",,,232085
SOLARIELLIDAE,"Solariella cincta","(Philippi, 1836)",,,10615
SOLARIELLIDAE,"Solariella nuda","Dall, 1896","naked solarelle",,12176
SOLARIELLIDAE,"Solariella oxybasis","Dall, 1890",,,12178
SOLARIELLIDAE,"Solariella peramabilis","Carpenter, 1864",,,12150
SOLARIELLIDAE,"Solariella rhyssa","Dall, 1919",,,12175
SOLARIELLIDAE,"Solariella triplostephanus","Dall, 1910",,,12174
SOLARIELLIDAE,"Solariella vancouverensis","(E. A. Smith, 1880)",,,233396
SOLARIELLIDAE,"Solariella varicosa","(Mighels and C. B. Adams, 1842)","varicose solarelle",,12148
SOLASTERIDAE,"Crossaster papposus","(Linnaeus, 1767)",,,25926
SOLASTERIDAE,"Heterozonias alternatus","(Fisher, 1906)",,,25941
SOLASTERIDAE,"Lophaster furcilliger","Fisher, 1905",,,25929
SOLASTERIDAE,"Solaster borealis","(Fisher, 1906)",,,25939
