Scientific.Name	row_ids	AphiaID	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	scientificName	acceptedNameUsage	parentNameUsage	namePublishedIn	namePublishedInYear	kingdom	phylum	class	order	family	genus	subgenus	specificEpithet	infraspecificEpithet	taxonRank	scientificNameAuthorship	taxonomicStatus	modified	bibliographicCitation	references	identifier	title	datasetID.y	Accepted_AphiaID	parent_AphiaID	speciesNOsubgenus	parent_NCBI	accepted_NCBI	subtree_identifier_taxIDs	subtree_accepted_taxIDs	linear_noClaim_verified_directHits	circular_complete_verified_directHits	linear_noClaim_unverified_directHits	linear_complete_verified_directHits	circular_noClaim_unverified_directHits	circular_noClaim_verified_directHits	circular_claimComplete_verified_directHits	linear_claimComplete_verified_directHits	circular_complete_unverified_directHits	linear_complete_unverified_directHits	linear_noClaim_verified_subTreeHits	circular_complete_verified_subTreeHits	linear_noClaim_unverified_subTreeHits	linear_complete_verified_subTreeHits	circular_noClaim_unverified_subTreeHits	circular_noClaim_verified_subTreeHits	circular_claimComplete_verified_subTreeHits	linear_claimComplete_verified_subTreeHits	circular_complete_unverified_subTreeHits	linear_complete_unverified_subTreeHits	high_potential_sra_directHits	high_potential_sra_subTreeHits	other_potential_sra_directHits	other_potential_sra_subTreeHits	NCBI_identifier_kingdom	NCBI_identifier_phylum	NCBI_identifier_class	NCBI_identifier_order	NCBI_identifier_family	NCBI_identifier_genus	NCBI_identifier_species	NCBI_accepted_kingdom	NCBI_accepted_phylum	NCBI_accepted_class	NCBI_accepted_order	NCBI_accepted_family	NCBI_accepted_genus	NCBI_accepted_species
HARPINIOPSIS PROFUNDIS	R01605	548930	urn:lsid:marinespecies.org:taxname:548930	urn:lsid:marinespecies.org:taxname:548930	urn:lsid:marinespecies.org:taxname:548930	urn:lsid:marinespecies.org:taxname:101717	Harpiniopsis profundis	Harpiniopsis profundis	Harpiniopsis	Barnard, J.L. (1960). The amphipod family Phoxocephalidae in the eastern Pacific Ocean with analyses of other species and notes for a revision of the family. <em>Allan Hancock Pacific Expeditions.</em> 18(3): 175-368.	1960	Animalia	Arthropoda	Malacostraca	Amphipoda	Phoxocephalidae	Harpiniopsis	NA	profundis	NA	Species	J.L. Barnard, 1960	accepted	2010-11-29	Horton, T.; Lowry, J.; De Broyer, C.; Bellan-Santini, D.; Copilas-Ciocianu, D.; Corbari, L.; Costello, M.J.; Daneliya, M.; Dauvin, J.-C.; Fišer, C.; Gasca, R.; Grabowski, M.; Guerra-García, J.M.; Hendrycks, E.; Hughes, L.; Jaume, D.; Jazdzewski, K.; Kim, Y.-H.; King, R.; Krapp-Schickel, T.; LeCroy, S.; Lörz, A.-N.; Mamos, T.; Senna, A.R.; Serejo, C.; Souza-Filho, J.F.; Tandberg, A.H.; Thomas, J.D.; Thurston, M.; Vader, W.; Väinölä, R.; Valls Domedel, G.; Vonk, R.; White, K.; Zeidler, W. (2024). World Amphipoda Database. Harpiniopsis profundis J.L. Barnard, 1960. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=548930	https://www.marinespecies.org/aphia.php?p=taxdetails&id=548930	NA	NA	NA	548930	101717	Harpiniopsis profundis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HARPINIOPSIS SIMILIS	R01606	102978	urn:lsid:marinespecies.org:taxname:102978	urn:lsid:marinespecies.org:taxname:102978	urn:lsid:marinespecies.org:taxname:102978	urn:lsid:marinespecies.org:taxname:101717	Harpiniopsis similis	Harpiniopsis similis	Harpiniopsis	STEPHENSEN K. 1925a.  Crustacea Malacostraca VI  (Amphipoda II) Danish Ingolf Expedition, 3(9): 101-178.  figs.23-53.	1925	Animalia	Arthropoda	Malacostraca	Amphipoda	Phoxocephalidae	Harpiniopsis	NA	similis	NA	Species	Stephensen, 1925	accepted	2004-12-21	Horton, T.; Lowry, J.; De Broyer, C.; Bellan-Santini, D.; Copilas-Ciocianu, D.; Corbari, L.; Costello, M.J.; Daneliya, M.; Dauvin, J.-C.; Fišer, C.; Gasca, R.; Grabowski, M.; Guerra-García, J.M.; Hendrycks, E.; Hughes, L.; Jaume, D.; Jazdzewski, K.; Kim, Y.-H.; King, R.; Krapp-Schickel, T.; LeCroy, S.; Lörz, A.-N.; Mamos, T.; Senna, A.R.; Serejo, C.; Souza-Filho, J.F.; Tandberg, A.H.; Thomas, J.D.; Thurston, M.; Vader, W.; Väinölä, R.; Valls Domedel, G.; Vonk, R.; White, K.; Zeidler, W. (2024). World Amphipoda Database. Harpiniopsis similis Stephensen, 1925. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=102978	https://www.marinespecies.org/aphia.php?p=taxdetails&id=102978	NA	NA	NA	102978	101717	Harpiniopsis similis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HARPINIOPSIS VADICULUS	R04946	548936	urn:lsid:marinespecies.org:taxname:548936	urn:lsid:marinespecies.org:taxname:548936	urn:lsid:marinespecies.org:taxname:548936	urn:lsid:marinespecies.org:taxname:101717	Harpiniopsis vadiculus	Harpiniopsis vadiculus	Harpiniopsis	Hirayama, A. (1987). Taxonomic Studies on the Shallow Water Gammaridean Amphipoda of West Kyushu, Japan. VII. Melitidae, Melphidippidae, Oedicerotidae, Philiantidae and Phoxocephalidae. <em>Publications of the Seto Marine Biological Laboratory.</em> 32(1-3): 1-62.	1987	Animalia	Arthropoda	Malacostraca	Amphipoda	Phoxocephalidae	Harpiniopsis	NA	vadiculus	NA	Species	Hirayama, 1987	accepted	2010-11-29	Horton, T.; Lowry, J.; De Broyer, C.; Bellan-Santini, D.; Copilas-Ciocianu, D.; Corbari, L.; Costello, M.J.; Daneliya, M.; Dauvin, J.-C.; Fišer, C.; Gasca, R.; Grabowski, M.; Guerra-García, J.M.; Hendrycks, E.; Hughes, L.; Jaume, D.; Jazdzewski, K.; Kim, Y.-H.; King, R.; Krapp-Schickel, T.; LeCroy, S.; Lörz, A.-N.; Mamos, T.; Senna, A.R.; Serejo, C.; Souza-Filho, J.F.; Tandberg, A.H.; Thomas, J.D.; Thurston, M.; Vader, W.; Väinölä, R.; Valls Domedel, G.; Vonk, R.; White, K.; Zeidler, W. (2024). World Amphipoda Database. Harpiniopsis vadiculus Hirayama, 1987. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=548936	https://www.marinespecies.org/aphia.php?p=taxdetails&id=548936	NA	NA	NA	548936	101717	Harpiniopsis vadiculus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HARTLAUBELLA GELATINOSA	R17749	117378	urn:lsid:marinespecies.org:taxname:117378	urn:lsid:marinespecies.org:taxname:117378	urn:lsid:marinespecies.org:taxname:117378	urn:lsid:marinespecies.org:taxname:117032	Hartlaubella gelatinosa	Hartlaubella gelatinosa	Hartlaubella	NA	NA	Animalia	Cnidaria	Hydrozoa	Leptothecata	Campanulariidae	Hartlaubella	NA	gelatinosa	NA	Species	(Pallas, 1766)	accepted	2011-04-01	Schuchert, P. (2024). World Hydrozoa Database. Hartlaubella gelatinosa (Pallas, 1766). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=117378	https://www.marinespecies.org/aphia.php?p=taxdetails&id=117378	NCBI:txid1886623	To GenBank (7 nucleotides; 2 proteins)	ncbi	117378	117032	Hartlaubella gelatinosa	NCBI:txid574016	NCBI:txid1886623	NCBI:txid1886623	NCBI:txid1886623	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Eukaryota	Cnidaria	Hydrozoa	Leptothecata	Campanulariidae	Hartlaubella	Hartlaubella gelatinosa	Eukaryota	Cnidaria	Hydrozoa	Leptothecata	Campanulariidae	Hartlaubella	Hartlaubella gelatinosa
HARTMANODES HARTMANAE	R01608;R12633	547070	urn:lsid:marinespecies.org:taxname:547070	urn:lsid:marinespecies.org:taxname:547070	urn:lsid:marinespecies.org:taxname:547070	urn:lsid:marinespecies.org:taxname:415449	Hartmanodes hartmanae	Hartmanodes hartmanae	Hartmanodes	NA	NA	Animalia	Arthropoda	Malacostraca	Amphipoda	Oedicerotidae	Hartmanodes	NA	hartmanae	NA	Species	(J.L. Barnard, 1962)	accepted	2010-11-19	Horton, T.; Lowry, J.; De Broyer, C.; Bellan-Santini, D.; Copilas-Ciocianu, D.; Corbari, L.; Costello, M.J.; Daneliya, M.; Dauvin, J.-C.; Fišer, C.; Gasca, R.; Grabowski, M.; Guerra-García, J.M.; Hendrycks, E.; Hughes, L.; Jaume, D.; Jazdzewski, K.; Kim, Y.-H.; King, R.; Krapp-Schickel, T.; LeCroy, S.; Lörz, A.-N.; Mamos, T.; Senna, A.R.; Serejo, C.; Souza-Filho, J.F.; Tandberg, A.H.; Thomas, J.D.; Thurston, M.; Vader, W.; Väinölä, R.; Valls Domedel, G.; Vonk, R.; White, K.; Zeidler, W. (2024). World Amphipoda Database. Hartmanodes hartmanae (J.L. Barnard, 1962). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=547070	https://www.marinespecies.org/aphia.php?p=taxdetails&id=547070	NA	NA	NA	547070	415449	Hartmanodes hartmanae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HARTMANODES MURRIUS	R01609	547072	urn:lsid:marinespecies.org:taxname:547072	urn:lsid:marinespecies.org:taxname:547072	urn:lsid:marinespecies.org:taxname:547072	urn:lsid:marinespecies.org:taxname:415449	Hartmanodes murrius	Hartmanodes murrius	Hartmanodes	NA	NA	Animalia	Arthropoda	Malacostraca	Amphipoda	Oedicerotidae	Hartmanodes	NA	murrius	NA	Species	(J.L. Barnard, 1962)	accepted	2019-11-04	Horton, T.; Lowry, J.; De Broyer, C.; Bellan-Santini, D.; Copilas-Ciocianu, D.; Corbari, L.; Costello, M.J.; Daneliya, M.; Dauvin, J.-C.; Fišer, C.; Gasca, R.; Grabowski, M.; Guerra-García, J.M.; Hendrycks, E.; Hughes, L.; Jaume, D.; Jazdzewski, K.; Kim, Y.-H.; King, R.; Krapp-Schickel, T.; LeCroy, S.; Lörz, A.-N.; Mamos, T.; Senna, A.R.; Serejo, C.; Souza-Filho, J.F.; Tandberg, A.H.; Thomas, J.D.; Thurston, M.; Vader, W.; Väinölä, R.; Valls Domedel, G.; Vonk, R.; White, K.; Zeidler, W. (2024). World Amphipoda Database. Hartmanodes murrius (J.L. Barnard, 1962). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=547072	https://www.marinespecies.org/aphia.php?p=taxdetails&id=547072	NA	NA	NA	547072	415449	Hartmanodes murrius	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HASTULA MATHERONIANA	R04948	438685	urn:lsid:marinespecies.org:taxname:438685	urn:lsid:marinespecies.org:taxname:438685	urn:lsid:marinespecies.org:taxname:438685	urn:lsid:marinespecies.org:taxname:205904	Hastula matheroniana	Hastula matheroniana	Hastula	NA	NA	Animalia	Mollusca	Gastropoda	Neogastropoda	Terebridae	Hastula	NA	matheroniana	NA	Species	(Deshayes, 1859)	accepted	2009-12-10	MolluscaBase eds. (2024). MolluscaBase. Hastula matheroniana (Deshayes, 1859). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=438685	https://www.marinespecies.org/aphia.php?p=taxdetails&id=438685	NCBI:txid1765702	To GenBank (39 nucleotides; 15 proteins)	ncbi	438685	205904	Hastula matheroniana	NCBI:txid57628	NCBI:txid1765702	NCBI:txid1765702	NCBI:txid1765702	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Eukaryota	Mollusca	Gastropoda	Neogastropoda	Terebridae	Hastula	Hastula matheroniana	Eukaryota	Mollusca	Gastropoda	Neogastropoda	Terebridae	Hastula	Hastula matheroniana
HAUCHIELLA TRIBULLATA	R04950	152389	urn:lsid:marinespecies.org:taxname:152389	urn:lsid:marinespecies.org:taxname:152389	urn:lsid:marinespecies.org:taxname:152389	urn:lsid:marinespecies.org:taxname:152388	Hauchiella tribullata	Hauchiella tribullata	Hauchiella	NA	NA	Animalia	Annelida	Polychaeta	Terebellida	Terebellidae	Hauchiella	NA	tribullata	NA	Species	(McIntosh, 1869)	accepted	2008-03-26	Read, G.; Fauchald, K. (Ed.) (2024). World Polychaeta Database. Hauchiella tribullata (McIntosh, 1869). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=152389	https://www.marinespecies.org/aphia.php?p=taxdetails&id=152389	NA	NA	NA	152389	152388	Hauchiella tribullata	NCBI:txid2716599	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HAUSTORIUS ARENARIUS	R04952	102317	urn:lsid:marinespecies.org:taxname:102317	urn:lsid:marinespecies.org:taxname:102317	urn:lsid:marinespecies.org:taxname:102317	urn:lsid:marinespecies.org:taxname:101546	Haustorius arenarius	Haustorius arenarius	Haustorius	NA	NA	Animalia	Arthropoda	Malacostraca	Amphipoda	Haustoriidae	Haustorius	NA	arenarius	NA	Species	(Slabber, 1769)	accepted	2019-12-02	Horton, T.; Lowry, J.; De Broyer, C.; Bellan-Santini, D.; Copilas-Ciocianu, D.; Corbari, L.; Costello, M.J.; Daneliya, M.; Dauvin, J.-C.; Fišer, C.; Gasca, R.; Grabowski, M.; Guerra-García, J.M.; Hendrycks, E.; Hughes, L.; Jaume, D.; Jazdzewski, K.; Kim, Y.-H.; King, R.; Krapp-Schickel, T.; LeCroy, S.; Lörz, A.-N.; Mamos, T.; Senna, A.R.; Serejo, C.; Souza-Filho, J.F.; Tandberg, A.H.; Thomas, J.D.; Thurston, M.; Vader, W.; Väinölä, R.; Valls Domedel, G.; Vonk, R.; White, K.; Zeidler, W. (2024). World Amphipoda Database. Haustorius arenarius (Slabber, 1769). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=102317	https://www.marinespecies.org/aphia.php?p=taxdetails&id=102317	NCBI:txid317509	NA	NA	102317	101546	Haustorius arenarius	NCBI:txid317508	NCBI:txid317509	NCBI:txid317509	NCBI:txid317509	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Eukaryota	Arthropoda	Malacostraca	Amphipoda	Haustoriidae	Haustorius	Haustorius arenarius	Eukaryota	Arthropoda	Malacostraca	Amphipoda	Haustoriidae	Haustorius	Haustorius arenarius
HAUSTORIUS CANADENSIS	R04953	158101	urn:lsid:marinespecies.org:taxname:158101	urn:lsid:marinespecies.org:taxname:158101	urn:lsid:marinespecies.org:taxname:158101	urn:lsid:marinespecies.org:taxname:101546	Haustorius canadensis	Haustorius canadensis	Haustorius	Bousfield E.L. (1962b). New haustoriid amphipods from the Canadian Atlantic region. National Museum of Canada Bulletin, 183, 63-75.	1962	Animalia	Arthropoda	Malacostraca	Amphipoda	Haustoriidae	Haustorius	NA	canadensis	NA	Species	Bousfield, 1962	accepted	2010-07-20	Horton, T.; Lowry, J.; De Broyer, C.; Bellan-Santini, D.; Copilas-Ciocianu, D.; Corbari, L.; Costello, M.J.; Daneliya, M.; Dauvin, J.-C.; Fišer, C.; Gasca, R.; Grabowski, M.; Guerra-García, J.M.; Hendrycks, E.; Hughes, L.; Jaume, D.; Jazdzewski, K.; Kim, Y.-H.; King, R.; Krapp-Schickel, T.; LeCroy, S.; Lörz, A.-N.; Mamos, T.; Senna, A.R.; Serejo, C.; Souza-Filho, J.F.; Tandberg, A.H.; Thomas, J.D.; Thurston, M.; Vader, W.; Väinölä, R.; Valls Domedel, G.; Vonk, R.; White, K.; Zeidler, W. (2024). World Amphipoda Database. Haustorius canadensis Bousfield, 1962. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=158101	https://www.marinespecies.org/aphia.php?p=taxdetails&id=158101	NCBI:txid2651143	To GenBank (7 nucleotides; 4 proteins)	ncbi	158101	101546	Haustorius canadensis	NCBI:txid317508	NCBI:txid2651143	NCBI:txid2651143	NCBI:txid2651143	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SRR12971844;SRR12971842;SRR12971883;SRR12971882;SRR12971881;SRR12971854;SRR12971853;SRR12971889;SRR12971888;SRR12971887;SRR12971885;SRR12971864;SRR12971862;SRR12971863;SRR12971877;SRR12971876;SRR12971875;SRR12971873;SRR12971874	SRR12971844;SRR12971842;SRR12971883;SRR12971882;SRR12971881;SRR12971854;SRR12971853;SRR12971889;SRR12971888;SRR12971887;SRR12971885;SRR12971864;SRR12971862;SRR12971863;SRR12971877;SRR12971876;SRR12971875;SRR12971873;SRR12971874	NA	NA	Eukaryota	Arthropoda	Malacostraca	Amphipoda	Haustoriidae	Haustorius	Haustorius canadensis	Eukaryota	Arthropoda	Malacostraca	Amphipoda	Haustoriidae	Haustorius	Haustorius canadensis
HAYWARDIPORA MAJOR	R17354	1415311	urn:lsid:marinespecies.org:taxname:1415311	urn:lsid:marinespecies.org:taxname:1415311	urn:lsid:marinespecies.org:taxname:472484	urn:lsid:marinespecies.org:taxname:990197	Haywardipora major	Elleschara major	Haywardipora	NA	NA	Animalia	Bryozoa	Gymnolaemata	Cheilostomatida	Romancheinidae	Haywardipora	NA	major	NA	Species	(Hincks, 1884)	superseded combination	2023-04-07	WoRMS (2024). Haywardipora major (Hincks, 1884). Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=1415311	https://www.marinespecies.org/aphia.php?p=taxdetails&id=1415311	NA	NA	NA	472484	990197	Haywardipora major	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HAYWARDIPORA ORBICULA	R17355	1415312	urn:lsid:marinespecies.org:taxname:1415312	urn:lsid:marinespecies.org:taxname:1415312	urn:lsid:marinespecies.org:taxname:472486	urn:lsid:marinespecies.org:taxname:990197	Haywardipora orbicula	Elleschara orbicula	Haywardipora	NA	NA	Animalia	Bryozoa	Gymnolaemata	Cheilostomatida	Romancheinidae	Haywardipora	NA	orbicula	NA	Species	Soule, Soule & Chaney, 1995	superseded combination	2023-04-07	WoRMS (2024). Haywardipora orbicula Soule, Soule & Chaney, 1995. Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=1415312	https://www.marinespecies.org/aphia.php?p=taxdetails&id=1415312	NA	NA	NA	472486	990197	Haywardipora orbicula	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HAYWARDIPORA RYLANDI	R17356	1415313	urn:lsid:marinespecies.org:taxname:1415313	urn:lsid:marinespecies.org:taxname:1415313	urn:lsid:marinespecies.org:taxname:472485	urn:lsid:marinespecies.org:taxname:990197	Haywardipora rylandi	Elleschara rylandi	Haywardipora	NA	NA	Animalia	Bryozoa	Gymnolaemata	Cheilostomatida	Romancheinidae	Haywardipora	NA	rylandi	NA	Species	Soule, Soule & Chaney, 1995	superseded combination	2023-04-07	WoRMS (2024). Haywardipora rylandi Soule, Soule & Chaney, 1995. Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=1415313	https://www.marinespecies.org/aphia.php?p=taxdetails&id=1415313	NA	NA	NA	472485	990197	Haywardipora rylandi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HEATHIA POROSA	R01611	390722	urn:lsid:marinespecies.org:taxname:390722	urn:lsid:marinespecies.org:taxname:390722	urn:lsid:marinespecies.org:taxname:390722	urn:lsid:marinespecies.org:taxname:390721	Heathia porosa	Heathia porosa	Heathia	NA	NA	Animalia	Mollusca	Solenogastres	NA	Dondersiidae	Heathia	NA	porosa	NA	Species	(Heath, 1911)	accepted	2009-04-04	MolluscaBase eds. (2024). MolluscaBase. Heathia porosa (Heath, 1911). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=390722	https://www.marinespecies.org/aphia.php?p=taxdetails&id=390722	NA	NA	NA	390722	390721	Heathia porosa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HEDISTE DIVERSICOLOR	R04955	152302	urn:lsid:marinespecies.org:taxname:152302	urn:lsid:marinespecies.org:taxname:152302	urn:lsid:marinespecies.org:taxname:152302	urn:lsid:marinespecies.org:taxname:146968	Hediste diversicolor	Hediste diversicolor	Hediste	NA	NA	Animalia	Annelida	Polychaeta	Phyllodocida	Nereididae	Hediste	NA	diversicolor	NA	Species	(O.F. Müller, 1776)	accepted	2018-08-06	Read, G.; Fauchald, K. (Ed.) (2024). World Polychaeta Database. Hediste diversicolor (O.F. Müller, 1776). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=152302	https://www.marinespecies.org/aphia.php?p=taxdetails&id=152302	NCBI:txid126592	To GenBank (737 nucleotides; 625 proteins)	ncbi	152302	146968	Hediste diversicolor	NCBI:txid73375	NCBI:txid126592	NCBI:txid126592	NCBI:txid126592	NA	2___15904-15904___NC_057074.1;MW377219.1___Hediste diversicolor (NCBI:txid126592)	NA	NA	NA	NA	NA	NA	NA	NA	NA	2___15904-15904___NC_057074.1;MW377219.1___Hediste diversicolor (NCBI:txid126592)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SRR14820308	SRR14820308	Eukaryota	Annelida	Polychaeta	Phyllodocida	Nereididae	Hediste	Hediste diversicolor	Eukaryota	Annelida	Polychaeta	Phyllodocida	Nereididae	Hediste	Hediste diversicolor
HEDISTE JAPONICA	R05800	333583	urn:lsid:marinespecies.org:taxname:333583	urn:lsid:marinespecies.org:taxname:333583	urn:lsid:marinespecies.org:taxname:333583	urn:lsid:marinespecies.org:taxname:146968	Hediste japonica	Hediste japonica	Hediste	NA	NA	Animalia	Annelida	Polychaeta	Phyllodocida	Nereididae	Hediste	NA	japonica	NA	Species	(Izuka, 1908)	accepted	2008-03-26	Read, G.; Fauchald, K. (Ed.) (2024). World Polychaeta Database. Hediste japonica (Izuka, 1908). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=333583	https://www.marinespecies.org/aphia.php?p=taxdetails&id=333583	NCBI:txid73376	To GenBank (25 nucleotides; 45 proteins)	ncbi	333583	146968	Hediste japonica	NCBI:txid73375	NCBI:txid73376	NCBI:txid73376	NCBI:txid73376	NA	2___15783-15783___NC_050679.1;MN876864.1___Hediste japonica (NCBI:txid73376)	NA	NA	NA	NA	NA	NA	NA	NA	NA	2___15783-15783___NC_050679.1;MN876864.1___Hediste japonica (NCBI:txid73376)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Eukaryota	Annelida	Polychaeta	Phyllodocida	Nereididae	Hediste	Hediste japonica	Eukaryota	Annelida	Polychaeta	Phyllodocida	Nereididae	Hediste	Hediste japonica
HEDISTE LIMNICOLA	R04956;R16733	333585	urn:lsid:marinespecies.org:taxname:333585	urn:lsid:marinespecies.org:taxname:333585	urn:lsid:marinespecies.org:taxname:333585	urn:lsid:marinespecies.org:taxname:146968	Hediste limnicola	Hediste limnicola	Hediste	NA	NA	Animalia	Annelida	Polychaeta	Phyllodocida	Nereididae	Hediste	NA	limnicola	NA	Species	(Johnson, 1903)	accepted	2008-03-26	Read, G.; Fauchald, K. (Ed.) (2024). World Polychaeta Database. Hediste limnicola (Johnson, 1903). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=333585	https://www.marinespecies.org/aphia.php?p=taxdetails&id=333585	NCBI:txid1162618	To GenBank (9 nucleotides; 4 proteins)	ncbi	333585	146968	Hediste limnicola	NCBI:txid73375	NCBI:txid1162618	NCBI:txid1162618	NCBI:txid1162618	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Eukaryota	Annelida	Polychaeta	Phyllodocida	Nereididae	Hediste	Hediste limnicola	Eukaryota	Annelida	Polychaeta	Phyllodocida	Nereididae	Hediste	Hediste limnicola
HEDOPHYLLUM BONGARDIANUM	R11221	667215	urn:lsid:marinespecies.org:taxname:667215	NA	NA	NA	Hedophyllum bongardianum	Hedophyllum bongardianum	Hedophyllum	NA	NA	Chromista	Ochrophyta	Phaeophyceae	Laminariales	Laminariaceae	Hedophyllum	NA	bongardianum	NA	Species	(Postels & Ruprecht) Yendo, 1914	accepted	2019-07-10T06:19:37.743Z	Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Hedophyllum bongardianum (Postels & Ruprecht) Yendo, 1914. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=667215 on 2024-11-08	https://www.marinespecies.org/aphia.php?p=taxdetails&id=667215	NCBI:txid2725949	NA	NA	667215	369734	NA	NCBI:txid169779	NCBI:txid2725949	NCBI:txid2725949	NCBI:txid2725949	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Eukaryota	NA	Phaeophyceae	Laminariales	Laminariaceae	Hedophyllum	Hedophyllum bongardianum	Eukaryota	NA	Phaeophyceae	Laminariales	Laminariaceae	Hedophyllum	Hedophyllum bongardianum
